"horizon","coef","se","p_value","ci_lower","ci_upper","n_obs","fci_type","credit_type","fci_label","credit_label"
8,-0.911838038360749,3.19917888774582,0.77580731894587,-6.17401903513604,4.35034295841454,338,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
9,-1.75825196087494,3.11862575829563,0.573284255044458,-6.8879348505118,3.37143092876192,337,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
10,-1.37892218321349,2.89426060913798,0.634085848045352,-6.13955724349687,3.38171287706989,336,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
11,-2.10074326601825,2.91034093159061,0.470925541583284,-6.88782810301038,2.68634157097389,335,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
12,-4.34737726775075,2.82623378558187,0.124973163784592,-8.99611816057788,0.301363625076375,334,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
13,-4.9813020809388,2.72828490214616,0.068806448391264,-9.46893139759086,-0.493672764286742,333,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
14,-4.23031895854433,2.63874339905536,0.109883552582528,-8.57066560907479,0.110027691986128,332,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
15,-4.25339554052001,2.59358704163935,0.101994767359545,-8.51946659277483,0.0126755117348187,331,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
16,-5.17724049356574,2.43694627744726,0.0343988810408468,-9.18566041671076,-1.16882057042072,330,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
17,-5.03372703765155,2.46153675765527,0.0416823751416993,-9.08259470135519,-0.984859373947915,329,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
18,-5.04590875806033,2.36120408163143,0.0333625564696035,-8.9297438557044,-1.16207366041625,328,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
19,-4.08656635364954,2.40597456077338,0.0903962906002911,-8.0440423362906,-0.129090371008473,327,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
20,-3.93258246589013,2.54336900210175,0.123057907816098,-8.11605219367315,0.250887261892883,326,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
21,-3.34876487028294,2.51982093127,0.184822940257551,-7.49350146835062,0.795971727784754,325,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
22,-2.46619977692318,2.69388339447564,0.360643787869567,-6.89724364891077,1.96484409506441,324,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
23,-0.784887712440582,2.69009016546021,0.770656353474012,-5.2096922779243,3.63991685304313,323,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
24,0.334261464008838,2.50515726479127,0.893940144242781,-3.78635554906692,4.45487847708459,322,"FCI_EXO","USD","Exogenous (External)","USD (Dollarized)"
1,0.00704067535085991,0.720873669494312,0.99221312465642,-1.17869099449068,1.1927723451924,345,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
2,-0.186013225792629,1.16089075174659,0.872794540067234,-2.09550858929742,1.72348213771217,344,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
3,-0.0709595612355069,1.48083629533624,0.961809950120735,-2.50671851254071,2.36479939006969,343,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
4,-0.796062208926446,1.78301206066113,0.655549396907182,-3.72885606380312,2.13673164595023,342,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
5,-0.462085855123415,1.91327238019366,0.809305233388427,-3.60913886903103,2.6849671587842,341,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
6,-0.177541664279469,1.89712773160918,0.925496223542871,-3.29803909440705,2.94295576584811,340,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
7,-1.10843305451107,2.01669402436551,0.5829480498155,-4.42559953494003,2.20873342591789,339,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
8,-1.57232476031577,1.94684303848558,0.419891907640354,-4.77459659327399,1.62994707264245,338,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
9,-1.60208108549465,2.0721305763987,0.439990036975313,-5.01043257960109,1.80627040861179,337,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
10,-1.35020870541624,2.203721784282,0.540506683645245,-4.97500847508445,2.27459106425197,336,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
11,-1.97322550655201,2.43654093441459,0.418622454369294,-5.98097869973957,2.03452768663554,335,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
12,-2.32600032249375,2.60090815242383,0.371825610416968,-6.60411353037575,1.95211288538824,334,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
13,-2.13481803503687,2.42102833621136,0.378552712963835,-6.11705527480642,1.84741920473268,333,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
14,-2.04716126529207,2.14948192657755,0.341611995011027,-5.5827444082898,1.48842187770565,332,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
15,-2.72497537910737,1.97981479747231,0.169666679323273,-5.98148092942189,0.531530171207149,331,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
16,-2.56412486579843,1.97489194355336,0.19510079114155,-5.81253304198941,0.684283310392552,330,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
17,-2.4665092922998,2.04758290879458,0.229255220005255,-5.8344834663144,0.901464881714802,329,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
18,-2.82506306056276,2.13233988360077,0.186170063567216,-6.33245005199677,0.682323930871242,328,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
19,-2.26855338911052,2.03515931196505,0.265834195243628,-5.61609256482028,1.07898578659925,327,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
20,-1.73238934265829,2.21708102515352,0.435164160458309,-5.37916310812736,1.91438442281077,326,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
21,-1.43955651255966,2.24655695596433,0.522130755815532,-5.13481386973064,2.25570084461133,325,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
22,-1.12896010395977,2.25215379578816,0.616526301840118,-4.83342344341445,2.57550323549492,324,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
23,-0.30892363115936,2.11236317937101,0.883822024283544,-3.78345186818651,3.16560460586779,323,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
24,0.0597310505883296,2.01934005665748,0.976421394652956,-3.26178776565311,3.38124986682977,322,"FCI_EXO","Real_MN","Exogenous (External)","Real MN Credit"
