fecha,FCI_EXP,FCI_EXP_exCredit,FCI_EXP_ENDO_exCredit,FCI_EXP_PCA
2019-03-01,-0.226224450162951,-0.227119064506932,-0.0896925278241787,-1.97180217889301
2019-04-01,-0.217826164533919,-0.213061463438333,-0.0559365249850038,-1.92628014841011
2019-05-01,-0.12415913219224,-0.130537461708719,-0.0664118245968706,-1.51130335014427
2019-06-01,-0.12240032445549,-0.137182879875054,-0.0685956394388288,-1.44783174779452
2019-07-01,-0.140254493747637,-0.170875158835416,-0.0810893676687957,-1.38784969884259
2019-08-01,-0.0764477895485998,-0.102125346549608,-0.0755653204184232,-1.28595414317925
2019-09-01,-0.0945292842681762,-0.124126194708236,-0.0643178622965564,-1.39769282650664
2019-10-01,-0.120528828654103,-0.16349669845576,-0.0602227813852151,-1.64207868652477
2019-11-01,-0.177466969282224,-0.223509801056776,-0.041864648295082,-1.93724134154693
2019-12-01,-0.16042051613595,-0.210454745867134,-0.0348016600959277,-1.9668297032766
2020-01-01,-0.103995432663093,-0.15711839685344,0.0496720321856522,-1.9824963001559
2020-02-01,0.0180151896689957,-0.0271904192263961,0.107109607073146,-1.64800772656939
2020-03-01,0.397577130995388,0.375281551413532,0.0670114982830536,-0.782062658377826
2020-04-01,0.254873690899383,0.207499530903286,0.0648386650442434,-1.01066156681404
2020-05-01,0.133830975943858,0.0835023030222741,0.0764851446348984,-1.28233887462194
2020-06-01,0.104926365493399,0.0679156416240025,0.0508302043854677,-1.41321781567703
2020-07-01,0.0603655811642251,0.0325170306446258,0.0915004321597595,-1.59901823149343
2020-08-01,0.0232908607158621,-0.0180103862841527,0.0993600030221703,-1.7954586568746
2020-09-01,0.0376030623180923,-0.00907271860020874,0.0522184416667301,-1.82749565482153
2020-10-01,0.0834826992410266,0.0500225000167523,0.112147774056305,-1.77059507899751
2020-11-01,0.0364507063631961,-0.00213447460901728,0.127970488264212,-1.96302083833343
2020-12-01,-0.0319074067451353,-0.0784433618917096,0.0673944883928161,-2.06306371000459
2021-01-01,-0.00221057009573104,-0.0313664033780942,0.1213965866224,-2.08378279462098
2021-02-01,0.00553168830804592,-0.0448010662048788,0.138034445036441,-2.05617305021889
2021-03-01,-0.0336778240485647,-0.0956025846108789,0.104222523836364,-2.13852934918886
2021-04-01,-0.205561345624271,-0.258363579805907,-0.0438880798747851,-2.32691247501187
2021-05-01,-0.0729222722991396,-0.113814910109039,0.107944052043756,-2.14500732176879
2021-06-01,-0.098783853926736,-0.160033291945002,0.0924726956352433,-2.25942194437219
2021-07-01,-0.0861979105383822,-0.145705731501808,0.104376250237378,-2.27757505223592
2021-08-01,-0.34794204689529,-0.428226371038721,-0.278556825089551,-2.49386976592467
2021-09-01,-0.0824963188814007,-0.131285814321795,0.0874493386452406,-2.23598771055514
2021-10-01,-0.128364043795874,-0.177780567596823,0.0558647530873155,-2.21153837558969
2021-11-01,-0.142282928229304,-0.189217818189865,0.0647839987501408,-2.26640370940647
2021-12-01,-0.149672215562523,-0.18807938524288,0.0399156613241591,-2.19506841257995
2022-01-01,-0.109525590526756,-0.146870007939177,0.0771696703819243,-2.13540717001846
2022-02-01,-0.133489005719377,-0.147418557343384,0.0810831746728337,-2.31362576644833
2022-03-01,-0.118972507046889,-0.120938247246283,0.0692348738105404,-2.18969235767104
2022-04-01,-0.120021375650143,-0.137666670466389,0.0633537045532591,-2.04096388678849
2022-05-01,-0.0578964182860206,-0.0688913013172428,0.0422489463980101,-1.85284150985774
2022-06-01,0.0288935419341977,0.036662091741281,0.191569589665564,-1.78568437805175
2022-07-01,-0.0604553040653762,-0.0678388939555076,0.0601973855738678,-1.76545412731838
2022-08-01,-0.0799704794167476,-0.0932764129398316,0.0496930073479948,-1.83593627398495
2022-09-01,-0.0251499621645267,-0.0301247763465004,0.052583029136503,-1.79164176430007
2022-10-01,0.0326911960972949,0.0277945692960294,0.0666057766057728,-1.75204275340965
2022-11-01,-0.036900033945937,-0.0541023888262282,0.0403293303082738,-1.94451527609354
2022-12-01,-0.055130399641912,-0.0775760777722356,0.0230700271063699,-2.06557405541148
2023-01-01,-0.0227991311556875,-0.0518041939627468,0.0810753947764229,-2.07499865303998
2023-02-01,-0.0460725301254077,-0.0764833078660166,0.0535737783418704,-2.15539398211328
2023-03-01,-0.0186868471850346,-0.0551847901135216,0.0560302389642622,-2.10018462041729
2023-04-01,-0.0767225324124979,-0.121218819237643,0.0471277148059826,-2.35214779452801
2023-05-01,-0.0280654066333337,-0.0715329924513475,0.0626903192991106,-2.08678639795366
2023-06-01,-0.121502464354729,-0.170283481288746,0.0356981822194375,-2.45681384380813
2023-07-01,-0.13761532401727,-0.182376729610319,0.0193297976912917,-2.49135811245259
2023-08-01,-0.0869370018782731,-0.124238395588561,0.0503160515802116,-2.40983035029119
2023-09-01,-0.107656432643861,-0.148242885947802,0.0397160526517117,-2.50711782726642
2023-10-01,-0.0692116220895368,-0.106589866027381,0.0273154369924395,-2.40939255707375
2023-11-01,-0.0926061255516848,-0.130738804696822,0.0460409005465704,-2.40492483870063
2023-12-01,-0.12086977305369,-0.160327996555426,-0.00628721116485875,-2.3278003243971
2024-01-01,-0.102134171611476,-0.144057577083621,0.0180421968083814,-2.31148535454639
2024-02-01,-0.135049880877741,-0.173106311734627,-0.00213298102757914,-2.51024035899979
2024-03-01,-0.146291077082576,-0.168852107952249,0.017861808095604,-2.59880695181796
2024-04-01,-0.151933960472728,-0.156499312979912,-0.0261499856899506,-2.5223849916345
2024-05-01,-0.147135420877721,-0.152497209530435,0.0221336373386576,-2.4934312055317
2024-06-01,-0.163903784200709,-0.175882105393819,0.0148173452475721,-2.60958842300306
2024-07-01,-0.141893076423868,-0.150922792202994,0.0110116145342913,-2.53094656733592
2024-08-01,-0.109577421295003,-0.106782351401737,-0.0218460481435153,-2.42212082902063
2024-09-01,-0.10296975530559,-0.10090987759386,0.0115260739544631,-2.41801127882862
2024-10-01,-0.11581255293792,-0.105928626484614,0.0106676253244286,-2.56389224002895
2024-11-01,-0.150806962513702,-0.138403396695126,0.0280275772611741,-2.56545409930692
2024-12-01,-0.203329484991523,-0.18971681109344,-0.0156721787652431,-2.77009991297834
2025-01-01,-0.180435149062202,-0.153956222597631,0.056092454987046,-2.84465039523906
2025-02-01,-0.167368477153379,-0.137581460292055,0.073081698571128,-2.89049793381907
2025-03-01,-0.125062778108275,-0.0897847168252205,0.0666196629903829,-2.80693497266657
2025-04-01,-0.0156808291672151,0.0194282508853295,0.0682213080640755,-2.63033096565692
