sample,n_obs,DXY_coef,DXY_t,F_classical,t_NW,F_NW,R2_pct
Full (expanding window),325,0.0316977961337419,23.8469959053679,568.679213710634,9.8173468171578,96.3802985283584,63.7762106558627
Post-IT (expanding window),176,0.0169667676469337,17.7187978322249,313.955796619259,14.2886357562236,204.165111774031,64.3410322808875
"Full (rolling 60m, baseline)",336,0.0408995025992289,10.9062648336621,118.946612621975,3.69208371962565,13.6314821927248,26.2606252718015
"Post-IT (rolling 60m, baseline)",176,-0.00387360566139915,-0.713873544138981,0.509615437021549,-0.324365733548803,0.105213129100653,0.292027138874456
