state,horizon,state_value,state_sd_units,marginal_effect,se,ci_lower,ci_upper
predetermined,18,-19.460321407423,-1.4,-3.18460861963752,2.81754209605267,-7.81905295541821,1.44983571614317
predetermined,18,-18.0702984497499,-1.3,-3.34266535165256,2.71800928836095,-7.81339278770086,1.12806208439574
predetermined,18,-16.6802754920768,-1.2,-3.5007220836676,2.62392804969627,-7.8166996530702,0.815255485735007
predetermined,18,-15.2902525344038,-1.1,-3.65877881568264,2.53590520684986,-7.82997169277476,0.512414061409486
predetermined,18,-13.9002295767307,-1,-3.81683554769767,2.45459261712664,-7.85428111666673,0.220610021271383
predetermined,18,-12.5102066190576,-0.9,-3.97489227971271,2.38067795044939,-7.89075904111278,-0.059025518312644
predetermined,18,-11.1201836613846,-0.8,-4.13294901172775,2.31486997069773,-7.94057127895096,-0.325326744504538
predetermined,18,-9.73016070371148,-0.7,-4.29100574374279,2.25787762035485,-8.00488393679602,-0.57712755068955
predetermined,18,-8.34013774603841,-0.6,-4.44906247575783,2.2103829092579,-8.08481882100223,-0.813306130513425
predetermined,18,-6.95011478836534,-0.5,-4.60711920777286,2.1730086866735,-8.18140042744482,-1.03283798810091
predetermined,18,-5.56009183069228,-0.4,-4.7651759397879,2.14628371585783,-8.29549849428353,-1.23485338529227
predetermined,18,-4.17006887301921,-0.3,-4.92323267180294,2.13060876637017,-8.42777222878152,-1.41869311482436
predetermined,18,-2.78004591534614,-0.2,-5.08128940381798,2.12622824068568,-8.57862363723646,-1.58395517039949
predetermined,18,-1.39002295767307,-0.1,-5.23934613583301,2.13321171884653,-8.74816716863311,-1.73052510303292
predetermined,18,0,0,-5.39740286784805,2.15144854299096,-8.93622080698619,-1.85858492870991
predetermined,18,1.39002295767307,0.1,-5.55545959986309,2.18065639627857,-9.14232018241682,-1.96859901730935
predetermined,18,2.78004591534614,0.2,-5.71351633187813,2.22040237207185,-9.36575322687217,-2.06127943688409
predetermined,18,4.17006887301921,0.3,-5.87157306389316,2.27013302670855,-9.60560960653705,-2.13753652124928
