"variant","horizon","beta_FinDep","beta_Insulated","diff_F_minus_I","se","t","p_value","ci_lo","ci_hi","se_clusterdate","p_clusterdate","share_fin","share_ins","n_stacked","n_quarters","df"
"drop_Ganaderia_fp",8,1.10873031579248,2.01797625919454,-0.909245943402058,1.5575567100177,-0.583764262035587,0.560655146491436,-3.99829231983147,2.17980043302735,1.49484787678829,0.544358549707277,0.530373804762989,0.43598890913173,210,105,103
"drop_Manufactura",1,-2.03932453187924,-0.377152963369255,-1.66217156850998,1.94696493073362,-0.853724451977504,0.395112988768803,-5.52059907376713,2.19625593674717,1.93761484159263,0.392843784047691,0.56401109086827,0.233197521899462,224,112,110
"drop_Manufactura",2,-1.90585231448448,-0.802665795011037,-1.10318651947344,2.03910759769609,-0.541014373503338,0.589601640424804,-5.14463148618174,2.93825844723486,1.60320915610717,0.49284444047982,0.56401109086827,0.233197521899462,222,111,109
"drop_Manufactura",3,-2.0747205999567,1.17515627250239,-3.24987687245909,1.67542679743285,-1.93973074648124,0.055020517512961,-6.57086344355366,0.0711096986354858,1.86955375182252,0.0850049840537607,0.56401109086827,0.233197521899462,220,110,108
"drop_Manufactura",4,-1.49658960610808,1.31298130003205,-2.80957090614013,1.42913380745292,-1.96592571772373,0.0518980224146643,-5.64266199979067,0.0235201875104023,2.49753819361017,0.263133247071958,0.56401109086827,0.233197521899462,218,109,107
"drop_Manufactura",5,1.29383832442577,3.29830465471467,-2.0044663302889,2.21585409055838,-0.904602130090521,0.367727609562506,-6.39761258270183,2.38867992212402,2.89949053035055,0.490877811298489,0.56401109086827,0.233197521899462,216,108,106
"drop_Manufactura",6,-0.0402284998495123,2.31503489307222,-2.35526339292173,2.14699865244503,-1.09700273460327,0.275149682877417,-6.61236511380712,1.90183832796366,2.77750949964863,0.398379828940242,0.56401109086827,0.233197521899462,214,107,105
"drop_Manufactura",7,0.815863936343087,1.02515321610813,-0.209289279765043,1.52838919372179,-0.136934545614917,0.891347273317993,-3.24014240598755,2.82156384645747,2.23495213796259,0.925572331315022,0.56401109086827,0.233197521899462,212,106,104
"drop_Manufactura",8,1.06518983176921,1.52576227452256,-0.460572442753353,2.42925408183948,-0.189594182920791,0.850000268947574,-5.27842496181017,4.35728007630346,2.74172847720612,0.866923570869249,0.56401109086827,0.233197521899462,210,105,103
"drop_Electricidad_y_agua",1,-2.03932453187923,-2.66510413589272,0.625779604013486,1.40428242681509,0.445622327862319,0.656745894180764,-2.15717855575725,3.40873776378422,1.28397218905521,0.62696047700234,0.56401109086827,0.342292990251617,224,112,110
"drop_Electricidad_y_agua",2,-1.90585231448448,-2.29620253128519,0.390350216800712,1.35539775827958,0.287996799770561,0.773896077844372,-2.29600407577113,3.07670450937255,1.06289296450713,0.714142661237955,0.56401109086827,0.342292990251617,222,111,109
"drop_Electricidad_y_agua",3,-2.0747205999567,-1.03807263114662,-1.03664796881008,1.15237970802011,-0.89957152281962,0.370349702581768,-3.32086446874944,1.24756853112928,1.15101083506381,0.369782997608445,0.56401109086827,0.342292990251617,220,110,108
"drop_Electricidad_y_agua",4,-1.49658960610808,0.928085957959987,-2.42467556406807,0.944723216243275,-2.56654597069169,0.0116543964230024,-4.29747915736763,-0.551871970768509,1.44893358602546,0.0971656325312616,0.56401109086827,0.342292990251617,218,109,107
"drop_Electricidad_y_agua",5,1.29383832442577,4.81600794863516,-3.52216962420939,1.53232956756055,-2.2985718599796,0.0234911737864251,-6.56016202897725,-0.484177219441523,1.70899566325675,0.041754639267055,0.56401109086827,0.342292990251617,216,108,106
"drop_Electricidad_y_agua",6,-0.0402284998495088,3.68474996661136,-3.72497846646087,1.66781749112824,-2.23344489806316,0.0276405453107401,-7.03195246177249,-0.418004471149257,1.7670233710045,0.0374063409653063,0.56401109086827,0.342292990251617,214,107,105
"drop_Electricidad_y_agua",7,0.815863936343078,3.56704112140654,-2.75117718506347,1.3341164524002,-2.06217169431787,0.0416840800111207,-5.3967801748724,-0.105574195254536,1.59769890889614,0.0880492638349503,0.56401109086827,0.342292990251617,212,106,104
"drop_Electricidad_y_agua",8,1.06518983176921,3.16493304746588,-2.09974321569667,1.66672237280008,-1.25980382213813,0.210587196127334,-5.40529393696281,1.20580750556947,1.63595342570355,0.202197730151578,0.56401109086827,0.342292990251617,210,105,103
"drop_Construccion",1,-1.6327775323214,-1.37602825085954,-0.256749281461864,1.28112732121261,-0.200408872100897,0.841530880242456,-2.79564292863227,2.28214436570854,1.23907994730255,0.836229260953005,0.505448631676204,0.43598890913173,224,112,110
"drop_Construccion",2,-1.65245477511706,-1.15918680808352,-0.493267967033537,1.11876945042066,-0.440902249206096,0.660157019016432,-2.71063264627764,1.72409671221056,0.92627183493104,0.595442585157845,0.505448631676204,0.43598890913173,222,111,109
"drop_Construccion",3,-1.88099201568638,0.0968341752154109,-1.97782619090179,0.924625727916723,-2.13905597820432,0.0346840454330647,-3.81059479076242,-0.145057591041153,1.02246509447825,0.0556839190747558,0.505448631676204,0.43598890913173,220,110,108
"drop_Construccion",4,-1.74442547239885,1.01506417365187,-2.75948964605072,0.949254199124629,-2.90700810024905,0.00443655329163803,-4.64127538446482,-0.877703907636608,1.39218455736878,0.0500288594159247,0.505448631676204,0.43598890913173,218,109,107
"drop_Construccion",5,0.841744744824484,3.63216909540356,-2.79042435057908,1.24071182772163,-2.24905114002439,0.0265769021183903,-5.25025622286006,-0.330592478298105,1.54514569899306,0.073767292653114,0.505448631676204,0.43598890913173,216,108,106
"drop_Construccion",6,-0.190711496134942,2.14264781377609,-2.33335930991103,1.40300667687004,-1.66311347506664,0.0992719161062611,-5.11526237804538,0.448543758223321,1.66625137967651,0.164352295610142,0.505448631676204,0.43598890913173,214,107,105
"drop_Construccion",7,0.585695665131972,1.90605610380823,-1.32036043867625,1.08821232089717,-1.21332980092313,0.227752283379921,-3.47832630779729,0.837605430444782,1.30562531015689,0.314226666188552,0.505448631676204,0.43598890913173,212,106,104
"drop_Construccion",8,0.862813379108349,2.01797625919454,-1.15516288008619,1.40938380554845,-0.819622643270455,0.414323831908419,-3.95034324785479,1.64001748768241,1.36196037464652,0.398314565276822,0.505448631676204,0.43598890913173,210,105,103
"drop_Servicios",1,-5.0496071042289,-1.37602825085953,-3.67357885336937,1.84835683652013,-1.98748357502523,0.0493539695457704,-7.33658826097699,-0.0105694457617433,1.89608902672055,0.0552542691824356,0.0921997452973464,0.43598890913173,224,112,110
"drop_Servicios",2,-4.86421057707442,-1.15918680808352,-3.7050237689909,2.55461625138311,-1.45032498207312,0.149839449626037,-8.76819012798471,1.35814259000291,2.25592340580659,0.103398751718655,0.0921997452973464,0.43598890913173,222,111,109
"drop_Servicios",3,-4.1431044025694,0.0968341752154087,-4.23993857778481,2.02429417710292,-2.09452688534273,0.0385523296762551,-8.25244081805246,-0.227436337517163,2.55580909977205,0.100028949585312,0.0921997452973464,0.43598890913173,220,110,108
"drop_Servicios",4,-0.396946826907576,1.01506417365187,-1.41201100055945,1.75183440424901,-0.806018535276322,0.422019888904543,-4.88481839084432,2.06079638972542,2.57836416678238,0.585080833316882,0.0921997452973464,0.43598890913173,218,109,107
"drop_Servicios",5,3.79393010256619,3.63216909540357,0.16176100716262,1.55783904370302,0.103836790980736,0.91749507854412,-2.92680641515438,3.25032842947962,2.77594031165679,0.953641276583007,0.0921997452973464,0.43598890913173,216,108,106
"drop_Servicios",6,0.643441410016468,2.14264781377609,-1.49920640375962,1.52422829655024,-0.983583894323935,0.327581151250015,-4.52146955091004,1.5230567433908,2.15067687320641,0.487289605005767,0.0921997452973464,0.43598890913173,214,107,105
"drop_Servicios",7,2.60404916298283,1.90605610380822,0.697993059174607,1.9437996694563,0.359086931715469,0.720258062074542,-3.1566346293239,4.55262074767312,1.98770026108938,0.726181623502133,0.0921997452973464,0.43598890913173,212,106,104
"drop_Servicios",8,1.19459700257051,2.01797625919453,-0.823379256624027,2.27234706049022,-0.362347491252677,0.717834780043216,-5.33004370617565,3.68328519292759,2.29354830963753,0.720331448014507,0.0921997452973464,0.43598890913173,210,105,103
"drop_Impuestos",1,-2.03932453187924,-1.21110173719488,-0.82822279468436,1.45967306201533,-0.56740294538344,0.571596632862889,-3.72095219225018,2.06450660288146,1.34220996616205,0.538470934282332,0.56401109086827,0.365887058909671,224,112,110
"drop_Impuestos",2,-1.90585231448448,-0.866336758322079,-1.0395155561624,1.25815631423969,-0.826221308431444,0.410483424184096,-3.53314046799215,1.45410935566735,1.08533797755215,0.340293040316308,0.56401109086827,0.365887058909671,222,111,109
"drop_Impuestos",3,-2.0747205999567,0.160937600690194,-2.2356582006469,1.08126133479331,-2.06763908844872,0.0410637328677635,-4.37890574700012,-0.0924106542936718,1.21716261912744,0.0689925748142932,0.56401109086827,0.365887058909671,220,110,108
"drop_Impuestos",4,-1.49658960610808,1.27135829725857,-2.76794790336665,1.08018345365308,-2.5624794510652,0.0117835924705413,-4.90928561862746,-0.626610188105843,1.60640920507922,0.0877654560464291,0.56401109086827,0.365887058909671,218,109,107
"drop_Impuestos",5,1.29383832442577,3.44244717589381,-2.14860885146805,1.23199774532222,-1.74400388282049,0.0840573682795707,-4.59116420784515,0.293946504909063,1.79292918270437,0.233441938411417,0.56401109086827,0.365887058909671,216,108,106
"drop_Impuestos",6,-0.0402284998495059,1.75209853116189,-1.79232703101139,1.48135283391281,-1.20992581239217,0.229024267640182,-4.72957605597328,1.1449219939505,2.00854936190865,0.374246390356585,0.56401109086827,0.365887058909671,214,107,105
"drop_Impuestos",7,0.815863936343088,1.72428425927349,-0.9084203229304,1.19448333717318,-0.760513181439796,0.448668665726688,-3.27712560530433,1.46028495944353,1.57752671459023,0.565959916741645,0.56401109086827,0.365887058909671,212,106,104
"drop_Impuestos",8,1.06518983176921,1.77216962205848,-0.706979790289268,1.62818293853615,-0.434213977776289,0.665041296706357,-3.9360966334199,2.52213705284136,1.48215622359925,0.634376811606764,0.56401109086827,0.365887058909671,210,105,103
"alt_manufactura_to_findep",1,-2.10920272615625,-0.377152963369256,-1.73204976278699,1.91242128704777,-0.905684210125469,0.367082541078224,-5.52201987426917,2.05792034869518,1.93334361967217,0.372271564996145,0.766802478100538,0.233197521899462,224,112,110
"alt_manufactura_to_findep",2,-1.74319858498642,-0.802665795011036,-0.940532789975385,2.00302616866667,-0.469555917285622,0.639610298583564,-4.91046553736415,3.02939995741338,1.57868103768897,0.552563134385734,0.766802478100538,0.233197521899462,222,111,109
"alt_manufactura_to_findep",3,-1.81813215536486,1.17515627250239,-2.99328842786725,1.67394290029883,-1.78816638687789,0.0765532650476243,-6.31133365741083,0.324756801676324,1.83633742086305,0.106007973501623,0.766802478100538,0.233197521899462,220,110,108
"alt_manufactura_to_findep",4,-1.08802990750115,1.31298130003205,-2.4010112075332,1.45501164624304,-1.65016631566683,0.101841459916832,-5.28540209845736,0.483379683390957,2.50851542015621,0.340652059878996,0.766802478100538,0.233197521899462,218,109,107
"alt_manufactura_to_findep",5,1.76746281196881,3.29830465471467,-1.53084184274586,2.31099351527423,-0.662417195300614,0.509141595482654,-6.11261125808638,3.05092757259466,2.94062149942233,0.603741990090881,0.766802478100538,0.233197521899462,216,108,106
"alt_manufactura_to_findep",6,0.147874480503602,2.31503489307222,-2.16716041256862,2.26541333730575,-0.956629139981145,0.340951876339072,-6.65905657923748,2.32473575410024,2.82291329094504,0.444386347876168,0.766802478100538,0.233197521899462,214,107,105
"alt_manufactura_to_findep",7,1.15916103158314,1.02515321610812,0.134007815475018,1.47512921162081,0.0908447981501064,0.927790653562562,-2.7912287675814,3.05924439853143,2.22358443484053,0.952058982717111,0.766802478100538,0.233197521899462,212,106,104
"alt_manufactura_to_findep",8,1.38493512198541,1.52576227452256,-0.140827152537153,2.32255339637307,-0.0606346242704559,0.951767694288702,-4.74706402788568,4.46540972281138,2.75379346208098,0.959313540519373,0.766802478100538,0.233197521899462,210,105,103
"alt_impuestos_excluded",1,-2.03932453187924,-1.21110173719488,-0.82822279468436,1.45967306201533,-0.56740294538344,0.571596632862889,-3.72095219225018,2.06450660288146,1.34220996616205,0.538470934282332,0.56401109086827,0.365887058909671,224,112,110
"alt_impuestos_excluded",2,-1.90585231448448,-0.866336758322079,-1.0395155561624,1.25815631423969,-0.826221308431444,0.410483424184096,-3.53314046799215,1.45410935566735,1.08533797755215,0.340293040316308,0.56401109086827,0.365887058909671,222,111,109
"alt_impuestos_excluded",3,-2.0747205999567,0.160937600690194,-2.2356582006469,1.08126133479331,-2.06763908844872,0.0410637328677635,-4.37890574700012,-0.0924106542936718,1.21716261912744,0.0689925748142932,0.56401109086827,0.365887058909671,220,110,108
"alt_impuestos_excluded",4,-1.49658960610808,1.27135829725857,-2.76794790336665,1.08018345365308,-2.5624794510652,0.0117835924705413,-4.90928561862746,-0.626610188105843,1.60640920507922,0.0877654560464291,0.56401109086827,0.365887058909671,218,109,107
"alt_impuestos_excluded",5,1.29383832442577,3.44244717589381,-2.14860885146805,1.23199774532222,-1.74400388282049,0.0840573682795707,-4.59116420784515,0.293946504909063,1.79292918270437,0.233441938411417,0.56401109086827,0.365887058909671,216,108,106
"alt_impuestos_excluded",6,-0.0402284998495059,1.75209853116189,-1.79232703101139,1.48135283391281,-1.20992581239217,0.229024267640182,-4.72957605597328,1.1449219939505,2.00854936190865,0.374246390356585,0.56401109086827,0.365887058909671,214,107,105
"alt_impuestos_excluded",7,0.815863936343088,1.72428425927349,-0.9084203229304,1.19448333717318,-0.760513181439796,0.448668665726688,-3.27712560530433,1.46028495944353,1.57752671459023,0.565959916741645,0.56401109086827,0.365887058909671,212,106,104
"alt_impuestos_excluded",8,1.06518983176921,1.77216962205848,-0.706979790289268,1.62818293853615,-0.434213977776289,0.665041296706357,-3.9360966334199,2.52213705284136,1.48215622359925,0.634376811606764,0.56401109086827,0.365887058909671,210,105,103
"postIT_baseline",1,-1.72281634939789,1.30310164676022,-3.02591799615811,1.07907322064563,-2.80418227258727,0.0072108912460752,-5.19439681941685,-0.857439172899365,1.21483050679459,0.016182156017046,0.56401109086827,0.43598890913173,102,51,49
"postIT_baseline",2,-1.43689409950999,0.995231087253106,-2.43212518676309,1.25471535526802,-1.93838799896058,0.0584688916180965,-4.95489949098982,0.0906491174636286,1.13626231186169,0.0374262150501683,0.56401109086827,0.43598890913173,100,50,48
"postIT_baseline",3,-0.748099900657119,1.37816638297068,-2.1262662836278,0.908569129807433,-2.34023610738179,0.0235684398214795,-3.95407161158561,-0.298460955669992,1.01221155317971,0.041066500601514,0.56401109086827,0.43598890913173,98,49,47
"postIT_baseline",4,-0.904673707364017,0.252095041657118,-1.15676874902113,1.22179679248409,-0.946776711264118,0.348699798050256,-3.61611813538623,1.30258063734397,1.56128021628566,0.462513342028816,0.56401109086827,0.43598890913173,96,48,46
"postIT_baseline",5,2.3392764989206,2.60093188941707,-0.261655390496474,1.58108214717385,-0.165491331974228,0.869298523527058,-3.44611830121834,2.92280752022539,1.87439158442086,0.88960303517032,0.56401109086827,0.43598890913173,94,47,45
"postIT_baseline",6,0.735445205320778,0.351910784997886,0.383534420322892,1.45183647515167,0.264171913908435,0.792880903636242,-2.54244973509251,3.30951857573829,2.20037645730838,0.862426093014355,0.56401109086827,0.43598890913173,92,46,44
"postIT_baseline",7,0.46463226686571,-0.359258301835291,0.823890568701001,1.2293852909962,0.670164654429355,0.506336188699674,-1.65540115749647,3.30318229489847,2.06779926488852,0.692278679295024,0.56401109086827,0.43598890913173,90,45,43
"postIT_baseline",8,1.71856243790522,0.261231672070645,1.45733076583457,1.73684792451035,0.839066417542241,0.406182564614983,-2.04777025119795,4.96243178286709,2.46868581659513,0.558134889353208,0.56401109086827,0.43598890913173,88,44,42
