"index","horizon","n","b_fs","t_classical","F_classical","partialR2_classical","t_hac_nw","F_hac_nw","b_2sls","ar_p_at_zero"
"FCI_exCredit_ZSCORE",6,318,0.00599128661037566,4.39958090778199,19.3563121641201,0.0598606287737951,3.52903153862583,12.4540636006158,-51.841502756874,7.26222523372134e-07
"FCI_exCredit_ZSCORE",12,312,0.00590588767045459,4.2946837693466,18.4443086786893,0.058286112825676,3.00756060162618,9.04542077245401,-150.148159192844,5.30665019516156e-29
"FCI_exCredit_ZSCORE",18,306,0.00592541873356039,4.27583937656393,18.2828023741749,0.0589230283930694,2.7684022682442,7.66405111881965,-178.364088268316,7.26239498291902e-38
"FCI_COMP_ZSCORE",6,318,0.00476265460611076,3.86981955371055,14.9755033782805,0.046948756941127,3.29163467484866,10.834858832666,-70.4846277868884,3.74244043443469e-08
"FCI_COMP_ZSCORE",12,312,0.00469328967483535,3.78509049360708,14.3269100447944,0.0458715198211384,2.8617139385428,8.18940666605013,-188.988920353766,9.4336068679216e-31
"FCI_COMP_ZSCORE",18,306,0.00471729390644803,3.77726331022081,14.2677181147401,0.0465857720904003,2.65218204728061,7.03406961191754,-216.375337142728,1.18837594429065e-37
"FCI_exCredit_AVG",6,318,0.00600710610572589,3.60766284416611,13.0152311971771,0.0410555390289165,3.40037616256473,11.5625580469384,-60.6242644247452,4.59641061580382e-09
"FCI_exCredit_AVG",12,312,0.00592153234662615,3.52279164911718,12.4100610030893,0.0399795707748217,3.06007767560286,9.364075380723,-148.053639412853,1.01693528789056e-29
"FCI_exCredit_AVG",18,306,0.00586056198549263,3.46317679967567,11.9935935458112,0.0394534417844709,2.84758782495804,8.10875642084929,-162.215440257872,3.31926661407523e-32
