b_tight,p_tight,b_ease,p_ease,wald_p_sym,n,sample,outcome
-9.49957442509863,0.0010414652946144,-4.95306799414459,0.259834693630899,0.345940990721813,334,full,"Total (measured, published)"
-9.11686453850906,0.0185913408249081,-10.1097784817002,0.0612217437242438,0.866339961753503,334,full,Total (FX-adjusted)
-10.303284477924,1.95265358332517e-06,12.2525447434279,2.32229569594774e-05,1.15588777665022e-13,162,post-IT,"Total (measured, published)"
-6.7327164399155,0.000984332822468096,4.08863246805427,0.129849253330308,0.00039850438745932,162,post-IT,Total (FX-adjusted)
