horizon,shock,coef,se,p_value,n
6,shk_dxy_purged,0.268741682969819,0.268602743116128,0.317969523308766,277
6,shk_ted,3.25654852431697,2.53455421224538,0.199958754467046,277
12,shk_dxy_purged,0.219164636389443,0.44406876267074,0.622040008567215,277
12,shk_ted,-0.726511934896611,2.82947963608084,0.797558514276679,277
18,shk_dxy_purged,-0.169085711676504,0.495868192947732,0.733380868219676,277
18,shk_ted,-0.652769333278886,3.54125500907366,0.853892861012123,277
