variant,param,h,b,se_bank,p_bank,p_wcb,se_dk,p_dk,n
mid_dollarization,shk_usd,14,2.14384212836909,0.857233861006603,0.022906341300292,,2.58517131958405,0.406943522027304,12602
mid_dollarization,shk_usd_unh,14,-3.09055602505155,1.73286284289759,0.0923674057955644,,2.06938343825842,0.135314967282843,12602
mid_dollarization,shk_usd,15,2.12386017556512,0.812900864301503,0.0181957610324559,,2.79654079225437,0.447577581812454,12436
mid_dollarization,shk_usd_unh,15,-3.55732987597353,1.56263379492983,0.036036113384299,,1.76143668884918,0.0434288829354573,12436
mid_dollarization,shk_usd,16,1.67800640476525,0.817019498358026,0.0557055703764505,,2.5022473407048,0.502475551077704,12274
mid_dollarization,shk_usd_unh,16,-2.48432233348895,1.64617411521633,0.149621895005425,,1.35239127687208,0.0662121268589636,12274
mid_dollarization,shk_usd,17,1.57768838644439,0.889223520651698,0.0939349452822037,,2.53261092045511,0.533317791081716,12114
mid_dollarization,shk_usd_unh,17,-2.59753120243271,1.90249037688376,0.189944883636823,,1.34706721457995,0.0538195297776758,12114
mid_dollarization,shk_usd,18,1.74919493637381,0.866356812688702,0.0595415434213192,,2.57653850790384,0.497205420544186,11952
mid_dollarization,shk_usd_unh,18,-2.84387321775085,1.91768791264619,0.156384187299297,,1.85678135339506,0.125617595743606,11952
gradient_fxshare,shk_usd,1,0.30358329434823,0.191261748779693,0.128954935111618,,0.290629244840088,0.296220630823143,30626
gradient_fxshare,shk_usd_fxsh,1,-0.0876405253565222,0.114622159875987,0.453899926850473,,0.156454469529696,0.575365993532467,30626
gradient_fxshare,shk_usd,2,0.58370975504891,0.341779219365796,0.103950923802673,,0.470987947662377,0.215223107234798,30278
gradient_fxshare,shk_usd_fxsh,2,-0.153860574321843,0.16024828022446,0.349045628365929,,0.246186290143749,0.531986672768618,30278
gradient_fxshare,shk_usd,3,0.747919258522022,0.405786317481247,0.0809668201962295,,0.585001069904994,0.201075961183796,29932
gradient_fxshare,shk_usd_fxsh,3,-0.107445662258623,0.218865886854079,0.629105132296364,0.62962962962963,0.360112018926384,0.765422819576022,29932
gradient_fxshare,shk_usd,4,0.751107555047694,0.469136856503658,0.125863593020628,,0.683948997872445,0.272120507404985,29596
gradient_fxshare,shk_usd_fxsh,4,0.243347980608525,0.287307048640953,0.40753985053193,,0.439621129469717,0.579893541662399,29596
gradient_fxshare,shk_usd,5,0.525436750179254,0.449141895242554,0.256520329591333,,0.869842933647752,0.545804189539903,29180
gradient_fxshare,shk_usd_fxsh,5,0.145075531298393,0.276862597876084,0.606338996440125,,0.511807676950871,0.776826445720181,29180
gradient_fxshare,shk_usd,6,0.45678250052645,0.529756854892273,0.399302868074304,,1.12812803959498,0.685548765607337,28772
gradient_fxshare,shk_usd_fxsh,6,0.0732855137212875,0.325895147624723,0.824477698919509,0.828828828828829,0.591843426636037,0.901453166189755,28772
gradient_fxshare,shk_usd,7,0.99776048021578,0.670561118423541,0.153173920503121,,1.19851793530625,0.405129461957765,28384
gradient_fxshare,shk_usd_fxsh,7,-0.0169045509947015,0.242838505389408,0.945229675328937,,0.602768351255363,0.977626376104628,28384
gradient_fxshare,shk_usd,8,0.940733977660593,0.699026429369379,0.194214666745187,,1.32306783283021,0.477068897643242,27992
gradient_fxshare,shk_usd_fxsh,8,-0.0014592529390624,0.3033938450489,0.996212520088867,,0.631786636911048,0.998157108290798,27992
gradient_fxshare,shk_usd,9,1.04515357692668,0.666986341649781,0.134530858434881,,1.574992009751,0.506950877659861,27586
gradient_fxshare,shk_usd_fxsh,9,0.422890362870318,0.397109698728713,0.300989141600839,,0.704299122734637,0.548212092810279,27586
gradient_fxshare,shk_usd,10,1.48334643747987,0.776038301015739,0.0720045618226416,,1.91518610785199,0.438624428017909,27216
gradient_fxshare,shk_usd_fxsh,10,0.827653306720897,0.482507552470553,0.103450305485338,,0.692974023201738,0.232341209599514,27216
