h,b,p_wcb_webb_sector,se_cr2,df_satt,p_cr2_satt
12,1.07442629941914,0.0860860860860861,0.779174137215833,2.88217066776206,0.265188085489598
18,1.18694233166606,0.037037037037037,0.800428613219771,2.87246952576045,0.238606549506772
