h,b,p_wcb_webb_sector,se_cr2,df_satt,p_cr2_satt
12,0.667450845498164,0.0631063106310631,0.452434609606353,2.88920420212732,0.239951955419536
18,0.181466178886702,0.069006900690069,0.0846641622524282,2.83368462456648,0.126745620032066
