h,b_dxy_gradient,b_vix_gradient,diff,se_bank,p_bank,se_twoway,p_twoway,se_sector,p_sector,se_dk,p_dk,p_wcb_month,p_wcb_webb_sector,n
12,1.11812941508769,0.714640867157248,0.403488547930445,0.534861518927886,0.450621396926542,0.520809002487712,0.438496735400151,0.491414341701915,0.411602949550755,0.799178439515065,0.613643704557547,0.536753675367537,0.420542054205421,26482
18,1.19559944838076,0.220963220772307,0.974636227608452,0.689642857640988,0.157582886512144,0.822454800743874,0.236004328558689,0.668915256227454,0.145105362665819,0.876917620112348,0.266381501104798,0.337133713371337,0.0626062606260626,24434
