h,b,se_sector,p_sector,p_twoway_sector_month,p_wcb_sector,p_blockboot_18m,n
12,0.667450845498164,0.362420611981003,0.0655267962738621,0.00451118730651664,0.0572057205720572,0,26482
18,0.181466178886702,0.082389017242098,0.0276262681419752,0.312694175819226,0.0566056605660566,0.496993987975952,24434
