h,b,se_sector,p_sector,p_twoway_sector_month,p_wcb_sector,p_blockboot_18m,n
12,1.07846956153042,0.654335998674144,0.0993138412742781,0.105638721438296,0.0841084108410841,0.0100200400801603,26482
18,1.18602609090596,0.699026542415736,0.0897567058356893,0.128497631517687,0.0462046204620462,0.00200400801603206,24434
