horizon,fci_type,credit_measure,coef_pub,n_pub,coef_rep,n_rep,dcoef,dn
17,FCI_COMP,Real_MN,-6.89959995093825,329,-6.89959995093827,329,1.95399252334028e-14,0
17,FCI_COMP,Total,-5.10677349376023,329,-5.10677349376024,329,1.15463194561016e-14,0
17,FCI_COMP,USD,-5.81874698863148,329,-5.81874698863147,329,7.99360577730113e-15,0
17,FCI_ENDO,Real_MN,-7.19343680245566,329,-7.19343680245563,329,3.37507799486048e-14,0
17,FCI_ENDO,Total,-4.44773583716058,329,-4.44773583716056,329,1.68753899743024e-14,0
17,FCI_ENDO,USD,-3.87075579237457,329,-3.87075579237463,329,5.55111512312578e-14,0
17,FCI_EXO,Real_MN,-2.4665092922998,329,-2.4665092922998,329,8.88178419700125e-16,0
17,FCI_EXO,Total,-2.7700346299695,329,-2.77003462996949,329,7.99360577730113e-15,0
17,FCI_EXO,USD,-5.03372703765155,329,-5.03372703765155,329,1.77635683940025e-15,0
18,FCI_COMP,Real_MN,-6.35122394253035,328,-6.35122394253033,328,2.39808173319034e-14,0
18,FCI_COMP,Total,-4.28019524327448,328,-4.28019524327446,328,1.59872115546023e-14,0
18,FCI_COMP,USD,-4.86244038911444,328,-4.86244038911446,328,1.59872115546023e-14,0
18,FCI_ENDO,Real_MN,-6.09647095230678,328,-6.09647095230683,328,4.9737991503207e-14,0
18,FCI_ENDO,Total,-3.1602571417638,328,-3.16025714176383,328,2.66453525910038e-14,0
18,FCI_ENDO,USD,-1.82320011543994,328,-1.82320011543992,328,2.50910403565285e-14,0
18,FCI_EXO,Real_MN,-2.82506306056276,328,-2.82506306056275,328,5.32907051820075e-15,0
18,FCI_EXO,Total,-2.70541203952759,328,-2.70541203952758,328,1.02140518265514e-14,0
18,FCI_EXO,USD,-5.04590875806033,328,-5.04590875806033,328,8.88178419700125e-16,0
19,FCI_COMP,Real_MN,-5.95534626431936,327,-5.95534626431938,327,1.77635683940025e-14,0
19,FCI_COMP,Total,-3.54790071812134,327,-3.54790071812135,327,9.76996261670138e-15,0
19,FCI_COMP,USD,-3.29871744334523,327,-3.29871744334522,327,6.66133814775094e-15,0
19,FCI_ENDO,Real_MN,-5.84664606648817,327,-5.84664606648819,327,2.30926389122033e-14,0
19,FCI_ENDO,Total,-2.40892986929354,327,-2.40892986929355,327,8.88178419700125e-15,0
19,FCI_ENDO,USD,-0.415158388007214,327,-0.41515838800719,327,2.38142838782096e-14,0
19,FCI_EXO,Real_MN,-2.26855338911052,327,-2.26855338911051,327,1.4210854715202e-14,0
19,FCI_EXO,Total,-2.16053419790775,327,-2.16053419790774,327,6.66133814775094e-15,0
19,FCI_EXO,USD,-4.08656635364954,327,-4.08656635364954,327,2.66453525910038e-15,0
20,FCI_COMP,Real_MN,-5.53551862302462,326,-5.5355186230246,326,2.39808173319034e-14,0
20,FCI_COMP,Total,-2.99921766486709,326,-2.99921766486709,326,4.44089209850063e-16,0
20,FCI_COMP,USD,-2.34831615576551,326,-2.34831615576553,326,1.86517468137026e-14,0
20,FCI_ENDO,Real_MN,-5.78395869431043,326,-5.78395869431045,326,1.50990331349021e-14,0
20,FCI_ENDO,Total,-2.07555069260033,326,-2.07555069260034,326,6.66133814775094e-15,0
20,FCI_ENDO,USD,0.984517238706479,326,0.984517238706514,326,3.49720252756924e-14,0
20,FCI_EXO,Real_MN,-1.73238934265829,326,-1.73238934265829,326,3.5527136788005e-15,0
20,FCI_EXO,Total,-1.75994659220086,326,-1.75994659220085,326,1.33226762955019e-14,0
20,FCI_EXO,USD,-3.93258246589013,326,-3.93258246589013,326,3.99680288865056e-15,0
21,FCI_COMP,Real_MN,-4.72036928237298,325,-4.72036928237297,325,1.50990331349021e-14,0
21,FCI_COMP,Total,-2.1243696669872,325,-2.1243696669872,325,4.44089209850063e-15,0
21,FCI_COMP,USD,-1.83164452168278,325,-1.83164452168278,325,1.11022302462516e-15,0
21,FCI_ENDO,Real_MN,-4.59520536811844,325,-4.59520536811839,325,4.9737991503207e-14,0
21,FCI_ENDO,Total,-1.02717301478894,325,-1.0271730147889,325,4.44089209850063e-14,0
21,FCI_ENDO,USD,1.68693670947338,325,1.68693670947343,325,4.70734562441066e-14,0
21,FCI_EXO,Real_MN,-1.43955651255966,325,-1.43955651255965,325,9.32587340685131e-15,0
21,FCI_EXO,Total,-1.19969585874922,325,-1.19969585874922,325,4.88498130835069e-15,0
21,FCI_EXO,USD,-3.34876487028294,325,-3.34876487028293,325,1.11022302462516e-14,0
22,FCI_COMP,Real_MN,-4.111484212969,324,-4.11148421296902,324,2.22044604925031e-14,0
22,FCI_COMP,Total,-1.04228156277425,324,-1.04228156277426,324,1.11022302462516e-14,0
22,FCI_COMP,USD,0.23819772182217,324,0.238197721822174,324,3.91353616180368e-15,0
