level,spec,exposure,h,b,se_bank,p_bank,p_wcb,se_twoway,p_twoway,se_dk,p_dk,n
bank_sector,single,size,4,-0.0402478309743167,0.258449671000499,0.877890097170037,,0.244436708131317,0.86921520075657,0.210843426302861,0.848612037571332,19120
bank_sector,single,liquidity,4,0.168597435551521,0.200662392723486,0.411242511056531,,0.23428782121144,0.471761009018799,0.311118658210334,0.587882448432035,19109
bank_sector,single,fc_dep_share,5,0.387548344096309,0.329443883848644,0.253975466683708,,0.45982785162808,0.399333701691901,0.553925089918074,0.484151936618446,18873
bank_sector,single,ext_fund_share,5,0.286731500338999,0.175033361570431,0.117844264283808,,0.195807953978922,0.143098170705813,0.292935841974121,0.32766885919819,18873
bank_sector,single,tier1,5,0.0411387260327414,0.186449434076911,0.827724207683437,,0.176202732205843,0.815393491850585,0.207585529284142,0.842906398785665,18873
bank_sector,single,size,5,-0.0921332280324369,0.268304636394709,0.735075326473645,,0.244330493174965,0.706110851680303,0.248241252204288,0.710530350236958,18873
bank_sector,single,liquidity,5,0.165435909966965,0.175390846383053,0.357397878357356,,0.203004633229366,0.41510858931849,0.306726558039826,0.589638759961946,18862
bank_sector,single,fc_dep_share,6,0.0720919127261395,0.428807692713459,0.868264164346389,0.934934934934935,0.531623050053197,0.892131814074116,0.68121904018869,0.915718978981597,18629
bank_sector,single,ext_fund_share,6,0.122220945230353,0.296364158267173,0.684661377041547,0.685685685685686,0.329733026170158,0.710886038540955,0.355439999748671,0.730952956771274,18629
bank_sector,single,tier1,6,-0.0467944229730591,0.222324248646213,0.835535193509541,0.822822822822823,0.224209383113924,0.834675738288685,0.250228367982337,0.85165524933624,18629
bank_sector,single,size,6,0.227605635179777,0.352668599257578,0.526397916012449,0.601601601601602,0.3323684988134,0.493470729340024,0.344738291423772,0.50910796847752,18629
bank_sector,single,liquidity,6,-0.0583728525542203,0.210830023914145,0.78486834583277,0.751751751751752,0.244069491630028,0.810977728226169,0.360177558937417,0.871253188746752,18618
bank_sector,single,fc_dep_share,7,0.235668736392416,0.433084378595384,0.592658185097721,,0.585186194958362,0.687151010636554,0.749141912133553,0.753076842624901,18388
bank_sector,single,ext_fund_share,7,-0.0180446352522624,0.254452825198978,0.944206177499304,,0.287947998626401,0.950032234476678,0.443975597822225,0.967580260950222,18388
bank_sector,single,tier1,7,0.0464455816001647,0.179886447279405,0.799033367587657,,0.175783918980577,0.791610600067492,0.239934920482483,0.846508089613129,18388
bank_sector,single,size,7,-0.0271257990151528,0.323043554170018,0.933959119497191,,0.340903218687334,0.936578952990573,0.379392604872102,0.943001444464777,18388
bank_sector,single,liquidity,7,0.247850838884559,0.261490937246691,0.355112839397405,,0.228589183821441,0.27824811889016,0.356997950261902,0.487516638590671,18377
bank_sector,single,fc_dep_share,8,0.312365693906624,0.385643542138496,0.42797712124816,,0.651922297776515,0.631835058756684,0.894994443176843,0.727078712526858,18143
bank_sector,single,ext_fund_share,8,-0.0329435946448408,0.298905980106258,0.913395566575229,,0.367238101139192,0.92852055887711,0.524299631115595,0.949899068503022,18143
bank_sector,single,tier1,8,-0.0395222128339851,0.26263779117032,0.881970565198196,,0.200593531452263,0.843806911764945,0.284193728928919,0.889396527827656,18143
bank_sector,single,size,8,-0.169320689567101,0.315292510450943,0.597482171902857,,0.36392822409145,0.64174636985651,0.456646166670669,0.710792551504856,18143
bank_sector,single,liquidity,8,-0.0925434319353019,0.252390113370627,0.717918127675621,,0.16832632022551,0.582466253290517,0.353496359898322,0.793479816028766,18132
bank_sector,single,fc_dep_share,9,0.523550044773259,0.40151561836205,0.208685748866984,,0.68470579819273,0.44448889831798,0.890952866129273,0.556781113028455,17887
bank_sector,single,ext_fund_share,9,0.0467964213133738,0.365367465390761,0.899505458906637,,0.460941677716966,0.919134888312541,0.544829028958148,0.931552320170606,17887
bank_sector,single,tier1,9,0.0356256698532657,0.381878177040226,0.926703196668202,,0.308563854192475,0.908083382001322,0.379688825503535,0.92524531464399,17887
bank_sector,single,size,9,-0.35953337510272,0.38811454484172,0.366514220991575,,0.427243833995095,0.400057807537781,0.571387095853567,0.529199095165723,17887
bank_sector,single,liquidity,9,-0.11562163392658,0.323619657996102,0.725039553605246,,0.243936071464533,0.635511787488785,0.352280080984862,0.742753341176747,17887
