date,micro_total,Creditos,ratio,micro_yoy,agg_yoy
2018-10-01,82534632.1647105,87062964.3454922,0.947987847475398,15.5935497374975,15.4928087473191
2018-11-01,83405030.5535726,88125493.9688425,0.946434757949397,14.4658828187672,14.7061327850378
2018-12-01,84542947.3350003,88997629.3372114,0.949946059963773,15.1990788516848,15.2478951809158
2019-01-01,85110000.6253263,89873034.744183,0.947002633966748,15.7890044182611,16.2458513272265
2019-02-01,86766399.0626114,90021238.8633057,0.963843645768566,17.6288304004783,15.8994425632265
2019-03-01,88441241.9016759,92049720.7743014,0.960798589694008,19.2748926741793,17.5258786854223
2019-04-01,89105420.6497204,92402399.2535985,0.96431933986011,20.160042727794,17.8591015638173
2019-05-01,88869532.6372155,92103637.2894368,0.964886243937815,17.1376803869304,14.8275067506546
2019-06-01,88161213.1794806,91776158.9066549,0.960611276716744,15.851935883364,14.3264963522837
2019-07-01,87530898.3026322,91655154.4128522,0.955002464000631,13.4238716235824,12.3466813914972
2019-08-01,89977114.5620084,94036759.3034907,0.956829172213598,13.7103592099899,12.5524741394108
2019-09-01,91612802.709781,95607847.6761368,0.958214256847528,13.343276734304,12.0767787646654
2019-10-01,92081070.0705507,96334225.4172111,0.95585000732356,11.566584420936,10.6489150023972
2019-11-01,93348155.3435422,97364786.9827252,0.958746567792567,11.9214928931451,10.4842453616763
2019-12-01,94132253.5762098,97770891.7917631,0.962784033684555,11.3425265424117,9.85786084403422
2020-01-01,93806950.9994531,97416957.946844,0.962942725543116,10.2184823290188,8.39397848769017
2020-02-01,93828011.9722542,97390407.370578,0.963421496074366,8.13864927660195,8.18603320763243
2020-03-01,93931452.5635027,98238588.3871048,0.956156375062822,6.20774939810378,6.72339640005863
2020-04-01,92856571.4800922,97921700.4103327,0.94827368286074,4.20978971090633,5.97311455256318
2020-05-01,93651155.4125835,98383455.0137265,0.9518994367449,5.38049726770549,6.81820817190462
2020-06-01,95136072.7389173,99716876.240135,0.954061903321296,7.91148318845962,8.65226593494342
2020-07-01,96243912.7572332,100959718.802908,0.953290222064889,9.95421573816873,10.1517088151361
2020-08-01,97169368.0797314,101887972.533854,0.953688307493265,7.99342538681487,8.34908953532154
2020-09-01,98142811.1281515,102956999.729833,0.953240783877593,7.12783391100562,7.68676654932259
2020-10-01,99718623.2749827,104974528.568188,0.949931613269489,8.29437928835997,8.96908976384734
2020-11-01,101385961.790188,106894572.583003,0.948466880406512,8.61056805789568,9.78771267888499
2020-12-01,101921110.387563,107247528.828624,0.950335280455999,8.27437622647349,9.69269775818855
2021-01-01,101644864.121083,110572779.887888,0.919257562522557,8.3553649682905,13.5046528020534
2021-02-01,100310621.056707,107548631.197705,0.932700118445093,6.90903382496277,10.430415172692
2021-03-01,99089677.8930211,106855650.198295,0.927322773378272,5.49147829480343,8.77156517888333
2021-04-01,101354771.818044,109216429.223671,0.928017630117479,9.15196437095902,11.5344492242357
2021-05-01,101875173.788375,110289598.258997,0.92370609193025,8.78154502158639,12.1017738639177
2021-06-01,100597175.455507,109792240.370448,0.916250320752038,5.74030707739746,10.1039708725425
2021-07-01,101502830.361273,111363451.358778,0.911455501089519,5.46415607323143,10.3048351156559
2021-08-01,103035621.674096,113213501.840864,0.910100120557402,6.03714288802546,11.1156685380576
2021-09-01,105247492.780066,115220498.851177,0.913444168611073,7.23912589240752,11.911282529137
2021-10-01,107512351.499783,117930182.24398,0.911661030738983,7.81571984132654,12.3417117014029
2021-11-01,109660126.992269,119832201.693059,0.9151140131194,8.16105608309294,12.103167445672
2021-12-01,111295721.897197,121394395.61983,0.916811038342671,9.19790951451198,13.190855720146
2022-01-01,113015037.016899,123119115.975546,0.917932492622397,11.1861755083576,11.3466769130515
2022-02-01,113339591.957454,123349403.773729,0.918849937575397,12.988625494982,14.6917467940412
2022-03-01,113880269.047914,124002543.365182,0.918370429810795,14.9264701121149,16.0467819297037
2022-04-01,114000451.915273,124198312.9479,0.917890502772732,12.4766499597383,13.7176099152144
2022-05-01,115352241.070382,125543354.333479,0.918823952751605,13.2290005315747,13.8306388954839
2022-06-01,116031767.065427,126402202.47345,0.917956845647517,15.3429671757996,15.1285391817851
2022-07-01,116548759.480843,125414257.186769,0.929310288122004,14.8231621384525,12.6170710915949
2022-08-01,117953019.019812,126951460.461915,0.92911903959701,14.4779029847563,12.1345585090737
2022-09-01,121110376.406016,129783888.71687,0.933169576003575,15.0719824358179,12.6395823754449
2022-10-01,123226783.860706,131772709.712566,0.935146466438296,14.6163972247917,11.7379005146858
2022-11-01,125155089.471724,132679449.590998,0.943289181991119,14.1299877215608,10.721031339177
2022-12-01,127016064.440811,133832328.933415,0.949068625294601,14.1248399090616,10.2458875882019
2023-01-01,127053916.883937,133879270.138784,0.949018595277879,12.422134467769,8.73962916154769
2023-02-01,127315782.592322,134660911.624207,0.945454631612901,12.3312519424941,9.17029795395483
2023-03-01,125996174.471066,134173351.250342,0.939055134994586,10.6391612212076,8.20209619024337
2023-04-01,126808231.410683,134503957.748265,0.942784387415683,11.2348497573752,8.29773332322792
2023-05-01,126645493.986916,135214928.556018,0.936623606131245,9.79023277895703,7.70377235329307
2023-06-01,127794226.930694,136319042.947005,0.937464232201035,10.1372754744256,7.84546493613283
2023-07-01,128690345.474669,138244417.161865,0.930889999876021,10.4176020816605,10.2302244281439
2023-08-01,131378013.239685,140298088.448088,0.936420550649883,11.3816452782928,10.5131740411737
2023-09-01,134468521.067995,142860377.699222,0.941258333721509,11.0297276405087,10.0755872794652
2023-10-01,136584470.130863,145470568.766625,0.938914801041184,10.8399212019173,10.3950651723996
2023-11-01,138060760.722363,146810189.280062,0.940403124601876,10.3117430582436,10.6502851290266
2023-12-01,141461402.674747,149624524.534494,0.945442621220394,11.3728435041123,11.7999856439289
2024-01-01,140267875.973903,148352729.031298,0.945502498604596,10.4002768384048,10.8108289487312
2024-02-01,141026216.58987,149853690.294431,0.941092717254961,10.7688408446969,11.2822484913973
2024-03-01,146224221.301642,151918609.265199,0.962516850364155,16.0544928570202,13.2256203258631
2024-04-01,148989235.392954,156007914.796731,0.955010747929544,17.4917698445266,15.9876017096182
2024-05-01,149481548.6514,156443077.468333,0.955501202548622,18.031478219701,15.69956005525
2024-06-01,151779294.520632,157252480.50232,0.965194914800679,18.7685063449278,15.3562093033866
2024-07-01,153803374.00591,158999530.398691,0.967319674594309,19.5143065617023,15.0133464069835
2024-08-01,157868990.118547,163372928.092238,0.966310587451898,20.1639347601739,16.4470092924238
2024-09-01,161201107.004851,166684358.406127,0.967103983518858,19.8801814168377,16.6764088759898
2024-10-01,165130797.523148,170456913.254178,0.96875388842054,20.9001267603365,17.1762196981842
2024-11-01,167617234.77077,172875179.798105,0.969585309854916,21.4083088444256,17.7542108254628
2024-12-01,171336905.707457,176189160.524156,0.972459969715141,21.1191904419333,17.7541991009222
2025-01-01,171720155.083948,177296002.662006,0.96855063005178,22.423009467896,19.5097682527979
2025-02-01,173269388.339,180452566.285199,0.9601935395319,22.8632466564001,20.4191674763883
2025-03-01,176694319.011142,183935617.642915,0.96063134087586,20.8379278332035,21.0751062905165
2025-04-01,178840454.074181,184992711.058857,0.966743246534085,20.035822455559,18.5790549792886
2025-05-01,180604012.569503,187247331.936462,0.964521153395055,20.8202712635005,19.6903915255462
2025-06-01,181379695.3899,187701432.287098,0.966320252220938,19.5022654195062,19.3630979222162
2025-07-01,179526227.361535,185617000.508935,0.967186339986637,16.7245052469633,16.740596681953
2025-08-01,180098119.992357,186274656.659429,0.966841776665491,14.0807449627167,14.0180682531813
2025-09-01,179439246.785764,185880606.602797,0.965346789346361,11.3139047986589,11.5165264336907
2025-10-01,183260493.781046,190143620.411755,0.963800380913104,10.9789915205595,11.5493744323653
2025-11-01,184629662.773962,191897541.806973,0.96212625255866,10.1495696587868,11.0035240634795
2025-12-01,183128483.260398,190375833.356898,0.961931354580529,6.88210021317557,8.05195551788631
