"horizon","coef_fci_low","se_fci_low","p_fci_low","ci_fci_low_lo","ci_fci_low_hi","coef_fci_high","se_fci_high","ci_fci_high_lo","ci_fci_high_hi","coef_interact","se_interact","p_interact","n_obs","target_var","stance_type","stance_label"
14,-2.2848275949047,0.787456161074821,0.00396684290543102,-3.5800777175139,-0.989577472295498,-1.99318331085453,1.21291765772638,-3.98825531935925,0.00188869765019661,0.291644284050171,0.667586198866689,0.662500191310745,332,"IPC_yoy","TPM_std","Level (Standardized)"
15,-2.36709487725513,0.805786512968106,0.00354447072332062,-3.6924957456593,-1.04169400885097,-2.31542538067804,1.29988549136374,-4.45354674576928,-0.17730401558681,0.0516694965770892,0.726928330177834,0.943378561816328,331,"IPC_yoy","TPM_std","Level (Standardized)"
16,-2.56887463295192,0.832358142339489,0.00220230996742522,-3.93798194230162,-1.19976732360223,-2.72369555769896,1.33496611827578,-4.9195194192022,-0.527871696195707,-0.154820924747032,0.790576086337097,0.844863984279542,330,"IPC_yoy","TPM_std","Level (Standardized)"
17,-2.67408890412194,0.850605917054838,0.00182329557358532,-4.07321113189597,-1.27496667634791,-3.03390789207216,1.39526759662977,-5.3289188589565,-0.738896925187817,-0.359818987950218,0.845208597631861,0.670599059755184,329,"IPC_yoy","TPM_std","Level (Standardized)"
18,-2.6488442975222,0.920054033801073,0.00425706003715777,-4.16219851201123,-1.13549008303318,-3.16771311322294,1.52191189271759,-5.67103540986005,-0.664390816585833,-0.518868815700737,0.89291324643137,0.561583153115332,328,"IPC_yoy","TPM_std","Level (Standardized)"
19,-2.69467393874187,0.961731242858192,0.00538972651045047,-4.27658106170972,-1.11276681577403,-3.11682517251079,1.63777912228798,-5.81073210195157,-0.422918243069999,-0.422151233768913,0.903828857554947,0.640767746296666,327,"IPC_yoy","TPM_std","Level (Standardized)"
20,-2.39142808745936,1.01434470835185,0.0189965578374368,-4.05987665997093,-0.722979514947786,-2.7615358307169,1.74057642511671,-5.62452927655634,0.101457615122546,-0.370107743257535,0.909705642875513,0.68439583770771,326,"IPC_yoy","TPM_std","Level (Standardized)"
21,-2.32759404220889,1.03923831768733,0.0258004220659223,-4.03698895832384,-0.618199126093941,-2.75506216059728,1.72600840110136,-5.59409333929757,0.0839690181029975,-0.427468118388392,0.864407506740812,0.621279365973979,325,"IPC_yoy","TPM_std","Level (Standardized)"
22,-2.50203319118771,0.985836936816076,0.01162794618096,-4.12359065229236,-0.880475730083061,-3.00955347194063,1.60987392876809,-5.65756044260944,-0.361546501271813,-0.507520280752916,0.795654879014793,0.524022138409923,324,"IPC_yoy","TPM_std","Level (Standardized)"
23,-2.35122891724472,0.964116586088239,0.0152888666014412,-3.93705958067603,-0.765398253813412,-2.84672484247008,1.51598313304924,-5.34029519726337,-0.353154487676775,-0.495495925225352,0.726802426899946,0.495897815823063,323,"IPC_yoy","TPM_std","Level (Standardized)"
24,-1.64282172941625,0.910404630126253,0.0721085502316244,-3.14030408727283,-0.145339371559664,-2.03713744283329,1.37698881860081,-4.30208249538046,0.227807609713868,-0.394315713417049,0.650207187147723,0.544655256710815,322,"IPC_yoy","TPM_std","Level (Standardized)"
1,0.290502569967818,0.424795646292506,0.494529433614944,-0.408224089549606,0.989229229485242,0.623215470655589,0.429573847018667,-0.0833706296565626,1.32980157096774,0.332712900687771,0.186780573283634,0.0757607503369947,345,"IPC_yoy","TPM_hp_std","HP Deviation"
2,0.350994143205673,0.569975496834123,0.538438461749904,-0.586532120035402,1.28852040644675,0.82483478216358,0.576772999693794,-0.123872378310437,1.7735419426376,0.473840638957907,0.258018271549802,0.0671700846425867,344,"IPC_yoy","TPM_hp_std","HP Deviation"
3,0.439693205634453,0.678491339310838,0.517398158619262,-0.676325734686142,1.55571214595505,1.06980894268753,0.677882871955428,-0.045209157896638,2.18482704327169,0.630115737053074,0.319857096556526,0.0496602731587829,343,"IPC_yoy","TPM_hp_std","HP Deviation"
4,0.355282027676605,0.758863847897546,0.639963013063399,-0.892937924900024,1.60350198025323,1.1358072084308,0.747880388528508,-0.0943465611661864,2.3659609780278,0.7805251807542,0.371766314715046,0.0365201811651637,342,"IPC_yoy","TPM_hp_std","HP Deviation"
5,0.738451020011195,0.840852585554447,0.380457292111812,-0.644628405069559,2.12153044509195,1.68695371735939,0.839721364950426,0.305734984592044,3.06817245012674,0.948502697348198,0.418282867762883,0.0239913970419433,341,"IPC_yoy","TPM_hp_std","HP Deviation"
