"horizon","coef_fci_low","se_fci_low","p_fci_low","ci_fci_low_lo","ci_fci_low_hi","coef_fci_high","se_fci_high","ci_fci_high_lo","ci_fci_high_hi","coef_interact","se_interact","p_interact","n_obs","target_var","stance_type","stance_label"
6,0.711749636648575,0.974466596537195,0.465659739256756,-0.891105279008686,2.31460455230584,1.77327152879817,1.007091035165,0.116754186936704,3.42978887065963,1.06152189214959,0.464369132975299,0.0228852427980094,340,"IPC_yoy","TPM_hp_std","HP Deviation"
7,0.8512415854424,0.915012552502267,0.35288866280159,-0.653820130247078,2.35630330113188,1.90680974217955,1.02902436250858,0.214215287285884,3.59940419707321,1.05556815673715,0.479993709804132,0.0285579198702774,339,"IPC_yoy","TPM_hp_std","HP Deviation"
8,0.728812551556638,0.843788936420694,0.388357296341112,-0.659096740896465,2.11672184400974,1.76606316214257,1.02982722655189,0.0721481134153219,3.45997821086982,1.03725061058593,0.476438096762396,0.0301796591746902,338,"IPC_yoy","TPM_hp_std","HP Deviation"
9,0.60099856834765,0.866964796946997,0.488658206982774,-0.825031622349864,2.02702875904517,1.67698747139351,1.04184430078042,-0.0366939054638855,3.39066884825091,1.07598890304586,0.441196349064476,0.0152629258752867,337,"IPC_yoy","TPM_hp_std","HP Deviation"
10,0.743445422954145,0.850956818785624,0.382941649789805,-0.656253986804475,2.14314483271277,1.82731593979889,0.979962304352038,0.215421389209724,3.43921049038807,1.08387051684475,0.399569831119181,0.00702699454622262,336,"IPC_yoy","TPM_hp_std","HP Deviation"
11,0.413178247098488,0.873711903050367,0.636599148385228,-1.02394994554458,1.85030643974156,1.50427655508228,1.01118115346884,-0.158968432705917,3.16752154287048,1.0910983079838,0.393363962886181,0.00585839800020151,335,"IPC_yoy","TPM_hp_std","HP Deviation"
12,-0.355487576940922,0.884031775465292,0.687857827743305,-1.80959044915536,1.09861529527351,0.632911761466039,1.06013561342632,-1.11085614733866,2.37667967027074,0.988399338406961,0.40451429765013,0.0150770713527662,334,"IPC_yoy","TPM_hp_std","HP Deviation"
13,-0.789588385880596,0.901825449139991,0.381922295140399,-2.27295924677565,0.693782475014458,0.0788468925382954,1.11439953572341,-1.7541772256694,1.91187101074599,0.868435278418891,0.432914395519181,0.0456798316279249,333,"IPC_yoy","TPM_hp_std","HP Deviation"
14,-0.659515844961839,0.884466107799028,0.456408470309233,-2.11433313029072,0.795301440367044,0.172304095266189,1.1295544350084,-1.6856476139965,2.03025580452888,0.831819940228028,0.462707687916923,0.073149095186596,332,"IPC_yoy","TPM_hp_std","HP Deviation"
15,-0.713216363875806,0.873046601546508,0.414569746756005,-2.14925023292723,0.722817505175624,0.0226895766850078,1.14925530809323,-1.86766718512537,1.91304633849538,0.735905940560813,0.496756741499075,0.139466230820361,331,"IPC_yoy","TPM_hp_std","HP Deviation"
16,-0.899934630394054,0.858575339249552,0.295343041370907,-2.31216539116977,0.512296130381661,-0.288282427976267,1.13616066249239,-2.15710041447645,1.58053555852392,0.611652202417788,0.550166646169262,0.267069006139924,330,"IPC_yoy","TPM_hp_std","HP Deviation"
17,-0.99969926287178,0.855975181677493,0.243708377311858,-2.40765314503445,0.40825461929089,-0.530490781019361,1.1403196829322,-2.40614974737454,1.34516818533582,0.469208481852419,0.583999054610037,0.422312868280739,329,"IPC_yoy","TPM_hp_std","HP Deviation"
18,-0.971591648233001,0.854426988858995,0.256333482655789,-2.37699897982294,0.433815683356941,-0.605184368405436,1.13576798669549,-2.47335646069688,1.26298772388601,0.366407279827565,0.597323045194916,0.540035971432656,328,"IPC_yoy","TPM_hp_std","HP Deviation"
19,-1.03764462476166,0.808639185670017,0.200351060799333,-2.36773772220607,0.292448472682755,-0.654248373685018,1.11279526707648,-2.4846337047902,1.17613695742016,0.383396251076639,0.571947300657276,0.50312777868852,327,"IPC_yoy","TPM_hp_std","HP Deviation"
20,-0.746477671660431,0.779722036450849,0.339108636649674,-2.0290062913306,0.536050948009736,-0.365541037049848,1.1410238486263,-2.24235825290094,1.51127617880124,0.380936634610582,0.569081305537275,0.503731698436488,326,"IPC_yoy","TPM_hp_std","HP Deviation"
21,-0.699156310831046,0.748524972497439,0.350989160809364,-1.93037032670721,0.532057705045117,-0.39133894084949,1.11767621364989,-2.2297527146289,1.44707483292992,0.307817369981556,0.558394965058275,0.581846784255552,325,"IPC_yoy","TPM_hp_std","HP Deviation"
22,-0.881542829613475,0.700987551857512,0.209471960295999,-2.03456474673414,0.271479087507186,-0.636295977391638,1.05260523703423,-2.36767751927551,1.09508556449223,0.245246852221837,0.545056378114409,0.653055695764917,324,"IPC_yoy","TPM_hp_std","HP Deviation"
23,-0.729959436826192,0.672944537680077,0.278870552295272,-1.83685470036645,0.376935826714063,-0.522570063386581,0.955189448908017,-2.09371689284871,1.04857676607555,0.207389373439612,0.51136446110138,0.685339798300405,323,"IPC_yoy","TPM_hp_std","HP Deviation"
24,0.00495986913784319,0.647976515848888,0.993897580187333,-1.06086665313558,1.07078639141127,0.225156185899792,0.836330172760936,-1.15048453209498,1.60079690389457,0.220196316761949,0.469234538662554,0.639203387715068,322,"IPC_yoy","TPM_hp_std","HP Deviation"
1,0.0044250097972806,0.45336610672151,0.992218252953953,-0.741295875180463,0.750145894775024,0.427658441824117,0.446926249843259,-0.307469821210388,1.16278670485862,0.423233432026836,0.27461417518353,0.124205494649323,345,"IPC_yoy","TPM_binary","Binary (> median)"
2,-0.067199140271527,0.563784704342052,0.905193542266247,-0.994542456028314,0.86014417548526,0.544649622814623,0.568127904795463,-0.389837621960535,1.47913686758978,0.61184876308615,0.363810756128731,0.093538351211127,344,"IPC_yoy","TPM_binary","Binary (> median)"
3,-0.109480139570857,0.658673890094289,0.868089329177286,-1.19290227667068,0.97394199752897,0.733996067391419,0.699684074651932,-0.416881820519995,1.88487395530283,0.843476206962276,0.447495734632952,0.0603087287099199,343,"IPC_yoy","TPM_binary","Binary (> median)"
4,-0.405593471624219,0.736414504541953,0.582159888185131,-1.61688754035972,0.805700597111283,0.75184167109537,0.821560754807689,-0.599505516211046,2.10318885840179,1.15743514271959,0.538599185147432,0.0323526669452096,342,"IPC_yoy","TPM_binary","Binary (> median)"
5,-0.280417161146792,0.781938796044595,0.720107607265555,-1.56659202587481,1.00575770358123,1.0901781480365,0.928375343853255,-0.436863403472852,2.61721969954584,1.37059530918329,0.602906259362086,0.0236417862898122,341,"IPC_yoy","TPM_binary","Binary (> median)"
6,-0.475637714989876,0.915687966962515,0.60380452922755,-1.98181038860399,1.03053495862424,0.9801700257528,1.14026856143591,-0.895404853223785,2.85574490472939,1.45580774074268,0.673310228438575,0.03131723624939,340,"IPC_yoy","TPM_binary","Binary (> median)"
7,-0.518806548029175,0.869771459451595,0.551257059465972,-1.949453287727,0.911840191668655,0.901605043363972,1.1404299692412,-0.974235327826563,2.77744541455451,1.42041159139315,0.716242142676807,0.0481749630318978,339,"IPC_yoy","TPM_binary","Binary (> median)"
8,-0.934937360996767,0.828341179087235,0.259847557287209,-2.29743735377167,0.42756263177813,0.66244507252332,1.11046426319077,-1.16410609838601,2.48899624343265,1.59738243352009,0.758973466207357,0.0360742997809265,338,"IPC_yoy","TPM_binary","Binary (> median)"
9,-1.39121232647725,0.85240147127076,0.103610304936905,-2.79328797811573,0.0108633251612289,0.415431561717105,1.10139908557663,-1.39620871891465,2.22707184234885,1.80664388819436,0.828736042341316,0.029963833090517,337,"IPC_yoy","TPM_binary","Binary (> median)"
10,-1.47609634546528,0.833238390352776,0.077400342407962,-2.84665153395225,-0.105541156978307,0.386587052435238,1.03511746511082,-1.3160296643731,2.08920376924358,1.86268339790052,0.883783919194981,0.035819833751018,336,"IPC_yoy","TPM_binary","Binary (> median)"
11,-1.87332294743115,0.860095991225372,0.0301150608553257,-3.28805495812462,-0.458590936737676,0.0229738001109305,1.06577023533408,-1.73006223697525,1.77600983719711,1.89629674754208,0.897210417127591,0.0353086549212517,335,"IPC_yoy","TPM_binary","Binary (> median)"
12,-2.58546315847848,0.919356808733845,0.00521676243858691,-4.09767053978687,-1.07325577717008,-0.811954009708556,1.07344412616742,-2.57761247396478,0.95370445454767,1.77350914876992,0.863241672122065,0.0407240449612185,334,"IPC_yoy","TPM_binary","Binary (> median)"
13,-3.11410515110834,0.935795439493738,0.000975538578998141,-4.65335167384427,-1.57485862837242,-1.27516681148264,1.00936732469246,-2.93542831642933,0.385094693464052,1.8389383396257,0.822256094645998,0.0259980422990211,333,"IPC_yoy","TPM_binary","Binary (> median)"
14,-3.00633924411374,0.903853287220616,0.000981378156984403,-4.49304560183058,-1.5196328863969,-1.19239769653133,0.929194171666861,-2.72078609993974,0.335990706877072,1.81394154758241,0.805838819009084,0.0250535747449035,332,"IPC_yoy","TPM_binary","Binary (> median)"
15,-2.94081156618875,0.885876583989884,0.00100397134221706,-4.39794887839589,-1.4836742539816,-1.28649614815071,0.866333617644783,-2.71148814128372,0.138495844982302,1.65431541803804,0.808104325445869,0.0414490630128481,331,"IPC_yoy","TPM_binary","Binary (> median)"
16,-2.98692014864551,0.944768497519779,0.00171819967680549,-4.54092603842041,-1.43291425887061,-1.58848062943287,0.820373785132565,-2.93787542536408,-0.239085833501664,1.39843951921264,0.818846052505854,0.0886310740287648,330,"IPC_yoy","TPM_binary","Binary (> median)"
17,-2.88554953353088,0.97825052263459,0.00341374408268811,-4.49462845375356,-1.27647061330821,-1.73435368703605,0.807081998490952,-3.06188543950113,-0.406821934570961,1.15119584649484,0.822027687170146,0.162346127981439,329,"IPC_yoy","TPM_binary","Binary (> median)"
18,-2.71960111466964,1.01312778679237,0.00764399824244206,-4.38604802934039,-1.0531541999989,-1.82731399069059,0.811412464691093,-3.16196872619136,-0.49265925518981,0.892287123979056,0.80140040658734,0.266365474062964,328,"IPC_yoy","TPM_binary","Binary (> median)"
19,-2.76811029814433,0.920198332535822,0.00283677717092266,-4.28170186293057,-1.25451873335809,-1.90710567297467,0.766886556337732,-3.16852180662711,-0.645689539322228,0.861004625169659,0.77222850773804,0.265703805062409,327,"IPC_yoy","TPM_binary","Binary (> median)"
20,-2.45040472345466,0.87205553518992,0.00526141980275708,-3.88480843341491,-1.01600101349442,-1.74946083916729,0.803808248445006,-3.07160775199556,-0.427313926339007,0.700943884287376,0.763968842108824,0.359572144952066,326,"IPC_yoy","TPM_binary","Binary (> median)"
21,-2.31699526490528,0.903270916302105,0.0107725274552502,-3.80274370770458,-0.831246822105987,-1.72646545088407,0.785948837272949,-3.01923624647078,-0.433694655297372,0.590529814021209,0.732039602270888,0.420447384325988,325,"IPC_yoy","TPM_binary","Binary (> median)"
22,-2.45681469687797,0.938529076233955,0.00927638933590792,-4.00055765192081,-0.913071741835137,-2.00309674286946,0.767402465281359,-3.26536147121901,-0.740832014519919,0.45371795400851,0.70284874958584,0.519043384792581,324,"IPC_yoy","TPM_binary","Binary (> median)"
23,-2.38041914749531,0.99374844742793,0.0171841916780715,-4.01498988552453,-0.745848409466085,-1.89734870838367,0.791303266808765,-3.19892675681261,-0.595770659954724,0.48307043911164,0.69232834632877,0.485848131067895,323,"IPC_yoy","TPM_binary","Binary (> median)"
24,-1.80813749463579,1.06853887935424,0.0916045550013674,-3.56572754588028,-0.0505474433913027,-1.31379723002168,0.837421013031452,-2.69123222059184,0.0636377605484779,0.494340264614109,0.668368259515828,0.460079862493867,322,"IPC_yoy","TPM_binary","Binary (> median)"
1,1.13544488733311,1.31245198371201,0.387579661961109,-1.02334651827524,3.29423629294146,0.686723843474867,1.46948034384425,-1.73035622983124,3.10380391678098,-0.448721043858241,0.599718885312083,0.45484838543032,345,"Credit_yoy","TPM_std","Level (Standardized)"
2,1.42027599022889,1.56190855305873,0.363830658119108,-1.14883495823629,3.98938693869407,0.656904714448171,1.81767859618325,-2.33291051711591,3.64671994601225,-0.763371275780721,0.818893993050534,0.351901610581027,344,"Credit_yoy","TPM_std","Level (Standardized)"
3,0.651970085462472,1.69176082143933,0.700200060972913,-2.1307288376164,3.43466900854135,-0.604115905356028,2.03909492592873,-3.95812858996823,2.74989677925618,-1.2560859908185,0.991605274580234,0.206132886825551,343,"Credit_yoy","TPM_std","Level (Standardized)"
4,-1.52163534108718,1.591642325875,0.339753585185906,-4.13965399361215,1.0963833114378,-3.28058621090454,2.13387643674783,-6.79050060735548,0.229328185546408,-1.75895086981736,1.1139494772874,0.115274719434256,342,"Credit_yoy","TPM_std","Level (Standardized)"
5,-1.65406747293866,1.77208292806862,0.351286218274596,-4.56888450443112,1.26074955855379,-3.91385005147603,2.28181875808407,-7.66710791175651,-0.160592191195552,-2.25978257853737,1.18792245178016,0.0579921554074306,341,"Credit_yoy","TPM_std","Level (Standardized)"
6,-2.07217787208544,2.06790699577073,0.317039639490316,-5.47358219427725,1.32922645010637,-4.98774316970482,2.51642337631025,-9.1268912871742,-0.848595052235431,-2.91556529761937,1.2489809797326,0.0201712715441289,340,"Credit_yoy","TPM_std","Level (Standardized)"
7,-3.03640283663831,2.26298047245385,0.180587050422261,-6.75867447447439,0.685868801197756,-6.52781454260536,2.54391470308078,-10.712181868623,-2.34344721658777,-3.49141170596705,1.28200278539564,0.00680293022353285,339,"Credit_yoy","TPM_std","Level (Standardized)"
8,-4.57384299274436,2.3324884712916,0.0507255662599016,-8.41044511457084,-0.737240870917884,-8.67860732584677,2.49800533802606,-12.7874604662431,-4.56975418545046,-4.10476433310241,1.29916408303766,0.00172593798979237,338,"Credit_yoy","TPM_std","Level (Standardized)"
9,-4.77960235941038,2.19144791289217,0.0298871980691083,-8.3842134072063,-1.17499131161445,-9.43893730609035,2.26898332559979,-13.1710827586956,-5.70679185348514,-4.65933494667998,1.2950484138851,0.000370054516132746,337,"Credit_yoy","TPM_std","Level (Standardized)"
10,-5.93952285968918,2.14849097234537,0.00602221041535367,-9.47347602802397,-2.4055696913544,-10.8962960458666,2.15980723221442,-14.4488628052905,-7.34372928644265,-4.95677318617738,1.29398056921965,0.00015305402358497,336,"Credit_yoy","TPM_std","Level (Standardized)"
11,-7.73194578118654,2.29681081625063,0.000852068575157954,-11.5098633827178,-3.95402817965532,-12.7429133020496,2.3474282558527,-16.6040891826973,-8.8817374214019,-5.01096752086304,1.32324359456532,0.000181403324146372,335,"Credit_yoy","TPM_std","Level (Standardized)"
12,-8.8213882428214,2.34598010832427,0.000201077306178909,-12.6801821327546,-4.96259435288823,-13.7120520668453,2.43153113005057,-17.7115648651544,-9.71253926853619,-4.89066382402388,1.42807009017393,0.000693958896503512,334,"Credit_yoy","TPM_std","Level (Standardized)"
13,-9.26593268340666,2.53045312487916,0.000292150548998994,-13.4281576836948,-5.10370768311849,-13.7806342027981,2.8505915728879,-18.46944009042,-9.0918283151761,-4.5147015193914,1.66389544519973,0.00701495473053561,333,"Credit_yoy","TPM_std","Level (Standardized)"
14,-9.23851205832118,2.52521354608438,0.000295878673555467,-13.3921187184251,-5.0849053982173,-13.517316049296,3.15395326219872,-18.705107511859,-8.32952458673298,-4.27880399097479,1.91389469781502,0.0260532010912587,332,"Credit_yoy","TPM_std","Level (Standardized)"
15,-8.50735433705241,2.5985454202567,0.00117536632601295,-12.7815811963598,-4.23312747774505,-12.3987461301192,3.65474053308038,-18.410259351523,-6.38723290871542,-3.89139179306682,2.19101419444291,0.0766600279665264,331,"Credit_yoy","TPM_std","Level (Standardized)"
16,-7.4461113975551,2.65682653118163,0.0053748562957883,-11.8162021535501,-3.0760206415601,-10.9306449168624,4.11133358983614,-17.6931868837118,-4.16810295001305,-3.48453351930733,2.41666594216394,0.150306113551898,330,"Credit_yoy","TPM_std","Level (Standardized)"
17,-6.61498653821015,2.72284673692727,0.0156688003659603,-11.0936708690779,-2.13630220734235,-9.73713400845597,4.55744448186741,-17.2334630940856,-2.24080492282639,-3.12214747024582,2.56597119935403,0.224590129564182,329,"Credit_yoy","TPM_std","Level (Standardized)"
18,-5.94528447335947,2.96355246011769,0.0456805299658454,-10.819894486045,-1.07067446067393,-8.80596531049766,5.00756913603817,-17.0426835661203,-0.569247054875028,-2.86068083713819,2.65466405376108,0.282018945390056,328,"Credit_yoy","TPM_std","Level (Standardized)"
19,-5.54491693801873,2.98012888801703,0.0637135547150741,-10.4467927482564,-0.643041127781063,-8.32605759205001,5.07446964503842,-16.6728173925466,0.0207022084465827,-2.78114065403129,2.71671126246844,0.306742717058559,327,"Credit_yoy","TPM_std","Level (Standardized)"
20,-4.9385786916539,3.03327505887815,0.104483636711031,-9.92787217379106,0.0507147904832603,-7.54236667134826,5.22465344061138,-16.1361568327024,1.05142349000586,-2.60378797969436,2.83249423580842,0.358656129877132,326,"Credit_yoy","TPM_std","Level (Standardized)"
21,-4.28214992009977,2.89378670685706,0.139923577003,-9.04200548049756,0.477705640298023,-6.6537811495834,5.29157944020424,-15.3576547841052,2.05009248493838,-2.37163122948363,3.01131847176033,0.431533500658007,325,"Credit_yoy","TPM_std","Level (Standardized)"
22,-2.96147509443377,2.80289697199671,0.291509436970061,-7.57183034479386,1.64888015592632,-5.11166408194514,5.40197213924489,-13.9971175478729,3.77378938398262,-2.15018898751137,3.20166170780457,0.502336838533867,324,"Credit_yoy","TPM_std","Level (Standardized)"
23,-2.03380317130999,2.83406410308767,0.473516975787842,-6.69542379028671,2.62781744766674,-4.16651816650544,5.43962092194656,-13.1138983692104,4.78086203619946,-2.13271499519546,3.28296797053814,0.5164030782812,323,"Credit_yoy","TPM_std","Level (Standardized)"
24,-1.08479083080008,2.68913178572233,0.686929018990274,-5.50801900189594,3.33843734029577,-3.18174625775115,5.32772333878191,-11.9450713149406,5.58157879943827,-2.09695542695107,3.3136312810917,0.527305723491101,322,"Credit_yoy","TPM_std","Level (Standardized)"
1,1.33039192301001,1.26860623471973,0.295063838601906,-0.756279643341984,3.41706348936201,1.09626540815729,1.32870919659937,-1.08926673303296,3.28179754934755,-0.234126514852719,0.421925033189613,0.579329569261892,345,"Credit_yoy","TPM_hp_std","HP Deviation"
2,1.67795585574884,1.53786037814826,0.276009392855379,-0.851599364993282,4.20751107649097,1.27424886472717,1.68347305896993,-1.4948179021946,4.04331563164895,-0.403706991021669,0.600347878051346,0.501754811754334,344,"Credit_yoy","TPM_hp_std","HP Deviation"
3,0.958542448424761,1.70119710460505,0.573503149125262,-1.8396777792442,3.75676267609373,0.228979002126687,1.94318991781735,-2.96728398205072,3.42524198630409,-0.729563446298074,0.754793392683073,0.334452373547172,343,"Credit_yoy","TPM_hp_std","HP Deviation"
4,-1.14399074051089,1.6248259388999,0.481878470516521,-3.81659157927523,1.52861009825345,-2.34386199460009,1.98243581083596,-5.6046787282521,0.916954739051914,-1.1998712540892,0.858093290057649,0.162948201507809,342,"Credit_yoy","TPM_hp_std","HP Deviation"
5,-1.19625798555713,1.82419789865061,0.512422263511928,-4.19679651542983,1.80428054431557,-2.99901670718433,2.17160171087475,-6.57098365761068,0.572950243242023,-1.8027587216272,0.94119380991763,0.0562957443632947,341,"Credit_yoy","TPM_hp_std","HP Deviation"
6,-1.55852383673315,2.08089195699172,0.454404524813948,-4.98128651948513,1.86423884601883,-4.07507409579294,2.39429980019438,-8.01334680615184,-0.136801385434033,-2.51655025905979,1.01430588036873,0.0135925929078058,340,"Credit_yoy","TPM_hp_std","HP Deviation"
7,-2.50827958091097,2.21501969223432,0.258285135275421,-6.15166275545153,1.13510359362959,-5.61406814592362,2.43605911857665,-9.62102882258262,-1.60710746926462,-3.10578856501264,1.05647227130411,0.00351479831190987,339,"Credit_yoy","TPM_hp_std","HP Deviation"
8,-4.03082199870508,2.26058122249955,0.0754877677990618,-7.74914722155185,-0.312496775858316,-7.69800705356298,2.38875538502156,-11.6271600125156,-3.7688540946104,-3.66718505485789,1.05167803349709,0.000554425419582079,338,"Credit_yoy","TPM_hp_std","HP Deviation"
9,-4.24298038751922,2.04334984312699,0.0386229445356472,-7.60399178811737,-0.881968986921068,-8.48560283353298,2.07539202733551,-11.899318937042,-5.07188673002399,-4.24262244601376,0.999901598155643,2.86849682090011e-05,337,"Credit_yoy","TPM_hp_std","HP Deviation"
10,-5.51014336202128,2.00032909950996,0.0062029731308807,-8.80039193644681,-2.21989478759575,-10.1038365326875,1.978803345745,-13.3586783929599,-6.84899467241512,-4.59369317066622,0.942148175934008,1.68992588246141e-06,336,"Credit_yoy","TPM_hp_std","HP Deviation"
11,-7.37127161617081,2.22752109925412,0.00103970567497204,-11.0352177753899,-3.70732545695174,-12.0560440395685,2.2225087788312,-15.7117456653605,-8.40034241377653,-4.6847724233977,0.871301137727232,1.44338653525282e-07,335,"Credit_yoy","TPM_hp_std","HP Deviation"
12,-8.66448042651574,2.193037493845,9.54159099851563e-05,-12.2717061023073,-5.05725475072424,-13.4108867952673,2.21993786136973,-17.0623596381482,-9.75941395238645,-4.74640636875159,0.843380373185423,3.92694357009181e-08,334,"Credit_yoy","TPM_hp_std","HP Deviation"
13,-9.30984026070496,2.34227636393406,8.6813167637972e-05,-13.1625420332446,-5.45713848816533,-13.9183533308456,2.50975599926525,-18.0465345890002,-9.79017207269091,-4.6085130701406,0.937569670637214,1.40628014588041e-06,333,"Credit_yoy","TPM_hp_std","HP Deviation"
14,-9.59050006843322,2.35994714864628,6.05809671910455e-05,-13.4722676952978,-5.70873244156861,-14.2216164440508,2.70125608010757,-18.6647873047405,-9.77844558336118,-4.63111637561761,1.09647021874079,3.12484898192408e-05,332,"Credit_yoy","TPM_hp_std","HP Deviation"
15,-9.16333777716497,2.22701098445708,4.92340062646706e-05,-12.82644487221,-5.50023068211997,-13.6870713650931,2.83329896755173,-18.3474334481084,-9.02670928207779,-4.52373358792815,1.29195487930926,0.000527606000889731,331,"Credit_yoy","TPM_hp_std","HP Deviation"
16,-8.41814397585886,2.1222917439999,8.98640168026367e-05,-11.9090032484263,-4.92728470329147,-12.6945827513188,3.00136090384699,-17.6313821198019,-7.75778338283575,-4.27643877545996,1.4539885775586,0.00350581877534775,330,"Credit_yoy","TPM_hp_std","HP Deviation"
17,-7.96144434677023,2.12162025391888,0.000207605206676088,-11.4511991164424,-4.47168957709806,-11.9398336124113,3.27413966495179,-17.325314115453,-6.55435310936971,-3.97838926564112,1.58645459959384,0.0126428772799127,329,"Credit_yoy","TPM_hp_std","HP Deviation"
18,-7.62087344499032,2.36157004638969,0.00137987132185142,-11.5053105010944,-3.73643638888628,-11.3635883057797,3.65818312595098,-17.3807640885529,-5.34641252300655,-3.74271486078938,1.66641714796853,0.025386083586761,328,"Credit_yoy","TPM_hp_std","HP Deviation"
19,-7.4858811919694,2.44617104779598,0.00239870354436552,-11.5094745120803,-3.4622878718585,-11.2049254733627,3.74058613000815,-17.357642136231,-5.05220881049443,-3.71904428139331,1.68024066300415,0.0275751731624621,327,"Credit_yoy","TPM_hp_std","HP Deviation"
20,-7.12766711705354,2.61569023814826,0.00678559980933067,-11.4300946922533,-2.82523954185383,-10.7678791056908,3.888599509556,-17.1640561127457,-4.37170209863589,-3.64021198863725,1.6930449344908,0.0322988690968981,326,"Credit_yoy","TPM_hp_std","HP Deviation"
21,-6.74065795237815,2.49500777480538,0.00726952820092117,-10.8445805400389,-2.63673536471741,-10.245146521077,3.73238699314836,-16.3843768039435,-4.10591623821038,-3.5044885686988,1.707201165605,0.0409130323286721,325,"Credit_yoy","TPM_hp_std","HP Deviation"
22,-5.59261669441208,2.26867471127069,0.0142253201832329,-9.32425452161876,-1.86097886720541,-8.95789525831862,3.4913542055481,-14.7006618862867,-3.21512863035056,-3.36527856390654,1.73780373548001,0.0536935017021378,324,"Credit_yoy","TPM_hp_std","HP Deviation"
23,-4.77556709281022,2.05699572190051,0.0208888617356355,-8.15902396660193,-1.39211021901852,-8.15235583056608,3.09860214546309,-13.2491028080106,-3.05560885312151,-3.37678873775585,1.65121942901257,0.0416802276393561,323,"Credit_yoy","TPM_hp_std","HP Deviation"
24,-3.95457735440172,1.65898518836284,0.0177301049141909,-6.68336515853911,-1.22578955026433,-7.24563840399187,2.55176527211867,-11.4429187669651,-3.04835804101867,-3.29106104959015,1.55694114699034,0.0353181812462238,322,"Credit_yoy","TPM_hp_std","HP Deviation"
1,1.3686851177838,1.39066327469619,0.325723165135037,-0.918752413468443,3.65612264903605,1.09395643502386,1.36326329614907,-1.14841214213676,3.33632501218448,-0.274728682759942,0.633279962151249,0.664696870665224,345,"Credit_yoy","TPM_binary","Binary (> median)"
2,1.90631846229965,1.63582903124699,0.244700258116706,-0.784380852819481,4.59701777741878,1.35154747828734,1.65166574787676,-1.36520091761925,4.06829587419394,-0.554770984012307,0.958651038873964,0.563178434672428,344,"Credit_yoy","TPM_binary","Binary (> median)"
3,1.57566047462529,1.76545883639187,0.372767226348314,-1.3282608956474,4.47958184489799,0.405115732534107,1.77360864664863,-2.51221088269839,3.3224423477666,-1.17054474209119,1.23469086826427,0.343786967053461,343,"Credit_yoy","TPM_binary","Binary (> median)"
4,-0.485552204289947,1.7429337108483,0.780736519672713,-3.35242304011476,2.38131863153487,-2.00316499973914,1.73104503306674,-4.85048070079529,0.844150701317016,-1.51761279544919,1.51367554582448,0.316776991261949,342,"Credit_yoy","TPM_binary","Binary (> median)"
5,-0.3697472251537,2.0611569485426,0.857741674638248,-3.76004870768023,3.02055425737283,-2.49467036145252,1.80816955226167,-5.46884460763334,0.479503884728305,-2.12492313629882,1.78231375649995,0.234018488952082,341,"Credit_yoy","TPM_binary","Binary (> median)"
6,-0.406068951777247,2.49176870910917,0.87064551728501,-4.50466375047966,3.69252584692516,-3.42934531090066,2.09546062076309,-6.8760713130968,0.0173806912954921,-3.02327635912341,2.0249291318623,0.136376633252302,340,"Credit_yoy","TPM_binary","Binary (> median)"
7,-1.05337425760404,2.76223310085388,0.703188384504199,-5.59684339202896,3.49009487682088,-4.66657787825406,1.98128753520317,-7.92550586656673,-1.40764988994138,-3.61320362065002,2.28202520329269,0.114297888152857,339,"Credit_yoy","TPM_binary","Binary (> median)"
8,-2.38560034815077,2.9678667828222,0.422083720524912,-7.26730679018466,2.49610609388312,-6.43690138062985,1.88080213922167,-9.5305456009067,-3.34325716035299,-4.05130103247908,2.54461951923245,0.11231566124253,338,"Credit_yoy","TPM_binary","Binary (> median)"
9,-2.64914526993685,3.05823334025676,0.386991281800238,-7.67949147172209,2.3812009318484,-6.704351145185,1.9733302860255,-9.95019062332722,-3.45851166704277,-4.05520587524815,2.79830048011319,0.148240425672428,337,"Credit_yoy","TPM_binary","Binary (> median)"
10,-3.84313152928346,3.13083663902989,0.220508736805629,-8.99289953038433,1.3066364718174,-8.1231988651095,2.20165124093831,-11.7445928940491,-4.50180483616991,-4.28006733582603,2.98318984677265,0.152314369504823,336,"Credit_yoy","TPM_binary","Binary (> median)"
11,-5.65963174732233,3.25406301999055,0.0829288088207647,-11.0120891080825,-0.307174386562214,-10.1411953810741,2.50362712214999,-14.2592955334765,-6.02309522867156,-4.48156363375172,3.06188534370498,0.144244126744207,335,"Credit_yoy","TPM_binary","Binary (> median)"
12,-6.8901736343587,3.15762177160356,0.0298152525292616,-12.0839992579217,-1.69634801079566,-11.4920177113276,2.60994267711629,-15.7849913899177,-7.19904403273743,-4.60184407696888,3.08247880397119,0.136426576826528,334,"Credit_yoy","TPM_binary","Binary (> median)"
13,-7.45596294232632,3.32352153991402,0.0255427010181908,-12.9226694015052,-1.9892564831474,-12.1621320821198,2.90008024399909,-16.932339589912,-7.39192457432762,-4.7061691397935,3.09790482523575,0.129695004972717,333,"Credit_yoy","TPM_binary","Binary (> median)"
14,-7.51715670838314,3.1367680570333,0.017118771028975,-12.6766810238999,-2.35763239286639,-12.3852676290438,3.0078751164438,-17.3327819237435,-7.43775333434418,-4.8681109206607,3.14865970109029,0.123056019519746,332,"Credit_yoy","TPM_binary","Binary (> median)"
