"horizon","response","shock","contribution"
9,"DXY","Selic_rate",0.00874302696632094
9,"DXY","d_ToT",0.000994069824088778
9,"DXY","FCI_ENDO_AVG",0.0161435708530734
9,"DXY","Cred_Real_Total",0.00375367569474838
9,"DXY","IMAEP_yoy",0.0241485337966933
9,"DXY","IPC_yoy",0.000216547588384584
10,"DXY","VIX",0.0149800204395927
10,"DXY","SP500",0.0100417002482343
10,"DXY","DXY",0.889649089398566
10,"DXY","US_10Y",0.0279355651117264
10,"DXY","FFER",0.000280378012390985
10,"DXY","Selic_rate",0.00930389402168668
10,"DXY","d_ToT",0.000993026604167754
10,"DXY","FCI_ENDO_AVG",0.0171593655836987
10,"DXY","Cred_Real_Total",0.00443475222662402
10,"DXY","IMAEP_yoy",0.0250065532709614
10,"DXY","IPC_yoy",0.000215655082350759
11,"DXY","VIX",0.0139512080633534
11,"DXY","SP500",0.0096264960610304
11,"DXY","DXY",0.887964583641954
11,"DXY","US_10Y",0.0279716379963875
11,"DXY","FFER",0.000484360164720523
11,"DXY","Selic_rate",0.00978436987052829
11,"DXY","d_ToT",0.001035647327102
11,"DXY","FCI_ENDO_AVG",0.0181604235256826
11,"DXY","Cred_Real_Total",0.00515791994891327
11,"DXY","IMAEP_yoy",0.0256486976132286
11,"DXY","IPC_yoy",0.000214655787099464
12,"DXY","VIX",0.0130908228538296
12,"DXY","SP500",0.00925432777717631
12,"DXY","DXY",0.886238171429935
12,"DXY","US_10Y",0.0279301488906448
12,"DXY","FFER",0.000756846048565828
12,"DXY","Selic_rate",0.0101961174818615
12,"DXY","d_ToT",0.00111942451282228
12,"DXY","FCI_ENDO_AVG",0.0191512699025769
12,"DXY","Cred_Real_Total",0.00591632213167706
12,"DXY","IMAEP_yoy",0.0261338822828655
12,"DXY","IPC_yoy",0.000212666688044943
13,"DXY","VIX",0.0123650017663886
13,"DXY","SP500",0.00891730932905647
13,"DXY","DXY",0.884448553482617
13,"DXY","US_10Y",0.0278296597349293
13,"DXY","FFER",0.0010988298482136
13,"DXY","Selic_rate",0.0105491407709659
13,"DXY","d_ToT",0.00124116438176381
13,"DXY","FCI_ENDO_AVG",0.0201335059933946
13,"DXY","Cred_Real_Total",0.00670360738166412
13,"DXY","IMAEP_yoy",0.0265038291710009
13,"DXY","IPC_yoy",0.000209398140005593
14,"DXY","VIX",0.0117471429230071
14,"DXY","SP500",0.00860930778877906
14,"DXY","DXY",0.882588398719343
14,"DXY","US_10Y",0.0276834537075919
14,"DXY","FFER",0.00150851713496479
14,"DXY","Selic_rate",0.0108521673197584
14,"DXY","d_ToT",0.00139711212282208
14,"DXY","FCI_ENDO_AVG",0.0211071003695563
14,"DXY","Cred_Real_Total",0.00751393575726454
14,"DXY","IMAEP_yoy",0.0267879477329746
14,"DXY","IPC_yoy",0.000204916423938344
15,"DXY","VIX",0.0112164012354894
15,"DXY","SP500",0.00832556172951315
15,"DXY","DXY",0.88065913390945
15,"DXY","US_10Y",0.0275014250181127
15,"DXY","FFER",0.00198197696373522
15,"DXY","Selic_rate",0.011112782613968
15,"DXY","d_ToT",0.00158307325745538
15,"DXY","FCI_ENDO_AVG",0.0220711102491143
15,"DXY","Cred_Real_Total",0.00834197421061626
15,"DXY","IMAEP_yoy",0.0270070822135702
15,"DXY","IPC_yoy",0.000199478598974624
16,"DXY","VIX",0.0107564518416871
16,"DXY","SP500",0.00806237152091956
16,"DXY","DXY",0.878667594338449
16,"DXY","US_10Y",0.0272911886191424
16,"DXY","FFER",0.00251375130104667
16,"DXY","Selic_rate",0.0113375248290559
16,"DXY","d_ToT",0.00179460723249773
16,"DXY","FCI_ENDO_AVG",0.0230241166629915
16,"DXY","Cred_Real_Total",0.00918288458124682
16,"DXY","IMAEP_yoy",0.0271760877199299
16,"DXY","IPC_yoy",0.000193421353033329
17,"DXY","VIX",0.0103545001492829
17,"DXY","SP500",0.00781689620709278
17,"DXY","DXY",0.876623740919203
17,"DXY","US_10Y",0.0270587697039025
17,"DXY","FFER",0.00309739076086524
17,"DXY","Selic_rate",0.0115319697181447
17,"DXY","d_ToT",0.00202720090063985
17,"DXY","FCI_ENDO_AVG",0.0239644935622139
17,"DXY","Cred_Real_Total",0.0100323053349525
17,"DXY","IMAEP_yoy",0.0273056398638067
17,"DXY","IPC_yoy",0.000187092879895338
18,"DXY","VIX",0.0100004988882798
18,"DXY","SP500",0.00758699993612074
18,"DXY","DXY",0.874539080502947
18,"DXY","US_10Y",0.0268090547167294
18,"DXY","FFER",0.00372590763844033
18,"DXY","Selic_rate",0.0117008250267917
18,"DXY","d_ToT",0.00227642347434249
18,"DXY","FCI_ENDO_AVG",0.0248905810305239
18,"DXY","Cred_Real_Total",0.0108863277376282
18,"DXY","IMAEP_yoy",0.0274034852006722
18,"DXY","IPC_yoy",0.000180815847523502
19,"DXY","VIX",0.0096865326764359
19,"DXY","SP500",0.00737113708030711
19,"DXY","DXY",0.872425559632216
19,"DXY","US_10Y",0.0265460953550596
19,"DXY","FFER",0.00439214530747114
19,"DXY","Selic_rate",0.0118480305929514
19,"DXY","d_ToT",0.00253804961097742
19,"DXY","FCI_ENDO_AVG",0.025800797661806
19,"DXY","Cred_Real_Total",0.0117414676255219
19,"DXY","IMAEP_yoy",0.0274753128124982
19,"DXY","IPC_yoy",0.000174871644755106
20,"DXY","VIX",0.00940633699930727
20,"DXY","SP500",0.0071682623132329
20,"DXY","DXY",0.87029479615174
20,"DXY","US_10Y",0.0262733170609049
20,"DXY","FFER",0.00508906863679842
20,"DXY","Selic_rate",0.0119768593978688
20,"DXY","d_ToT",0.0028081522863479
20,"DXY","FCI_ENDO_AVG",0.026693712504211
20,"DXY","Cred_Real_Total",0.0125946340618862
20,"DXY","IMAEP_yoy",0.0275253625893839
20,"DXY","IPC_yoy",0.0001694979983187
21,"DXY","VIX",0.00915492433011802
21,"DXY","SP500",0.00697775877240337
21,"DXY","DXY",0.868157559124361
21,"DXY","US_10Y",0.0259936627686307
21,"DXY","FFER",0.00580998262806946
21,"DXY","Selic_rate",0.0120900145051399
21,"DXY","d_ToT",0.00308316691309557
21,"DXY","FCI_ENDO_AVG",0.0275680885697446
21,"DXY","Cred_Real_Total",0.0134430961916446
21,"DXY","IMAEP_yoy",0.0275568520468516
21,"DXY","IPC_yoy",0.000164894149941141
22,"DXY","VIX",0.00892829513659198
22,"DXY","SP500",0.00679937916538439
22,"DXY","DXY",0.866023435327518
22,"DXY","US_10Y",0.025709691862542
22,"DXY","FFER",0.00654868789556659
22,"DXY","Selic_rate",0.0121897186487194
22,"DXY","d_ToT",0.00335993051285143
22,"DXY","FCI_ENDO_AVG",0.0284229057963868
22,"DXY","Cred_Real_Total",0.014284449499537
22,"DXY","IMAEP_yoy",0.0275722765638104
22,"DXY","IPC_yoy",0.000161229591091866
23,"DXY","VIX",0.00872321564292332
23,"DXY","SP500",0.0066331965245449
23,"DXY","DXY",0.863900637124835
23,"DXY","US_10Y",0.0254236479607828
23,"DXY","FFER",0.00729958210429119
23,"DXY","Selic_rate",0.0122777946676524
23,"DXY","d_ToT",0.00363569981035461
23,"DXY","FCI_ENDO_AVG",0.0292573689677375
23,"DXY","Cred_Real_Total",0.0151165825140085
23,"DXY","IMAEP_yoy",0.0275736208839225
23,"DXY","IPC_yoy",0.000158653798947416
24,"DXY","VIX",0.00853704766988506
24,"DXY","SP500",0.00647956231606414
24,"DXY","DXY",0.861795917171915
24,"DXY","US_10Y",0.0251375051706094
24,"DXY","FFER",0.00805771644389168
24,"DXY","Selic_rate",0.0123557361504737
24,"DXY","d_ToT",0.00390815220650078
24,"DXY","FCI_ENDO_AVG",0.0300709046923909
24,"DXY","Cred_Real_Total",0.0159376448006334
24,"DXY","IMAEP_yoy",0.0275625079026644
24,"DXY","IPC_yoy",0.00015730547497141
1,"US_10Y","VIX",0.0455314362166151
1,"US_10Y","SP500",0.0229820152966835
1,"US_10Y","DXY",0.0673065887517455
1,"US_10Y","US_10Y",0.864179959734956
1,"US_10Y","FFER",0
1,"US_10Y","Selic_rate",0
1,"US_10Y","d_ToT",0
1,"US_10Y","FCI_ENDO_AVG",0
1,"US_10Y","Cred_Real_Total",0
1,"US_10Y","IMAEP_yoy",0
1,"US_10Y","IPC_yoy",0
2,"US_10Y","VIX",0.0641953188612263
2,"US_10Y","SP500",0.0225647005126071
2,"US_10Y","DXY",0.0935037506069493
2,"US_10Y","US_10Y",0.808397015070271
2,"US_10Y","FFER",0.00102634808829157
2,"US_10Y","Selic_rate",0.000572941429597134
2,"US_10Y","d_ToT",0.0036177859166848
2,"US_10Y","FCI_ENDO_AVG",0.00183233812244775
2,"US_10Y","Cred_Real_Total",1.29087126667846e-07
2,"US_10Y","IMAEP_yoy",0.000264359079217238
2,"US_10Y","IPC_yoy",0.00402531322558106
3,"US_10Y","VIX",0.077006760392067
3,"US_10Y","SP500",0.0200744567523943
3,"US_10Y","DXY",0.10763645883502
3,"US_10Y","US_10Y",0.777703283566021
3,"US_10Y","FFER",0.00313874117286244
3,"US_10Y","Selic_rate",0.000600121788033368
3,"US_10Y","d_ToT",0.00270533329968718
3,"US_10Y","FCI_ENDO_AVG",0.00344175127459517
3,"US_10Y","Cred_Real_Total",6.82180994957741e-06
3,"US_10Y","IMAEP_yoy",0.000452874794459073
3,"US_10Y","IPC_yoy",0.00723339631491026
4,"US_10Y","VIX",0.0830314265388982
4,"US_10Y","SP500",0.0177502893675302
4,"US_10Y","DXY",0.113059284469434
4,"US_10Y","US_10Y",0.762768935718074
4,"US_10Y","FFER",0.00571829190493961
4,"US_10Y","Selic_rate",0.000549859825210603
4,"US_10Y","d_ToT",0.00207609425614171
4,"US_10Y","FCI_ENDO_AVG",0.00464679215721594
4,"US_10Y","Cred_Real_Total",7.52916976111637e-05
4,"US_10Y","IMAEP_yoy",0.000674285558506928
4,"US_10Y","IPC_yoy",0.00964944850643807
5,"US_10Y","VIX",0.0858362748734454
5,"US_10Y","SP500",0.0161220104744657
5,"US_10Y","DXY",0.114410196204893
5,"US_10Y","US_10Y",0.754143316237986
5,"US_10Y","FFER",0.00840497839473961
5,"US_10Y","Selic_rate",0.00131683283839242
5,"US_10Y","d_ToT",0.0019274751320093
5,"US_10Y","FCI_ENDO_AVG",0.00544552884796102
5,"US_10Y","Cred_Real_Total",0.000345618306445119
5,"US_10Y","IMAEP_yoy",0.000895072846083622
5,"US_10Y","IPC_yoy",0.0111526958435785
6,"US_10Y","VIX",0.0874978857760108
6,"US_10Y","SP500",0.0148777322643595
6,"US_10Y","DXY",0.113843585611098
6,"US_10Y","US_10Y",0.747775526281186
6,"US_10Y","FFER",0.0110436517973566
6,"US_10Y","Selic_rate",0.00312096806305789
6,"US_10Y","d_ToT",0.00200191575539512
6,"US_10Y","FCI_ENDO_AVG",0.00603300579721067
6,"US_10Y","Cred_Real_Total",0.000874944810788775
6,"US_10Y","IMAEP_yoy",0.00110257336603738
6,"US_10Y","IPC_yoy",0.0118282104774994
7,"US_10Y","VIX",0.088886937830031
7,"US_10Y","SP500",0.013858362185175
7,"US_10Y","DXY",0.112366952328169
7,"US_10Y","US_10Y",0.74202576382743
7,"US_10Y","FFER",0.0135267962055324
7,"US_10Y","Selic_rate",0.0059044338413579
7,"US_10Y","d_ToT",0.00212923085782931
7,"US_10Y","FCI_ENDO_AVG",0.00651102983688566
7,"US_10Y","Cred_Real_Total",0.00168107667711327
7,"US_10Y","IMAEP_yoy",0.00126894381823362
7,"US_10Y","IPC_yoy",0.0118404725922426
8,"US_10Y","VIX",0.0903318699738422
8,"US_10Y","SP500",0.0129765571946928
8,"US_10Y","DXY",0.110461049877509
8,"US_10Y","US_10Y",0.73621611145701
8,"US_10Y","FFER",0.0157741551658306
8,"US_10Y","Selic_rate",0.00951312278951709
8,"US_10Y","d_ToT",0.00222780557000492
8,"US_10Y","FCI_ENDO_AVG",0.00693270230662544
8,"US_10Y","Cred_Real_Total",0.00276529833830983
8,"US_10Y","IMAEP_yoy",0.00138876663889664
8,"US_10Y","IPC_yoy",0.0114125606877613
9,"US_10Y","VIX",0.0919435094202958
9,"US_10Y","SP500",0.0121900977223744
9,"US_10Y","DXY",0.108375115212812
9,"US_10Y","US_10Y",0.730058168306784
9,"US_10Y","FFER",0.01772777151802
9,"US_10Y","Selic_rate",0.0137606674020551
9,"US_10Y","d_ToT",0.00227418424906707
9,"US_10Y","FCI_ENDO_AVG",0.00732543295682324
9,"US_10Y","Cred_Real_Total",0.00411395479968432
9,"US_10Y","IMAEP_yoy",0.0014676838975139
9,"US_10Y","IPC_yoy",0.01076341451457
10,"US_10Y","VIX",0.0937404074296481
10,"US_10Y","SP500",0.0114775088085642
10,"US_10Y","DXY",0.106244077071498
10,"US_10Y","US_10Y",0.723451056475551
10,"US_10Y","FFER",0.0193513983647854
10,"US_10Y","Selic_rate",0.0184648312287866
10,"US_10Y","d_ToT",0.0022723155241478
10,"US_10Y","FCI_ENDO_AVG",0.00770379474657623
10,"US_10Y","Cred_Real_Total",0.00570355226316157
10,"US_10Y","IMAEP_yoy",0.00151527065304953
10,"US_10Y","IPC_yoy",0.0100757874342317
11,"US_10Y","VIX",0.0957001751866166
11,"US_10Y","SP500",0.0108290936685239
11,"US_10Y","DXY",0.104143734591127
11,"US_10Y","US_10Y",0.716394902375319
11,"US_10Y","FFER",0.0206292538585289
11,"US_10Y","Selic_rate",0.0234626801136743
11,"US_10Y","d_ToT",0.00223589907658268
11,"US_10Y","FCI_ENDO_AVG",0.00807511571962786
11,"US_10Y","Cred_Real_Total",0.00750441427842003
11,"US_10Y","IMAEP_yoy",0.00154070839386194
11,"US_10Y","IPC_yoy",0.00948402273771763
12,"US_10Y","VIX",0.0977838386047011
12,"US_10Y","SP500",0.0102415454908659
12,"US_10Y","DXY",0.102117912911547
12,"US_10Y","US_10Y",0.708945421848438
12,"US_10Y","FFER",0.0215641636549723
12,"US_10Y","Selic_rate",0.0286161652187853
12,"US_10Y","d_ToT",0.0021790048962144
12,"US_10Y","FCI_ENDO_AVG",0.00844247132961644
12,"US_10Y","Cred_Real_Total",0.00948371755874617
12,"US_10Y","IMAEP_yoy",0.00155151634560495
12,"US_10Y","IPC_yoy",0.00907424214050794
13,"US_10Y","VIX",0.099948246113037
13,"US_10Y","SP500",0.00971498002207631
13,"US_10Y","DXY",0.100192294045134
13,"US_10Y","US_10Y",0.701185970648965
13,"US_10Y","FFER",0.022174692774213
13,"US_10Y","Selic_rate",0.0338126647094073
13,"US_10Y","d_ToT",0.00211264142889217
13,"US_10Y","FCI_ENDO_AVG",0.00880638140096
13,"US_10Y","Cred_Real_Total",0.0116077960601624
13,"US_10Y","IMAEP_yoy",0.00155337609690338
13,"US_10Y","IPC_yoy",0.00889095670024976
14,"US_10Y","VIX",0.102152456382899
14,"US_10Y","SP500",0.00925113128053282
14,"US_10Y","DXY",0.0983815240909206
14,"US_10Y","US_10Y",0.693209403301083
14,"US_10Y","FFER",0.0224915179746683
14,"US_10Y","Selic_rate",0.0389633027220844
14,"US_10Y","d_ToT",0.00204429028716766
14,"US_10Y","FCI_ENDO_AVG",0.00916582048722602
14,"US_10Y","Cred_Real_Total",0.0138438451848166
14,"US_10Y","IMAEP_yoy",0.00155041152987266
14,"US_10Y","IPC_yoy",0.00894629675872903
15,"US_10Y","VIX",0.104360806517267
15,"US_10Y","SP500",0.00885228395821698
15,"US_10Y","DXY",0.0966930416146745
15,"US_10Y","US_10Y",0.685106571329958
15,"US_10Y","FFER",0.0225534884098949
15,"US_10Y","Selic_rate",0.0440002123478486
15,"US_10Y","d_ToT",0.00197867167635383
15,"US_10Y","FCI_ENDO_AVG",0.00951884733651499
15,"US_10Y","Cred_Real_Total",0.0161610762286586
15,"US_10Y","IMAEP_yoy",0.0015455483497124
15,"US_10Y","IPC_yoy",0.00922945223090016
16,"US_10Y","VIX",0.106544088143054
16,"US_10Y","SP500",0.00852065197487959
16,"US_10Y","DXY",0.0951293052956816
16,"US_10Y","US_10Y",0.676959651000854
16,"US_10Y","FFER",0.0224038361083754
16,"US_10Y","Selic_rate",0.0488734395197909
16,"US_10Y","d_ToT",0.00191875143989415
16,"US_10Y","FCI_ENDO_AVG",0.00986301827200788
16,"US_10Y","Cred_Real_Total",0.0185314148752214
16,"US_10Y","IMAEP_yoy",0.00154083266434265
16,"US_10Y","IPC_yoy",0.00971501070589804
17,"US_10Y","VIX",0.108679634482601
17,"US_10Y","SP500",0.00825803851267337
17,"US_10Y","DXY",0.0936892334949064
17,"US_10Y","US_10Y",0.668838944187882
17,"US_10Y","FFER",0.0220868705548437
17,"US_10Y","Selic_rate",0.0535478734699664
17,"US_10Y","d_ToT",0.00186656354930563
17,"US_10Y","FCI_ENDO_AVG",0.0101956719880031
17,"US_10Y","Cred_Real_Total",0.0209298479572315
17,"US_10Y","IMAEP_yoy",0.00153767284939535
17,"US_10Y","IPC_yoy",0.0103696489531918
18,"US_10Y","VIX",0.110750810595354
18,"US_10Y","SP500",0.00806567358663244
18,"US_10Y","DXY",0.0923692297461807
18,"US_10Y","US_10Y",0.66080202640581
18,"US_10Y","FFER",0.021645341680591
18,"US_10Y","Selic_rate",0.0580004238334122
18,"US_10Y","d_ToT",0.00182372652205084
18,"US_10Y","FCI_ENDO_AVG",0.010514132208773
18,"US_10Y","Cred_Real_Total",0.0233345183776633
18,"US_10Y","IMAEP_yoy",0.00153701143623128
18,"US_10Y","IPC_yoy",0.011157105607301
19,"US_10Y","VIX",0.112746216217245
19,"US_10Y","SP500",0.0079441619044774
19,"US_10Y","DXY",0.0911639631979347
19,"US_10Y","US_10Y",0.652894339355707
19,"US_10Y","FFER",0.0211185249070469
19,"US_10Y","Selic_rate",0.0622175461192662
19,"US_10Y","d_ToT",0.00179168361911264
19,"US_10Y","FCI_ENDO_AVG",0.0108158539515118
19,"US_10Y","Cred_Real_Total",0.0257266518336832
19,"US_10Y","IMAEP_yoy",0.00153944362522809
19,"US_10Y","IPC_yoy",0.0120416152687869
20,"US_10Y","VIX",0.114658793492177
20,"US_10Y","SP500",0.00789349775523711
20,"US_10Y","DXY",0.0900669793749562
20,"US_10Y","US_10Y",0.64515055152193
20,"US_10Y","FFER",0.020540989467344
20,"US_10Y","Selic_rate",0.0661931436949993
20,"US_10Y","d_ToT",0.00177175002217184
20,"US_10Y","FCI_ENDO_AVG",0.0110985282898485
20,"US_10Y","Cred_Real_Total",0.028090379654622
20,"US_10Y","IMAEP_yoy",0.0015452991848717
20,"US_10Y","IPC_yoy",0.0129900875418431
21,"US_10Y","VIX",0.116484952878563
21,"US_10Y","SP500",0.0079131187621332
21,"US_10Y","DXY",0.089071177838304
21,"US_10Y","US_10Y",0.637596220928492
21,"US_10Y","FFER",0.0199419567310908
21,"US_10Y","Selic_rate",0.0699268299596451
21,"US_10Y","d_ToT",0.00176505372747601
21,"US_10Y","FCI_ENDO_AVG",0.0113601548919333
21,"US_10Y","Cred_Real_Total",0.0304125038444751
21,"US_10Y","IMAEP_yoy",0.00155470074954351
21,"US_10Y","IPC_yoy",0.0139733296883432
22,"US_10Y","VIX",0.118223778032739
22,"US_10Y","SP500",0.00800198042584556
22,"US_10Y","DXY",0.0881691786836468
22,"US_10Y","US_10Y",0.630249467837584
22,"US_10Y","FFER",0.0193451312145245
22,"US_10Y","Selic_rate",0.0734225119581869
22,"US_10Y","d_ToT",0.00177243879279589
22,"US_10Y","FCI_ENDO_AVG",0.011599088644388
22,"US_10Y","Cred_Real_Total",0.0326822355211508
22,"US_10Y","IMAEP_yoy",0.00156760758288148
22,"US_10Y","IPC_yoy",0.0149665813062577
23,"US_10Y","VIX",0.119876336819835
23,"US_10Y","SP500",0.00815863981989209
23,"US_10Y","DXY",0.0873535950636895
23,"US_10Y","US_10Y",0.623122495630521
23,"US_10Y","FFER",0.0187688839755529
23,"US_10Y","Selic_rate",0.076687248552861
23,"US_10Y","d_ToT",0.00179437617655325
23,"US_10Y","FCI_ENDO_AVG",0.0118140651204286
23,"US_10Y","Cred_Real_Total",0.0348909268584974
23,"US_10Y","IMAEP_yoy",0.001583850582639
23,"US_10Y","IPC_yoy",0.0159495813995306
24,"US_10Y","VIX",0.121445105172781
24,"US_10Y","SP500",0.00838134099487371
24,"US_10Y","DXY",0.0866172273752834
24,"US_10Y","US_10Y",0.616222887824196
24,"US_10Y","FFER",0.018226677891187
24,"US_10Y","Selic_rate",0.0797303367486634
24,"US_10Y","d_ToT",0.00183090638785423
24,"US_10Y","FCI_ENDO_AVG",0.0120042088031992
24,"US_10Y","Cred_Real_Total",0.0370318089579574
24,"US_10Y","IMAEP_yoy",0.00160316192008185
24,"US_10Y","IPC_yoy",0.0169063379239226
1,"FFER","VIX",0.171878994548998
1,"FFER","SP500",0.00547885059774433
1,"FFER","DXY",8.60630361562313e-06
1,"FFER","US_10Y",0.0061662448022123
1,"FFER","FFER",0.81646730374743
1,"FFER","Selic_rate",0
1,"FFER","d_ToT",0
1,"FFER","FCI_ENDO_AVG",0
1,"FFER","Cred_Real_Total",0
1,"FFER","IMAEP_yoy",0
1,"FFER","IPC_yoy",0
2,"FFER","VIX",0.22008151622574
2,"FFER","SP500",0.00262735214391174
2,"FFER","DXY",0.00330397163461672
2,"FFER","US_10Y",0.00341710605377621
2,"FFER","FFER",0.760078488881399
2,"FFER","Selic_rate",0.00080025487516898
2,"FFER","d_ToT",0.00334401488629543
2,"FFER","FCI_ENDO_AVG",0.000951301231618813
2,"FFER","Cred_Real_Total",0.000521131203892419
2,"FFER","IMAEP_yoy",0.00260228317613876
2,"FFER","IPC_yoy",0.00227257968744219
3,"FFER","VIX",0.230396312136878
3,"FFER","SP500",0.00176054292359503
3,"FFER","DXY",0.00728500996975722
3,"FFER","US_10Y",0.00887257146380787
3,"FFER","FFER",0.727740889419937
3,"FFER","Selic_rate",0.00141138132805002
3,"FFER","d_ToT",0.012099695078289
3,"FFER","FCI_ENDO_AVG",0.00205449188064177
3,"FFER","Cred_Real_Total",0.00106964736099409
3,"FFER","IMAEP_yoy",0.00438423312691211
3,"FFER","IPC_yoy",0.0029252253111382
4,"FFER","VIX",0.228774493127592
4,"FFER","SP500",0.00147725793919881
4,"FFER","DXY",0.0106692389217025
4,"FFER","US_10Y",0.0141115158184522
4,"FFER","FFER",0.707990056039005
4,"FFER","Selic_rate",0.00169458908212168
4,"FFER","d_ToT",0.0228956321974782
4,"FFER","FCI_ENDO_AVG",0.00285810308340785
4,"FFER","Cred_Real_Total",0.0015619287870198
4,"FFER","IMAEP_yoy",0.00529520093348894
4,"FFER","IPC_yoy",0.00267198407053281
5,"FFER","VIX",0.223165475710967
5,"FFER","SP500",0.0013282998329065
5,"FFER","DXY",0.0131425360376107
5,"FFER","US_10Y",0.0179538968612173
5,"FFER","FFER",0.695106708384566
5,"FFER","Selic_rate",0.00163660551866586
5,"FFER","d_ToT",0.0339904985469044
5,"FFER","FCI_ENDO_AVG",0.00345374974188911
5,"FFER","Cred_Real_Total",0.00213180592067639
5,"FFER","IMAEP_yoy",0.00586098424572491
5,"FFER","IPC_yoy",0.00222943919887212
6,"FFER","VIX",0.216461789869092
6,"FFER","SP500",0.00121441145832677
6,"FFER","DXY",0.0148087733094459
6,"FFER","US_10Y",0.0207494453603313
6,"FFER","FFER",0.685907377993414
6,"FFER","Selic_rate",0.00138352555001508
6,"FFER","d_ToT",0.0445004301056529
6,"FFER","FCI_ENDO_AVG",0.00391472311778272
6,"FFER","Cred_Real_Total",0.00285424947903666
6,"FFER","IMAEP_yoy",0.00636327229472621
6,"FFER","IPC_yoy",0.00184200146217715
7,"FFER","VIX",0.209870399754683
7,"FFER","SP500",0.00110417971657671
7,"FFER","DXY",0.0158786887321367
7,"FFER","US_10Y",0.0229388304328271
7,"FFER","FFER",0.67846920560139
7,"FFER","Selic_rate",0.00111399811534129
7,"FFER","d_ToT",0.0541113109866964
7,"FFER","FCI_ENDO_AVG",0.00429604250999448
7,"FFER","Cred_Real_Total",0.0037761126378427
7,"FFER","IMAEP_yoy",0.00688765110063191
7,"FFER","IPC_yoy",0.00155358041187992
8,"FFER","VIX",0.203916071456206
8,"FFER","SP500",0.000991219254751348
8,"FFER","DXY",0.0165494650129311
8,"FFER","US_10Y",0.0248342440308921
8,"FFER","FFER",0.671652228064229
8,"FFER","Selic_rate",0.000986320050577447
8,"FFER","d_ToT",0.0627040015529586
8,"FFER","FCI_ENDO_AVG",0.00463649242607071
8,"FFER","Cred_Real_Total",0.0049277950492991
8,"FFER","IMAEP_yoy",0.00744841055456538
8,"FFER","IPC_yoy",0.00135375254751916
9,"FFER","VIX",0.198798951612929
9,"FFER","SP500",0.000879585757076949
9,"FFER","DXY",0.0169699409881976
9,"FFER","US_10Y",0.026636567043816
9,"FFER","FFER",0.66479317160032
9,"FFER","Selic_rate",0.00112441206088175
9,"FFER","d_ToT",0.0702457473337147
9,"FFER","FCI_ENDO_AVG",0.00496203934601501
9,"FFER","Cred_Real_Total",0.00633036697308027
9,"FFER","IMAEP_yoy",0.00803147847985402
9,"FFER","IPC_yoy",0.00122773880411518
10,"FFER","VIX",0.194558555799996
10,"FFER","SP500",0.000780472061295463
10,"FFER","DXY",0.017243431475194
10,"FFER","US_10Y",0.0284731336074572
10,"FFER","FFER",0.65751209149591
10,"FFER","Selic_rate",0.00161885655709612
10,"FFER","d_ToT",0.0767427059647857
10,"FFER","FCI_ENDO_AVG",0.00528923486339656
10,"FFER","Cred_Real_Total",0.00799744444921299
10,"FFER","IMAEP_yoy",0.0086132451261655
10,"FFER","IPC_yoy",0.00117082859949045
11,"FFER","VIX",0.191155847462338
11,"FFER","SP500",0.000709988985140196
11,"FFER","DXY",0.017438530129861
11,"FFER","US_10Y",0.0304244648678679
11,"FFER","FFER",0.649595868103954
11,"FFER","Selic_rate",0.00253062983290482
11,"FFER","d_ToT",0.0822228888412525
11,"FFER","FCI_ENDO_AVG",0.00562811720546675
11,"FFER","Cred_Real_Total",0.00993564750311157
11,"FFER","IMAEP_yoy",0.00916860350020859
11,"FFER","IPC_yoy",0.00118941356789459
12,"FFER","VIX",0.188515389768264
12,"FFER","SP500",0.00068764221247421
12,"FFER","DXY",0.0175993641237906
12,"FFER","US_10Y",0.032540600842633
12,"FFER","FFER",0.640933538819959
12,"FFER","Selic_rate",0.00389469889880955
12,"FFER","d_ToT",0.0867273640426449
12,"FFER","FCI_ENDO_AVG",0.00598420362591576
12,"FFER","Cred_Real_Total",0.0121446463091961
12,"FFER","IMAEP_yoy",0.00967516310392129
12,"FFER","IPC_yoy",0.00129738825239195
13,"FFER","VIX",0.186546993923416
13,"FFER","SP500",0.000735062879342583
13,"FFER","DXY",0.0177533509938623
13,"FFER","US_10Y",0.0348505163515413
13,"FFER","FFER",0.631480941062963
13,"FFER","Selic_rate",0.0057231627257219
13,"FFER","d_ToT",0.090306338872444
13,"FFER","FCI_ENDO_AVG",0.00635973822952031
13,"FFER","Cred_Real_Total",0.0146171776501126
13,"FFER","IMAEP_yoy",0.0101152256883713
13,"FFER","IPC_yoy",0.00151149162270475
14,"FFER","VIX",0.185156939558965
14,"FFER","SP500",0.000874880019181403
14,"FFER","DXY",0.017916656650961
14,"FFER","US_10Y",0.0373674310207656
14,"FFER","FFER",0.621241404284196
14,"FFER","Selic_rate",0.00800809307687862
14,"FFER","d_ToT",0.093017332249397
14,"FFER","FCI_ENDO_AVG",0.00675446812628624
14,"FFER","Cred_Real_Total",0.0173391750950449
14,"FFER","IMAEP_yoy",0.0104765189200722
14,"FFER","IPC_yoy",0.00184710099825149
15,"FFER","VIX",0.18425384182888
15,"FFER","SP500",0.00112967809744425
15,"FFER","DXY",0.0180979049403028
15,"FFER","US_10Y",0.0400918560179905
15,"FFER","FFER",0.610254603942669
15,"FFER","Selic_rate",0.010724299069498
15,"FFER","d_ToT",0.094924315900529
