"shock","response","horizon","irf_val","lower","upper"
"SP500","IPC_yoy",23,-0.0674601452550986,-0.12465562177901,0.00689908721484285
"SP500","IPC_yoy",24,-0.068955947515161,-0.12300598241414,0.0052179162017364
"DXY","FCI_ENDO_AVG",0,0.0313452489888094,0.0170947371218602,0.0428082431815483
"DXY","FCI_ENDO_AVG",1,0.0239365019865969,0.000973306840909979,0.0397079486112672
"DXY","FCI_ENDO_AVG",2,0.0304230754643773,0.00671048134444336,0.0487527520169174
"DXY","FCI_ENDO_AVG",3,0.0373428839761724,0.0100936518878892,0.0562344288211739
"DXY","FCI_ENDO_AVG",4,0.0451031948869643,0.0130618194602642,0.0656803526463052
"DXY","FCI_ENDO_AVG",5,0.0526638390597875,0.01653040042764,0.0733944057788142
"DXY","FCI_ENDO_AVG",6,0.0597762703625383,0.0192492949809202,0.0807981344443451
"DXY","FCI_ENDO_AVG",7,0.0663335635276105,0.0220625699536843,0.0877548949718904
"DXY","FCI_ENDO_AVG",8,0.0722923534022603,0.0240185523951363,0.0930836254125545
"DXY","FCI_ENDO_AVG",9,0.0776273445042379,0.0246980028035524,0.0984070015023027
"DXY","FCI_ENDO_AVG",10,0.0823233614659703,0.0246778215885855,0.101781915991244
"DXY","FCI_ENDO_AVG",11,0.0863766698782535,0.0227070968823625,0.106390761907849
"DXY","FCI_ENDO_AVG",12,0.0897933888841792,0.0230237882169202,0.108208365902468
"DXY","FCI_ENDO_AVG",13,0.0925885550078023,0.0218910787695254,0.111006710033784
"DXY","FCI_ENDO_AVG",14,0.0947846575725522,0.0200774016387951,0.11215509277145
"DXY","FCI_ENDO_AVG",15,0.0964102746858434,0.0187244218317651,0.113060213471477
"DXY","FCI_ENDO_AVG",16,0.0974987102544333,0.0163717503920782,0.112920337766917
"DXY","FCI_ENDO_AVG",17,0.0980867515090686,0.0134541868305824,0.112362277047013
"DXY","FCI_ENDO_AVG",18,0.098213552283435,0.00993596747189526,0.112473152288741
"DXY","FCI_ENDO_AVG",19,0.0979196563351495,0.00735215123724913,0.110221566826315
"DXY","FCI_ENDO_AVG",20,0.0972461551108402,0.00540173512697478,0.1083722286326
"DXY","FCI_ENDO_AVG",21,0.0962339729352879,0.00214734179210367,0.106113847330439
"DXY","FCI_ENDO_AVG",22,0.0949232696875958,-0.000924232918850335,0.1043794027354
"DXY","FCI_ENDO_AVG",23,0.093352950893543,-0.00342424689871966,0.102702878505469
"DXY","FCI_ENDO_AVG",24,0.0915602751426897,-0.00619959007239064,0.101500287878986
"DXY","Cred_Real_Total",0,0.0845982166233151,-0.179147557085869,0.297531872890035
"DXY","Cred_Real_Total",1,0.202042772564457,-0.164764991741239,0.495088883519571
"DXY","Cred_Real_Total",2,0.159514932285639,-0.232307066616895,0.438025540106004
"DXY","Cred_Real_Total",3,0.0656230820397645,-0.363735882382161,0.360727185574809
"DXY","Cred_Real_Total",4,-0.0371745616873114,-0.47201641307781,0.276287891959039
"DXY","Cred_Real_Total",5,-0.138175497172953,-0.573669155241335,0.200378367795991
"DXY","Cred_Real_Total",6,-0.237868222961028,-0.695077934011981,0.142081763555561
"DXY","Cred_Real_Total",7,-0.334918251832621,-0.803479297403589,0.0569078788946762
"DXY","Cred_Real_Total",8,-0.428404017125791,-0.900961193620981,0.000986700575708041
"DXY","Cred_Real_Total",9,-0.517231060271884,-0.978378599644235,-0.0539493473191564
"DXY","Cred_Real_Total",10,-0.600563699297977,-1.07322719690946,-0.0965397792495346
"DXY","Cred_Real_Total",11,-0.677761683346732,-1.13711756183864,-0.136730616599457
"DXY","Cred_Real_Total",12,-0.748408318941871,-1.18496716362791,-0.151767190800891
"DXY","Cred_Real_Total",13,-0.812275142628902,-1.23159144144278,-0.164353834358499
"DXY","Cred_Real_Total",14,-0.86929497202756,-1.2694237421363,-0.176321097690245
"DXY","Cred_Real_Total",15,-0.91953010625545,-1.28851350188812,-0.196843933850186
"DXY","Cred_Real_Total",16,-0.963145144555152,-1.32000094986584,-0.201266810974558
"DXY","Cred_Real_Total",17,-1.00038305475537,-1.34106664044055,-0.208002231720987
"DXY","Cred_Real_Total",18,-1.0315451740234,-1.32984897687858,-0.218080214238648
"DXY","Cred_Real_Total",19,-1.05697451344152,-1.30810329058951,-0.212372503451951
"DXY","Cred_Real_Total",20,-1.07704197921436,-1.30705369186054,-0.220820775685911
"DXY","Cred_Real_Total",21,-1.09213503535826,-1.32973026558398,-0.211687444153669
"DXY","Cred_Real_Total",22,-1.10264842649926,-1.30881932562137,-0.208654878081106
"DXY","Cred_Real_Total",23,-1.10897663170586,-1.29099978068506,-0.197729068087138
"DXY","Cred_Real_Total",24,-1.11150778250819,-1.27954163047571,-0.203455750452861
"DXY","IMAEP_yoy",0,-0.0288793500441332,-0.367181939791005,0.274051368893216
"DXY","IMAEP_yoy",1,0.0185928380808754,-0.381288595970576,0.376381044053215
"DXY","IMAEP_yoy",2,-0.0967889120125714,-0.423530699905658,0.214352364808359
"DXY","IMAEP_yoy",3,-0.209468319931613,-0.479175204714999,0.10009976471587
"DXY","IMAEP_yoy",4,-0.271288968781482,-0.516723889009064,0.0608371415911216
"DXY","IMAEP_yoy",5,-0.314386359283314,-0.530977757348774,0.0203740133088518
"DXY","IMAEP_yoy",6,-0.345098476379792,-0.534270243712683,-0.0064798097179493
"DXY","IMAEP_yoy",7,-0.366243277240506,-0.532761989007753,-0.0326073230879348
