"proxy","response","horizon","ci_lower","ci_upper","n_boot_valid"
"GFC_PCA","IMAEP_yoy",2,-10.6714501540398,11.2365228184868,500
"GFC_PCA","IMAEP_yoy",3,-7.83813896945022,7.72288908067348,500
"GFC_PCA","IMAEP_yoy",4,-5.9857939576484,5.21907950488451,500
"GFC_PCA","IMAEP_yoy",5,-4.38831428533059,3.58747820715958,500
"GFC_PCA","IMAEP_yoy",6,-3.62673299381734,2.96850058872458,500
"GFC_PCA","IMAEP_yoy",7,-3.51646571581785,2.41044026353046,500
"GFC_PCA","IMAEP_yoy",8,-3.25855969177646,1.86494505554087,500
"GFC_PCA","IMAEP_yoy",9,-2.91027092539186,1.67131571126031,500
"GFC_PCA","IMAEP_yoy",10,-2.7224430131587,1.40853850075272,500
"GFC_PCA","IMAEP_yoy",11,-2.57836904443268,1.20316300127972,500
"GFC_PCA","IMAEP_yoy",12,-2.3355761114345,1.04231358123289,500
"GFC_PCA","IMAEP_yoy",13,-2.0941785922392,0.93499973655973,500
"GFC_PCA","IMAEP_yoy",14,-1.85954721886458,0.859432866410485,500
"GFC_PCA","IMAEP_yoy",15,-1.77999370341407,0.788168208543453,500
"GFC_PCA","IMAEP_yoy",16,-1.68950347657444,0.723237599922287,500
"GFC_PCA","IMAEP_yoy",17,-1.41098509247338,0.672606438393373,500
"GFC_PCA","IMAEP_yoy",18,-1.15030433955401,0.617309193029077,500
"GFC_PCA","IMAEP_yoy",19,-0.977267145377233,0.54878733217617,500
"GFC_PCA","IMAEP_yoy",20,-0.899694026632538,0.476845798039123,500
"GFC_PCA","IMAEP_yoy",21,-0.851044194304425,0.47356744104561,500
"GFC_PCA","IMAEP_yoy",22,-0.77089794275734,0.431379579685224,500
"GFC_PCA","IMAEP_yoy",23,-0.74613034201445,0.392445723165511,500
"GFC_PCA","IMAEP_yoy",24,-0.695750771145629,0.356686058557755,500
"GFC_PCA","IPC_yoy",0,-7.05757675523586,11.823518879038,500
"GFC_PCA","IPC_yoy",1,-6.56706914213076,14.6761982007178,500
"GFC_PCA","IPC_yoy",2,-6.41007831445216,14.7309260848829,500
"GFC_PCA","IPC_yoy",3,-5.89814596781688,12.9395975787435,500
"GFC_PCA","IPC_yoy",4,-5.32457300134494,12.8866836770532,500
"GFC_PCA","IPC_yoy",5,-4.75628230988241,11.6183941785161,500
"GFC_PCA","IPC_yoy",6,-4.31473697183383,10.4225100137401,500
"GFC_PCA","IPC_yoy",7,-3.76107001567766,9.31059188261132,500
"GFC_PCA","IPC_yoy",8,-3.24307185847905,7.74441536213521,500
"GFC_PCA","IPC_yoy",9,-3.05215248004742,6.96031769628263,500
"GFC_PCA","IPC_yoy",10,-2.81866909761205,6.23800254591309,500
"GFC_PCA","IPC_yoy",11,-2.57833053765852,5.54109947951362,500
"GFC_PCA","IPC_yoy",12,-2.2768448881152,4.95180644363231,500
"GFC_PCA","IPC_yoy",13,-2.03257755463276,4.42276770449927,500
"GFC_PCA","IPC_yoy",14,-1.79145977845328,3.92906331049363,500
"GFC_PCA","IPC_yoy",15,-1.69469026582716,3.47465584565833,500
"GFC_PCA","IPC_yoy",16,-1.50436863633775,2.94799893874891,500
"GFC_PCA","IPC_yoy",17,-1.29984298144863,2.62534203333929,500
"GFC_PCA","IPC_yoy",18,-1.10200954954398,2.32712428105569,500
"GFC_PCA","IPC_yoy",19,-1.06634208150227,2.06172853814311,500
"GFC_PCA","IPC_yoy",20,-0.899519014941481,1.83727940437968,500
"GFC_PCA","IPC_yoy",21,-0.825789083750641,1.61831170042692,500
"GFC_PCA","IPC_yoy",22,-0.725101936256717,1.34630914466666,500
"GFC_PCA","IPC_yoy",23,-0.667051040432534,1.15805615223989,500
"GFC_PCA","IPC_yoy",24,-0.636688508162435,1.01627208650171,500
