"window_size","fecha","correlation"
36,2015-02-01,0.818937960354377
36,2015-03-01,0.800600624694184
36,2015-04-01,0.762855368904149
36,2015-05-01,0.713849418274315
36,2015-06-01,0.640024050691715
36,2015-07-01,0.56092311689122
36,2015-08-01,0.380820106499431
36,2015-09-01,0.22187665307752
36,2015-10-01,0.019089738624401
36,2015-11-01,0.184366601542371
36,2015-12-01,0.379093363789971
36,2016-01-01,0.655007152368404
36,2016-02-01,0.784904710813187
36,2016-03-01,0.848579486327921
36,2016-04-01,0.906645096775579
36,2016-05-01,0.949643833088516
36,2016-06-01,0.967468485217223
36,2016-07-01,0.976315356996314
36,2016-08-01,0.983178262349475
36,2016-09-01,0.984293724331381
36,2016-10-01,0.984110471491112
36,2016-11-01,0.983765355182676
36,2016-12-01,0.976514393609963
36,2017-01-01,0.97492129992452
36,2017-02-01,0.971917629415173
36,2017-03-01,0.970228861682732
36,2017-04-01,0.967654738720843
36,2017-05-01,0.961881273954387
36,2017-06-01,0.944408213607218
36,2017-07-01,0.918486476507345
36,2017-08-01,0.875685867610172
36,2017-09-01,0.824950074957924
36,2017-10-01,0.768935816551454
36,2017-11-01,0.702830340470739
36,2017-12-01,0.587446938884883
36,2018-01-01,0.465964017332058
36,2018-02-01,0.396622874826068
36,2018-03-01,0.257408688862126
36,2018-04-01,0.13025907748586
36,2018-05-01,-0.0322415596703083
36,2018-06-01,-0.174171188561955
36,2018-07-01,-0.301896553652205
36,2018-08-01,-0.345642213325339
36,2018-09-01,-0.395024018988204
36,2018-10-01,-0.269223082159343
36,2018-11-01,0.410964577679913
36,2018-12-01,0.676355192939441
36,2019-01-01,0.774072997128767
36,2019-02-01,0.836604502619987
36,2019-03-01,0.872106173296251
36,2019-04-01,0.889596620776945
36,2019-05-01,0.900482502226929
36,2019-06-01,0.905871046939557
36,2019-07-01,0.903868004449434
36,2019-08-01,0.901528573732175
36,2019-09-01,0.897598822571089
36,2019-10-01,0.906048802357652
36,2019-11-01,0.915991398966583
36,2019-12-01,0.917348111594527
36,2020-01-01,0.912734093254363
36,2020-02-01,0.910640683803953
36,2020-03-01,0.89049777691322
36,2020-04-01,0.862215519338324
36,2020-05-01,0.215539046325434
36,2020-06-01,0.184386753747577
36,2020-07-01,0.158868704842682
36,2020-08-01,0.134968345088717
36,2020-09-01,0.0470413683913242
36,2020-10-01,-0.00561953456106116
36,2020-11-01,-0.0472649551111578
36,2020-12-01,-0.157076984220471
36,2021-01-01,-0.211586688577175
36,2021-02-01,-0.246776682443736
36,2021-03-01,-0.293148071222227
36,2021-04-01,-0.316320285861712
36,2021-05-01,-0.321728071510571
36,2021-06-01,-0.341672041086087
36,2021-07-01,-0.348788455054128
36,2021-08-01,-0.389111570760719
36,2021-09-01,-0.386441348212405
36,2021-10-01,-0.380765757811293
36,2021-11-01,-0.357476383264115
36,2021-12-01,-0.335153474612945
36,2022-01-01,-0.312659120625111
36,2022-02-01,-0.294249738240671
36,2022-03-01,-0.292950518830398
36,2022-04-01,-0.254889685559341
36,2022-05-01,-0.173808205155328
36,2022-06-01,-0.0934961260978294
36,2022-07-01,-0.0388715040382852
36,2022-08-01,-0.048563330819693
36,2022-09-01,-0.108409548285223
36,2022-10-01,-0.218727395565832
36,2022-11-01,-0.281134946343449
36,2022-12-01,-0.317091966499457
36,2023-01-01,-0.346554891517809
36,2023-02-01,-0.408257473738131
36,2023-03-01,-0.490324048118718
36,2023-04-01,0.613017282828516
36,2023-05-01,0.710279140414156
36,2023-06-01,0.767428593049827
36,2023-07-01,0.802213091228004
36,2023-08-01,0.835725628998115
36,2023-09-01,0.845951146154541
36,2023-10-01,0.853479265448765
36,2023-11-01,0.86222771531337
36,2023-12-01,0.844152050633827
36,2024-01-01,0.834873654427987
36,2024-02-01,0.834663041004455
36,2024-03-01,0.830650664637041
36,2024-04-01,0.78798022505804
36,2024-05-01,0.751396815216573
36,2024-06-01,0.685420172573593
36,2024-07-01,0.598141585353225
36,2024-08-01,-0.413351831700863
36,2024-09-01,-0.174249560881269
36,2024-10-01,0.0567720200010903
36,2024-11-01,0.233959728772181
36,2024-12-01,0.469891061447187
36,2025-01-01,0.607647509069743
36,2025-02-01,0.739839090830368
36,2025-03-01,0.838067325503053
36,2025-04-01,0.899222727004574
36,2025-05-01,0.923948215480056
36,2025-06-01,0.943780304921282
36,2025-07-01,0.9558494030809
36,2025-08-01,0.964055217649588
36,2025-09-01,0.967356789605244
36,2025-10-01,0.962382148379568
36,2025-11-01,0.957241741139522
36,2025-12-01,0.954128744743452
48,1999-12-01,0.269900391728643
48,2000-01-01,0.252733156304318
48,2000-02-01,0.259423106262007
48,2000-03-01,0.262011020285871
48,2000-04-01,0.242525550187484
48,2000-05-01,0.19312370622629
48,2000-06-01,0.137189510697247
48,2000-07-01,-0.0656197993666884
48,2000-08-01,-0.00880454836796404
48,2000-09-01,0.0670224498113989
48,2000-10-01,0.115630016429345
48,2000-11-01,0.129638476504582
48,2000-12-01,0.0984985551733541
48,2001-01-01,0.0759356018536126
48,2001-02-01,0.0425022884271499
48,2001-03-01,0.0298832127703132
48,2001-04-01,0.0169853015702491
48,2001-05-01,-0.00245264004706124
48,2001-06-01,-0.0363605577210329
48,2001-07-01,-0.0429071690067089
48,2001-08-01,-0.048161037416284
48,2001-09-01,-0.0546002724303411
48,2001-10-01,-0.0600489999566282
48,2001-11-01,-0.0659634844632866
48,2001-12-01,-0.0681781743519535
48,2002-01-01,-0.0726896719151246
48,2002-02-01,-0.0844809681119566
48,2002-03-01,-0.0997954454652121
48,2002-04-01,-0.108170338141084
48,2002-05-01,-0.0969545658066536
48,2002-06-01,-0.0727808360988835
48,2002-07-01,-0.0907126976678284
48,2002-08-01,-0.163500192524977
48,2002-09-01,0.209223962039668
48,2002-10-01,0.268863251894654
48,2002-11-01,0.334646378515159
48,2002-12-01,0.405235466732532
48,2003-01-01,0.4443452349761
48,2003-02-01,0.499810070365873
48,2003-03-01,0.550714465217694
48,2003-04-01,0.582152605132189
48,2003-05-01,0.599136966146926
48,2003-06-01,0.594916716879577
48,2003-07-01,0.563588326857254
48,2003-08-01,0.499293007791975
48,2003-09-01,0.351802488748261
48,2003-10-01,0.129896419334868
48,2003-11-01,-0.0632576572889535
48,2003-12-01,-0.202014253293434
48,2004-01-01,-0.278439249224381
48,2004-02-01,-0.342881615008471
48,2004-03-01,-0.408515806913647
48,2004-04-01,-0.468805433922089
48,2004-05-01,-0.510616966460567
48,2004-06-01,-0.54451362377777
48,2004-07-01,-0.569547307529409
48,2004-08-01,-0.591573441997696
48,2004-09-01,0.607876260867213
48,2004-10-01,0.620144771448136
48,2004-11-01,0.630843764782575
48,2004-12-01,0.646762067036064
48,2005-01-01,0.666162905836511
48,2005-02-01,0.688458317349016
48,2005-03-01,0.709883585907698
48,2005-04-01,0.732686751299782
48,2005-05-01,0.757551180804587
48,2005-06-01,0.786402424666301
48,2005-07-01,0.83194749857741
48,2005-08-01,0.870994303688477
48,2005-09-01,0.904782598669282
48,2005-10-01,0.92780414140301
48,2005-11-01,0.940470422066532
48,2005-12-01,0.947839186496749
48,2006-01-01,0.956165183419051
48,2006-02-01,0.959291549198714
48,2006-03-01,0.959106634468786
48,2006-04-01,0.956876346253718
48,2006-05-01,0.954121486163601
48,2006-06-01,0.951030089399473
48,2006-07-01,0.949321105057831
48,2006-08-01,0.946525646243003
48,2006-09-01,0.941147930479397
48,2006-10-01,0.93473756483811
48,2006-11-01,0.928606689838767
48,2006-12-01,0.9221667837195
48,2007-01-01,0.90785464073372
48,2007-02-01,0.877459570305482
48,2007-03-01,0.81681284949505
48,2007-04-01,0.778454697540913
48,2007-05-01,0.758394652848207
48,2007-06-01,0.729256665482624
48,2007-07-01,0.70526811986277
48,2007-08-01,0.647658680033013
48,2007-09-01,0.589801857394156
48,2007-10-01,0.546141708418237
48,2007-11-01,0.500795828575547
48,2007-12-01,0.445963835248161
48,2008-01-01,0.371463969944635
48,2008-02-01,0.276871624753306
48,2008-03-01,0.154692745882165
48,2008-04-01,0.0142116346682261
48,2008-05-01,-0.0549675578298747
48,2008-06-01,-0.0824965621412822
48,2008-07-01,-0.0563135500294507
48,2008-08-01,-0.0435997916060164
48,2008-09-01,-0.013874878424449
48,2008-10-01,-0.0571987779700696
48,2008-11-01,-0.0944143078638172
48,2008-12-01,-0.144276606566026
48,2009-01-01,-0.185117949023699
48,2009-02-01,-0.234482274411715
48,2009-03-01,-0.285726760852143
48,2009-04-01,-0.320407697721025
48,2009-05-01,-0.342388921728247
48,2009-06-01,-0.365481809488393
48,2009-07-01,-0.383263824905434
48,2009-08-01,-0.406857260419256
48,2009-09-01,-0.422987086859394
48,2009-10-01,-0.434665640815666
48,2009-11-01,-0.444954155272748
48,2009-12-01,-0.453912476597999
48,2010-01-01,-0.451409441781297
48,2010-02-01,-0.462238540408134
48,2010-03-01,-0.477246001296959
48,2010-04-01,-0.508400134694553
48,2010-05-01,-0.545229916074072
48,2010-06-01,-0.588446386409393
48,2010-07-01,-0.620254133266354
48,2010-08-01,-0.645879442703941
48,2010-09-01,-0.658121711389015
48,2010-10-01,-0.684222760480983
48,2010-11-01,-0.72839280477117
48,2010-12-01,-0.776159285611825
48,2011-01-01,-0.842074128133621
48,2011-02-01,0.931672482599736
48,2011-03-01,0.953944377633159
48,2011-04-01,0.921619167558955
48,2011-05-01,0.86557473173777
48,2011-06-01,0.778363408377001
48,2011-07-01,0.75544052080589
48,2011-08-01,0.740403373179893
48,2011-09-01,0.725705997026077
48,2011-10-01,0.707229631018952
48,2011-11-01,0.704696668932139
48,2011-12-01,0.660267266046195
48,2012-01-01,0.723003080815472
48,2012-02-01,0.797061759170889
48,2012-03-01,0.849266153680717
48,2012-04-01,0.843203266112542
48,2012-05-01,-0.63480488432694
48,2012-06-01,-0.624535041245861
48,2012-07-01,-0.644754372728816
48,2012-08-01,-0.679192827051723
48,2012-09-01,-0.707163051368111
48,2012-10-01,-0.690774691254936
48,2012-11-01,-0.695285957918785
48,2012-12-01,-0.7090707197105
48,2013-01-01,-0.735107369962694
48,2013-02-01,-0.765113699933459
48,2013-03-01,-0.782174249686164
48,2013-04-01,-0.783115500533221
48,2013-05-01,-0.781808954311357
48,2013-06-01,-0.782205800933399
48,2013-07-01,-0.783582648738023
48,2013-08-01,-0.785792345715178
48,2013-09-01,0.788051485637792
48,2013-10-01,0.788872983306333
48,2013-11-01,0.788729147017705
48,2013-12-01,0.779540556685421
48,2014-01-01,0.790252375372413
48,2014-02-01,0.795726870424606
48,2014-03-01,0.786868381539059
48,2014-04-01,0.776847090567541
48,2014-05-01,0.777816136530969
48,2014-06-01,0.793498271145851
48,2014-07-01,0.84392155650426
48,2014-08-01,0.861031618261462
48,2014-09-01,0.782966749003892
48,2014-10-01,0.752073509821166
48,2014-11-01,0.737880305907711
48,2014-12-01,0.719831221236645
48,2015-01-01,0.726858509564208
48,2015-02-01,0.739118561145301
48,2015-03-01,0.729323368322203
48,2015-04-01,0.710586230862743
48,2015-05-01,0.687472929558076
48,2015-06-01,0.666418389518326
48,2015-07-01,0.639854617253989
48,2015-08-01,0.645855252332456
48,2015-09-01,0.368738768468827
48,2015-10-01,0.198940801401951
48,2015-11-01,0.0283353027885827
48,2015-12-01,-0.145229586126237
48,2016-01-01,0.534487093818195
48,2016-02-01,0.73986829558354
48,2016-03-01,0.79677391905201
48,2016-04-01,0.841924608018155
48,2016-05-01,0.876319181856335
48,2016-06-01,0.9001904397461
48,2016-07-01,0.917070876959994
48,2016-08-01,0.933257262074885
48,2016-09-01,0.942773977178318
48,2016-10-01,0.948493474602231
48,2016-11-01,0.950382270469048
48,2016-12-01,0.945592983191384
48,2017-01-01,0.945157134138596
48,2017-02-01,0.944688782611591
48,2017-03-01,0.943245371744158
48,2017-04-01,0.946285774961293
48,2017-05-01,0.951369404153183
48,2017-06-01,0.949107884337462
48,2017-07-01,0.943695369539992
48,2017-08-01,0.937997021351104
48,2017-09-01,0.9227323520038
48,2017-10-01,0.90558881357473
48,2017-11-01,0.885141654085773
48,2017-12-01,0.852305815200287
48,2018-01-01,0.819684357791537
48,2018-02-01,0.811831613244312
48,2018-03-01,0.790850462358116
48,2018-04-01,0.766301849702629
48,2018-05-01,0.725869349325239
48,2018-06-01,0.649003075309187
48,2018-07-01,0.582131562370397
48,2018-08-01,0.523213092774841
48,2018-09-01,0.475764475901157
48,2018-10-01,0.441074278698091
48,2018-11-01,0.402303354536604
48,2018-12-01,0.318487490528394
48,2019-01-01,0.28052191259847
48,2019-02-01,0.226046679193752
48,2019-03-01,0.465155736110153
48,2019-04-01,0.708032093209274
48,2019-05-01,0.747612276137153
48,2019-06-01,0.760110347223362
48,2019-07-01,0.780563816201297
48,2019-08-01,0.794970466457454
48,2019-09-01,0.815336275487847
48,2019-10-01,0.831489368143551
48,2019-11-01,0.839847354803698
48,2019-12-01,0.859363994296107
48,2020-01-01,0.875533782658987
48,2020-02-01,0.893722650262549
48,2020-03-01,0.897102683424598
48,2020-04-01,0.878604988304876
48,2020-05-01,0.882402798462283
48,2020-06-01,-0.773606700669537
48,2020-07-01,-0.0913281669231436
48,2020-08-01,-0.0651505825314487
48,2020-09-01,-0.12904042011139
48,2020-10-01,-0.19373827004127
48,2020-11-01,-0.242815436483175
48,2020-12-01,-0.310479636923815
48,2021-01-01,-0.368284617819524
48,2021-02-01,-0.403622753096082
48,2021-03-01,-0.418073430088794
48,2021-04-01,-0.428319080802874
48,2021-05-01,-0.436097778265376
48,2021-06-01,-0.4473550081544
48,2021-07-01,-0.464568339534044
48,2021-08-01,-0.504529635951905
48,2021-09-01,-0.513144429411368
48,2021-10-01,-0.511049502915642
48,2021-11-01,-0.501880906459656
48,2021-12-01,-0.47123417891629
48,2022-01-01,-0.458828561681761
48,2022-02-01,-0.454149387994296
48,2022-03-01,-0.445059476517195
48,2022-04-01,-0.43933158772326
48,2022-05-01,-0.425012115115638
48,2022-06-01,-0.41522769477047
48,2022-07-01,-0.404512003507486
48,2022-08-01,-0.402195701536743
48,2022-09-01,-0.400239816021399
48,2022-10-01,-0.414005146136385
48,2022-11-01,-0.416963733735732
48,2022-12-01,-0.421114379004347
48,2023-01-01,-0.419384532710452
48,2023-02-01,-0.443818519226355
48,2023-03-01,-0.475899496570693
48,2023-04-01,-0.488879316971058
48,2023-05-01,-0.505074536804197
48,2023-06-01,-0.521381077048132
48,2023-07-01,-0.53302461819432
48,2023-08-01,0.549130876419051
48,2023-09-01,0.559354017819593
48,2023-10-01,-0.573895101870548
48,2023-11-01,-0.590379356048345
48,2023-12-01,-0.592163976441866
48,2024-01-01,-0.591981024351966
48,2024-02-01,-0.593313780668506
48,2024-03-01,-0.615143782767786
48,2024-04-01,-0.656012234761289
48,2024-05-01,-0.679372625028545
48,2024-06-01,-0.661065658581938
48,2024-07-01,-0.633113138423136
48,2024-08-01,-0.595180521289707
48,2024-09-01,-0.524804998240091
48,2024-10-01,-0.456964186587561
48,2024-11-01,-0.388771386644199
48,2024-12-01,-0.247923729244575
48,2025-01-01,-0.152084644142233
48,2025-02-01,-0.0726952023180598
48,2025-03-01,0.0196057635137254
48,2025-04-01,0.096097484557028
48,2025-05-01,0.171392517914362
48,2025-06-01,0.292833447220833
48,2025-07-01,0.413085592802256
48,2025-08-01,0.566139221010159
48,2025-09-01,0.621254067895297
48,2025-10-01,0.658842146766072
48,2025-11-01,0.686347066430606
48,2025-12-01,0.747712066527706
60,2000-12-01,0.0145068552696993
60,2001-01-01,-0.00457883417450997
60,2001-02-01,-0.0282705228663108
60,2001-03-01,-0.0207114661174936
60,2001-04-01,-0.0158042984953585
60,2001-05-01,-0.0242456406737016
60,2001-06-01,-0.0406422648157299
60,2001-07-01,-0.0351514768899853
60,2001-08-01,-0.0403766360966368
60,2001-09-01,-0.0388605191105733
60,2001-10-01,-0.0364444058118802
60,2001-11-01,-0.0303774043039774
60,2001-12-01,-0.0251814071451512
60,2002-01-01,-0.0171110303719789
60,2002-02-01,-0.0236957753234296
60,2002-03-01,-0.0394475650569099
60,2002-04-01,-0.0532861599912238
60,2002-05-01,-0.0530832809911553
60,2002-06-01,-0.055599985217764
60,2002-07-01,-0.0980345097889653
60,2002-08-01,-0.201840218945458
60,2002-09-01,0.273374648265497
60,2002-10-01,0.329729255285759
60,2002-11-01,0.365369704310978
60,2002-12-01,0.389905298649465
60,2003-01-01,0.410810971092437
60,2003-02-01,0.444315830913754
60,2003-03-01,0.464464419745837
60,2003-04-01,0.470567516817551
60,2003-05-01,0.457869805194824
60,2003-06-01,0.444304840068088
60,2003-07-01,0.387180401651564
60,2003-08-01,0.33383161789987
60,2003-09-01,0.266851822223241
60,2003-10-01,0.127799771828657
60,2003-11-01,-0.0119537732522928
60,2003-12-01,-0.126678387688694
60,2004-01-01,-0.192998608995563
60,2004-02-01,-0.242366069619045
60,2004-03-01,-0.319770737435599
60,2004-04-01,-0.389873379618856
60,2004-05-01,-0.438982865182459
60,2004-06-01,-0.489214343858403
60,2004-07-01,-0.523406843874113
60,2004-08-01,-0.549121086283623
60,2004-09-01,-0.57614441020101
60,2004-10-01,0.603668387329083
60,2004-11-01,0.628575034570876
60,2004-12-01,0.660163413787694
60,2005-01-01,0.688846419973463
60,2005-02-01,0.72008891209783
60,2005-03-01,0.74650928932202
60,2005-04-01,0.771175260984883
60,2005-05-01,0.792031333502129
60,2005-06-01,0.810487995257846
60,2005-07-01,0.824183494015314
60,2005-08-01,0.835570104569257
60,2005-09-01,0.846436602051784
60,2005-10-01,0.855377606286887
60,2005-11-01,0.864555708685998
60,2005-12-01,0.872844362626614
60,2006-01-01,0.886182508763019
60,2006-02-01,0.895950368802506
60,2006-03-01,0.906507890694034
60,2006-04-01,0.913050690848174
60,2006-05-01,0.91753993301956
60,2006-06-01,0.921714217315077
60,2006-07-01,0.930509316874268
60,2006-08-01,0.937159396569754
60,2006-09-01,0.94438483629028
60,2006-10-01,0.950617903317043
60,2006-11-01,0.95342507312797
60,2006-12-01,0.954736072350683
60,2007-01-01,0.955634387909045
60,2007-02-01,0.955120925682456
60,2007-03-01,0.951832671132963
60,2007-04-01,0.94633666712975
60,2007-05-01,0.94221662775254
60,2007-06-01,0.938175482021252
60,2007-07-01,0.934772471140067
60,2007-08-01,0.930702276335628
60,2007-09-01,0.924437536170309
60,2007-10-01,0.917037853415441
60,2007-11-01,0.907647743852314
60,2007-12-01,0.892396566159966
60,2008-01-01,0.86538650323535
60,2008-02-01,0.819368502167934
60,2008-03-01,0.76658384041898
60,2008-04-01,0.728996807835854
60,2008-05-01,0.704538342425265
60,2008-06-01,0.679896848927455
60,2008-07-01,0.65976382950213
60,2008-08-01,0.632938412560676
60,2008-09-01,0.598350687919121
60,2008-10-01,0.551594571186412
60,2008-11-01,0.479232289176868
60,2008-12-01,0.388390865880261
60,2009-01-01,0.279502619948972
60,2009-02-01,0.143157044267874
60,2009-03-01,-0.0121966101821365
60,2009-04-01,-0.154054920638277
60,2009-05-01,-0.251705695756338
60,2009-06-01,-0.335004956094357
60,2009-07-01,-0.386423357775008
60,2009-08-01,-0.435862139251318
60,2009-09-01,-0.463675263540999
60,2009-10-01,-0.475341980751724
60,2009-11-01,-0.485340705345902
60,2009-12-01,-0.494461851611723
60,2010-01-01,-0.494769305005431
60,2010-02-01,-0.501171301340893
60,2010-03-01,-0.504898024516676
60,2010-04-01,-0.507994423964538
60,2010-05-01,-0.511776237638602
60,2010-06-01,-0.524455666195029
60,2010-07-01,-0.535616466688034
60,2010-08-01,-0.543635054478296
60,2010-09-01,-0.542208415617685
60,2010-10-01,-0.536014979103159
60,2010-11-01,-0.531457733473502
60,2010-12-01,-0.524779173200797
60,2011-01-01,-0.509695511460314
60,2011-02-01,-0.513300118762105
60,2011-03-01,-0.526940197781766
60,2011-04-01,-0.555697496034474
60,2011-05-01,-0.579682487144617
60,2011-06-01,-0.602207228044825
60,2011-07-01,-0.619880316221309
60,2011-08-01,-0.641311984935179
60,2011-09-01,-0.65402083488697
60,2011-10-01,-0.673712121472999
60,2011-11-01,-0.700774775401721
60,2011-12-01,-0.731160434326369
60,2012-01-01,-0.748610978360737
60,2012-02-01,-0.735440682909662
60,2012-03-01,-0.735276197955848
60,2012-04-01,-0.776328586406554
60,2012-05-01,-0.842523204857246
60,2012-06-01,0.873096585544501
60,2012-07-01,0.905728788878315
60,2012-08-01,0.921093683427128
60,2012-09-01,0.928505973705132
60,2012-10-01,0.931736284806989
60,2012-11-01,0.933415740503053
60,2012-12-01,0.926559086976032
60,2013-01-01,0.922724694840283
60,2013-02-01,0.916934521270929
60,2013-03-01,0.908887447109807
60,2013-04-01,0.890851590426691
60,2013-05-01,0.869612852691272
60,2013-06-01,-0.848737485381301
60,2013-07-01,-0.835285880687416
60,2013-08-01,-0.83064908158299
60,2013-09-01,-0.818615119159179
60,2013-10-01,-0.794871079491215
60,2013-11-01,-0.792391426044467
60,2013-12-01,-0.789203321805885
60,2014-01-01,-0.791487063726399
60,2014-02-01,-0.801023340605883
60,2014-03-01,-0.802415727973298
