"output_var","output_label","horizon","fci_total","fci_total_se","fci_total_p","fci_direct","fci_direct_se","fci_direct_p","credit_effect","credit_p","pct_reduction","n_obs"
"IMAEP","Aggregate GDP (IMAE-P)",12,-0.403070528191887,0.627546511592384,0.521131138124953,-0.385540275617241,0.627900735992799,0.539633853940607,0.0380527254948766,0.429730757579182,4.34917746362762,330
"IMAEP_SANB","Non-Agro GDP (IMAE-P ex Agro/Binational)",12,-0.894616406349427,0.679563940602252,0.188942811719065,-0.869996026627801,0.706424156692795,0.21900521481025,0.0445168836012859,0.254312751043046,2.75205993841449,330
