"sector","horizon","beta","se","n_obs","tost_bound","t_upper","t_lower","p_upper","p_lower","tost_p","equivalence","power"
"Agricultura",4,0.659349047012754,4.14969608026837,109,3,-0.564053585542551,0.881835434747331,0.286943569307844,0.189912114755092,0.286943569307844,"INCONCLUSIVE",0.00905669465676495
