"horizon","coef","se","p_value","ci_lower","ci_upper","n_obs","sample","fci_variant","fci_col","comparison_to"
3,-1.75470476445404,1.01801417895316,0.0867018811668478,-3.42918907899317,-0.0802204499149088,171,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
4,-2.84611915178321,1.19988482146293,0.0188887543293274,-4.81975405229053,-0.872484251275892,170,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
5,-3.22449469852518,1.33356635484609,0.0167458233137634,-5.41801615407423,-1.03097324297614,169,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
6,-3.24528604047709,1.30226205652125,0.0137398231196805,-5.38731650738736,-1.10325557356683,168,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
7,-4.22722785310118,1.35620496596601,0.0021759403117274,-6.45798651025997,-1.99646919594239,167,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
8,-4.99538700452494,1.3666724786863,0.000351394241081421,-7.24336318794686,-2.74741082110302,166,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
9,-4.67088222111635,1.20238301056159,0.000151770376560036,-6.64862627702341,-2.6931381652093,165,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
10,-5.26709570388138,1.26619740799406,5.29274810641217e-05,-7.34980510285696,-3.1843863049058,164,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
11,-5.09054192594876,1.5328509679514,0.00112338939202746,-7.6118574001597,-2.56922645173783,163,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
12,-4.12581230389781,1.6599050363034,0.0140243599302578,-6.85611312325647,-1.39551148453914,162,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
13,-4.25959794277176,1.83605350197427,0.0216907260558249,-7.27963720477108,-1.23955868077243,161,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
14,-3.83880042527903,1.86495898881392,0.0412952846383328,-6.90638498214535,-0.771215868412714,160,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
15,-3.54857396086019,1.97080844701599,0.0738074247607098,-6.79026538296104,-0.306882538759353,159,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
16,-3.0036466421081,1.98419565496583,0.132227358363463,-6.26735806175999,0.260064777543791,158,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
17,-2.35416923005134,1.89124839966411,0.215210683851922,-5.46499601970502,0.756657559602344,157,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
18,-1.74604779166148,1.87809186132116,0.354075519234159,-4.83523400150364,1.34313841818067,156,"Post-IT","ENDO_exCredit (baseline)","FCI_ENDO_exCredit_AVG","N/A"
1,-0.290998274737953,0.684465066403514,0.671293696433699,-1.41684312173335,0.834846572257447,173,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
2,0.150739113144781,0.853418938374304,0.860021272460648,-1.25301012294927,1.55448834923883,172,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
3,1.16924448357543,1.026992058884,0.256607888882069,-0.520007129330285,2.85849609648114,171,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
4,0.99825331993811,1.27001166111884,0.433026168243514,-1.09072996712388,3.0872366070001,170,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
5,0.196689176971119,1.33285289903921,0.882870234971707,-1.99565874820632,2.38903710214855,169,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
6,-0.209831760086859,1.32311836435948,0.874196659099092,-2.38616780058965,1.96650428041594,168,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
7,-1.12724697188984,1.38413132998983,0.416652998911452,-3.40394041020078,1.1494464664211,167,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
8,-2.14248883910781,1.61184421259567,0.185729945579981,-4.79373663827653,0.508758960060913,166,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
9,-1.42246434442691,1.80164966333577,0.431013681259397,-4.38591432766065,1.54098563880682,165,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
10,-0.0136404914993882,1.85353584837124,0.994137869008109,-3.06243565437739,3.03515467137861,164,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
11,-0.437318840302744,1.95322903222753,0.823139409830124,-3.65009469822912,2.77545701762363,163,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
12,-1.52748763442173,2.27363289078683,0.502720508417914,-5.2672809411886,2.21230567234514,162,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
13,-1.09368200390575,2.5934390490477,0.673839650870766,-5.35950963000944,3.17214562219794,161,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
14,-1.2387137246668,2.63015724229096,0.638354039821795,-5.56493740410177,3.08750995476817,160,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
15,-2.79598109243706,2.57227334101717,0.278817656496057,-7.02699422691973,1.4350320420456,159,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
16,-3.22228837815055,2.52211161076152,0.203399121317999,-7.37079280868806,0.926216052386959,158,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
17,-3.22648886373838,2.71484075077849,0.23658046180506,-7.69200451925202,1.23902679177527,157,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
18,-2.76618074858257,2.50534487338689,0.271373543559496,-6.88710635033727,1.35474485317212,156,"Post-IT","EXO (baseline)","FCI_EXO_AVG","N/A"
