"horizon","coef_high","se_high","p_high","ci_high_lo","ci_high_hi","coef_low","se_low","p_low","ci_low_lo","ci_low_hi","diff_p","n_obs","threshold_sd","pct_crisis"
7,-6.87358468872749,1.98653538129976,0.000610261766574773,-10.1411446157258,-3.60602476172915,-7.93809024483991,2.04973261537651,0.000129553179503981,-11.3096003715227,-4.56658011815714,0.58585258666966,339,1.5,4.88505747126437
8,-8.24593737075864,1.99517521074904,4.53949727207441e-05,-11.5277085525629,-4.96416618895442,-9.4364101136997,2.16901902493614,1.80966460842735e-05,-13.0041289237927,-5.86869130360676,0.568484228941461,338,1.5,4.88505747126437
9,-7.4598501962528,2.01812306302038,0.000255822493862198,-10.7793672360963,-4.14033315640932,-9.21211288861081,2.47452013884731,0.00023149671621788,-13.2823363139583,-5.14188946326336,0.438106217208446,337,1.5,4.88505747126437
10,-7.82247606994758,2.10605590893161,0.000239214499319105,-11.2866297703163,-4.35832236957885,-10.0297035085107,2.75371112773987,0.000313720183119209,-14.5591552445502,-5.50025177247114,0.358714553282774,336,1.5,4.88505747126437
11,-9.26727731271306,2.19127477158048,3.04372921545285e-05,-12.8716035683945,-5.66295105703165,-11.7650185327523,3.04552784411218,0.000134868277725482,-16.7744660531219,-6.75557101238271,0.328055522617118,335,1.5,4.88505747126437
12,-8.27997266221752,2.19831792890902,0.000196188322801705,-11.895883880776,-4.66406144365908,-11.0752815868109,3.15162494108692,0.00050312721903732,-16.2592433019485,-5.89131987167339,0.289116906140657,334,1.5,4.88505747126437
13,-7.89866879445102,2.29934732472422,0.000668495121543802,-11.6807585811448,-4.11657900775723,-11.480688060741,3.41588207326495,0.00086865193686841,-17.0993140781894,-5.86206204329266,0.188301205967942,333,1.5,4.88505747126437
14,-7.30411767135709,2.18009041731208,0.000901724733380525,-10.890047301355,-3.71818804135917,-11.2370678770966,3.41802304074946,0.00112070297632454,-16.859215472677,-5.61492028151612,0.146203194045115,332,1.5,4.88505747126437
15,-7.10449393912918,2.18068266337996,0.00124091807553593,-10.6913977272199,-3.51759015103846,-11.4775986158846,3.49713026170232,0.00114277075930402,-17.2298660107674,-5.72533122100181,0.107450264034607,331,1.5,4.88505747126437
16,-5.51953614010023,2.25635800017248,0.0149678410313806,-9.2309147803849,-1.80815749981556,-10.2313513283326,3.36192011532281,0.00253140171178462,-15.7612178235424,-4.70148483312272,0.0809371355042214,330,1.5,4.88505747126437
17,-4.50667594238876,2.3438236014476,0.0553857544139865,-8.3619226941643,-0.651429190613217,-9.69187786960787,3.27488011013508,0.00330957281569899,-15.0785762965948,-4.30517944262094,0.0536356628695888,329,1.5,4.88505747126437
18,-3.70350372152428,2.4721140548152,0.135083807613304,-7.76976949082477,0.3627620477762,-9.26933343667336,3.28910477953187,0.00512810675873837,-14.6794293627098,-3.85923751063694,0.0368422437784783,328,1.5,4.88505747126437
19,-2.79795176085785,2.36795615918926,0.238243308336304,-6.69289303776238,1.09698951604667,-8.49314128383128,3.17820029573309,0.00791768128567592,-13.7208155674461,-3.26546700021647,0.0304792351760571,327,1.5,4.88505747126437
20,-2.01722378549723,2.51910730600288,0.423859344191032,-6.16078657445601,2.12633900346156,-8.21117860760342,3.26341288373311,0.0123540356971788,-13.579015125652,-2.84334208955485,0.0173457668624351,326,1.5,4.88505747126437
21,-1.28568301437723,2.41632236868438,0.595039181461017,-5.26017962639171,2.68881359763724,-7.56779242922586,3.08978400755027,0.0148511476374458,-12.6500348605416,-2.48554999791014,0.0132078121636293,325,1.5,4.88505747126437
22,-0.161345085049693,2.36223874262962,0.945588342001047,-4.0468820485893,3.72419187848992,-6.79642290569405,2.90367027747414,0.0198688875473556,-11.5725354930686,-2.02031031831953,0.00711725012719788,324,1.5,4.88505747126437
23,1.58979788303867,2.5482273505912,0.533152550926093,-2.60166311687821,5.78125888295555,-5.54577249877234,2.7410349914325,0.0438872811128075,-10.054373846031,-1.0371711515137,0.00288962485003219,323,1.5,4.88505747126437
24,2.66048464670697,2.49903224084633,0.287867074408737,-1.45005759851778,6.77102689193173,-4.80645655173723,2.72935932752899,0.0792021700160988,-9.29585314087711,-0.31705996259735,0.00132295285862472,322,1.5,4.88505747126437
1,-2.55939186242758,1.06045045241316,0.0163300778709333,-4.30367763528169,-0.815106089573473,-2.53611533931753,1.02391212764272,0.0137405711702491,-4.22030091615026,-0.851929762484801,0.96608004411715,345,2,3.16091954022989
2,-2.94011825576932,1.26517357135902,0.0207241192771288,-5.02114359334235,-0.859092918196298,-2.84036259566516,1.24034051355782,0.0226377561801143,-4.88054118804559,-0.800184003284725,0.892226294063675,344,2,3.16091954022989
3,-3.98647266504299,1.35503004294736,0.00348701369587108,-6.21529874581316,-1.75764658427281,-3.89257055463823,1.31882128796154,0.00338340547199838,-6.06183853344258,-1.72330257583388,0.919521420186057,343,2,3.16091954022989
4,-5.76688383337479,1.46740007362424,0.000103154376900774,-8.18054216666448,-3.35322550008511,-5.87415702120377,1.51263098737461,0.000124034959909636,-8.36221358702609,-3.38610045538146,0.926352156556277,342,2,3.16091954022989
5,-6.41985383831826,1.63678423010886,0.000106444991796881,-9.1121243157498,-3.72758336088673,-6.59780387807555,1.76279360055097,0.000214082764453462,-9.49734132550866,-3.69826643064244,0.898376536830782,341,2,3.16091954022989
6,-6.01425643421548,1.86612431837405,0.00139429378795095,-9.08375778763537,-2.94475508079559,-6.36873650876428,1.97969907385172,0.00142209208961561,-9.62505171066174,-3.11242130686681,0.826734020496687,340,2,3.16091954022989
7,-7.25899707233335,1.85400630027858,0.000109534422298979,-10.3085660597374,-4.20942808492925,-7.73699139544153,2.02584201207197,0.000159708854968688,-11.0692049766288,-4.40477781425429,0.791305022088186,339,2,3.16091954022989
8,-8.50683756857379,1.87945904579823,8.37785812313661e-06,-11.5982725967617,-5.41540254038582,-9.26303417512117,2.12471769371383,1.7398581195827e-05,-12.7578837798743,-5.76818457036801,0.699327617117071,338,2,3.16091954022989
9,-7.85422263574288,1.94143659204509,6.50078806242729e-05,-11.0476016556645,-4.66084361582121,-8.95448736019807,2.39331291671721,0.000215600918038116,-12.8911367916902,-5.01783792870595,0.60229204062047,337,2,3.16091954022989
10,-8.21509654611584,2.03448831559886,6.71048325812218e-05,-11.561532031019,-4.86866106121267,-9.73741216114763,2.66313349832123,0.000297576442950009,-14.1178769549173,-5.35694736737799,0.499464543480172,336,2,3.16091954022989
11,-9.74578312212691,2.11713556464134,5.94827055890609e-06,-13.2281612343752,-6.26340500987865,-11.4227598763747,2.9371650032206,0.000121779491551296,-16.2539663848771,-6.5915533678724,0.48285010896613,335,2,3.16091954022989
12,-8.75156207635591,2.09380363199719,3.74770050693861e-05,-12.1955625745706,-5.30756157814117,-10.7156397622135,3.02863061220865,0.000461132314752648,-15.6972938094012,-5.73398571502584,0.424969457440808,334,2,3.16091954022989
13,-8.78491381223629,2.19973575242768,8.04121920505861e-05,-12.4031571429518,-5.16667048152079,-10.9176257667431,3.27645831471772,0.000960503261435711,-16.3069201092619,-5.52833142422439,0.3963354746632,333,2,3.16091954022989
14,-8.13843090190684,2.12872249625962,0.00015782572536165,-11.6398678206527,-4.63699398316101,-10.6616830249822,3.26436081771419,0.00120643506011015,-16.0310787556777,-5.29228729428676,0.320752035960509,332,2,3.16091954022989
15,-8.01757835362619,2.11609995991591,0.000180315694777277,-11.4982530476857,-4.53690365956665,-10.84012991065,3.34255968078156,0.00130531880735347,-16.3381513248853,-5.34210849641469,0.271694302752807,331,2,3.16091954022989
16,-6.45129493200635,2.21618327531583,0.00385243149647841,-10.0965920303988,-2.80599783361392,-9.55822318767696,3.20545048452949,0.0030821134911989,-14.8307200431686,-4.28572633218528,0.226660019685143,330,2,3.16091954022989
17,-5.42810943858337,2.3395283399069,0.0209543220356241,-9.27629111383498,-1.57992776333175,-8.97978425590228,3.1202903776571,0.00427040869869659,-14.1122052007333,-3.84736331107122,0.169398896254212,329,2,3.16091954022989
18,-4.62893049961951,2.49888117311479,0.064883217765049,-8.73922426053812,-0.518636738700891,-8.52483647678954,3.13204096177452,0.0068457606646338,-13.6765854125249,-3.37308754105415,0.132400072092889,328,2,3.16091954022989
19,-3.47093008523827,2.47698211409881,0.1620982788146,-7.54520309950763,0.60334292903108,-7.81424633933681,3.00657425545187,0.00977966742060903,-12.7596209081157,-2.86887177055789,0.0911104819805781,327,2,3.16091954022989
20,-2.84226909710013,2.52282757131879,0.260747134262862,-6.99195117795703,1.30741298375676,-7.44338513581966,3.11032296179967,0.0172816452966144,-12.5594111405263,-2.32735913111303,0.068413065986184,326,2,3.16091954022989
21,-2.03936409084202,2.48503116206689,0.412453147877356,-6.12687661085517,2.04814842917113,-6.81526986759378,2.89531012281965,0.019183802730201,-11.577631224263,-2.05290851092457,0.0528728918547157,325,2,3.16091954022989
22,-0.901411841999503,2.43456244732849,0.71143808997081,-4.90591071352762,3.10308702952862,-6.02306124611563,2.64620538566196,0.0235038393376521,-10.3756817723802,-1.67044071985103,0.0322802534967367,324,2,3.16091954022989
23,0.843185076742502,2.6059554963051,0.74648391307727,-3.44323027302907,5.12960042651407,-4.73382199342356,2.4165594660306,0.0509997296628358,-8.70870859586791,-0.75893539097921,0.0155156300639103,323,2,3.16091954022989
24,2.12973760298061,2.58840922032704,0.411243406517463,-2.12781669110896,6.38729189707018,-4.02076385052179,2.35601140172163,0.0888792535370063,-7.89605774978264,-0.145469951260939,0.00597513382678949,322,2,3.16091954022989
