"horizon","original_3var_ext_pct","enriched_7var_ext_pct"
1,1.46194216885816,4.84917745204927
6,9.72179486137876,17.0115468779676
12,15.1522293225834,27.6715846941395
24,19.6138256098127,39.8304273523615
