"horizon","coef_tpm","se_tpm","p_tpm","coef_fci","se_fci","p_fci","coef_interact","se_interact","p_interact","ci_interact_lo","ci_interact_hi","n_obs","r_squared","target_var","fci_type","tpm_change"
8,0.0835461585773346,0.0866410949180384,0.335610191602181,-2.94481787556758,0.897024264621206,0.00113727828596611,-0.0123040883822799,0.080461347668424,0.87855513740514,-0.144651227924091,0.120043051159531,338,0.235370229073726,"IPC_yoy","FCI_BANKING","YoY"
9,0.0772356963706231,0.0928968792814572,0.406341392239607,-3.15800204723529,0.961588537730549,0.00113264315357796,0.00314552152978286,0.0750269638766646,0.966583670675917,-0.120262852121906,0.126553895181472,337,0.192779069301243,"IPC_yoy","FCI_BANKING","YoY"
10,0.0745225268998594,0.099411040195491,0.454007034195041,-3.03483763265942,0.944452187884801,0.00144193288036359,0.0144086845617619,0.070830830348999,0.83892947098393,-0.102097663637773,0.130915032761297,336,0.129137926777607,"IPC_yoy","FCI_BANKING","YoY"
11,0.0831097476443851,0.106408405622881,0.435339406322823,-3.14099517192691,0.979794610902618,0.00147958551499158,0.0412598828780529,0.0654791801561544,0.52905338181677,-0.0664437840916065,0.148963549847712,335,0.0788649675838445,"IPC_yoy","FCI_BANKING","YoY"
12,0.0843564419569306,0.112052056139371,0.452092129386151,-3.75013678225733,1.00118434146449,0.000212555213870371,0.0586219842971355,0.0578481591014936,0.311629424725949,-0.0365297700134221,0.153773738607693,334,0.0873640543751341,"IPC_yoy","FCI_BANKING","YoY"
13,0.0789240404161885,0.119242756734428,0.508517616544128,-3.2200076434216,0.999375299330884,0.00140142072568809,0.0730559878224852,0.0501785661331847,0.146377029162024,-0.00948040867690789,0.155592384321878,333,0.0757421843440043,"IPC_yoy","FCI_BANKING","YoY"
14,0.077818687210851,0.126738685769014,0.539638959894528,-2.51235986615339,0.954084210867386,0.00886096488022482,0.0854140584840326,0.0455248646246259,0.061522928367883,0.0105323197897419,0.160295797178323,332,0.0670605696891618,"IPC_yoy","FCI_BANKING","YoY"
15,0.0792114089174436,0.13293488240616,0.551680605483364,-2.40794007675217,0.902579584855594,0.00801778215767264,0.0835216996641528,0.0472474605683416,0.0780438557162209,0.0058065427840694,0.161236856544236,331,0.0637699498481779,"IPC_yoy","FCI_BANKING","YoY"
16,0.0784130657707772,0.13734032621849,0.568437418629639,-2.30743237611696,1.03796224655623,0.0269048094367907,0.0737992985934389,0.0571598054658473,0.197590605911392,-0.0202202147429006,0.167818811929778,330,0.0561199824434876,"IPC_yoy","FCI_BANKING","YoY"
17,0.0774940054550059,0.137260818334758,0.572756047591802,-2.29076443027695,1.23747446795025,0.0650619190583817,0.0622829902332709,0.0670214666170457,0.353430208505661,-0.0479575122153837,0.172523492681926,329,0.0503573009549766,"IPC_yoy","FCI_BANKING","YoY"
18,0.074273365508876,0.135325231192919,0.583489375463333,-1.94537331069774,1.2951648608118,0.134073046378909,0.0413732598209848,0.074971352977243,0.581432193223193,-0.0819436420410924,0.164690161683062,328,0.0397526669677397,"IPC_yoy","FCI_BANKING","YoY"
19,0.0632877251752933,0.126676883051472,0.617700342201495,-1.26213293564754,1.29821674705918,0.331682823022342,0.0253061183822089,0.0760706221297619,0.739604153826161,-0.0998189203323849,0.150431157096803,327,0.0242022949571709,"IPC_yoy","FCI_BANKING","YoY"
20,0.045442562912504,0.116569936266646,0.696921738343234,-0.704232393460768,1.28707771540644,0.58465407523601,-0.00100650843998891,0.0780555107582535,0.989719801892037,-0.129396398414252,0.127383381534274,326,0.0155887518044813,"IPC_yoy","FCI_BANKING","YoY"
21,0.0356688431951748,0.104720182583557,0.733621374612871,-0.697804391588235,1.34296437444129,0.603703819966443,-0.03331778995881,0.079461712304562,0.675284645595143,-0.164020675646743,0.0973850957291231,325,0.0223762174636108,"IPC_yoy","FCI_BANKING","YoY"
22,0.0216565899796437,0.0926527272679195,0.815338195522455,-1.02311622580432,1.37631615519659,0.457806484097029,-0.0614846084098562,0.0809491859422396,0.44809062635281,-0.194634170505718,0.0716649536860057,324,0.0306490889196549,"IPC_yoy","FCI_BANKING","YoY"
23,0.0047687552410439,0.0818238298404425,0.953561826978725,-0.76884273129968,1.38295783285378,0.578644712609648,-0.0871014860398719,0.0789813566568743,0.270948537586847,-0.217014256998479,0.0428112849187355,323,0.0415673105227315,"IPC_yoy","FCI_BANKING","YoY"
24,-0.0177285258507612,0.0773468538810715,0.818855920086202,0.0101122198863575,1.4473801888548,0.99442999326528,-0.103123357671021,0.0748483869031453,0.169254395237709,-0.226237998340126,0.0199912829980845,322,0.0553539308057742,"IPC_yoy","FCI_BANKING","YoY"
1,-0.070544176483237,0.044801623712939,0.116286688576977,-10.7172817712186,1.35408392904711,3.58268451453288e-14,0.0191714015146076,0.0486356718402721,0.693693809047838,-0.0608271597110856,0.0991699627403008,345,0.93006303359297,"Credit_yoy","FCI_BANKING","YoY"
2,-0.122639573469554,0.0717374269563963,0.0882674416894153,-12.3944095697231,1.99322278330925,1.4870952181821e-09,0.0388072587596041,0.0734009512478273,0.597359937394569,-0.0819265621220728,0.159541079641281,344,0.873027123254039,"Credit_yoy","FCI_BANKING","YoY"
3,-0.172862767590608,0.094489029607577,0.0682185466298247,-13.9332245061546,2.14707510146737,3.09064463401424e-10,0.070710005081661,0.0988961591515076,0.47511021093238,-0.0919597009902661,0.233379711153588,343,0.814447156189933,"Credit_yoy","FCI_BANKING","YoY"
4,-0.237413523940142,0.11084438588745,0.0329252321575217,-15.3729219608744,2.25162106501507,4.0704682539094e-11,0.0984138798379573,0.114132936987597,0.389153508724918,-0.0893180955207146,0.286145855196629,342,0.757945264064744,"Credit_yoy","FCI_BANKING","YoY"
5,-0.311562149385685,0.130558639304166,0.0175716697598966,-17.0047854158096,2.71164431173479,1.10933157589586e-09,0.116697958134965,0.130432537944024,0.371591900756855,-0.0978444749747492,0.331240391244679,341,0.69803488181639,"Credit_yoy","FCI_BANKING","YoY"
6,-0.383292816301847,0.150519372887208,0.0113316413117401,-16.7250447298412,2.86474780978528,1.25308257814454e-08,0.151076471175394,0.146274842383283,0.302434807297887,-0.089524233850504,0.391677176201291,340,0.638993508873908,"Credit_yoy","FCI_BANKING","YoY"
7,-0.440237075693349,0.162273168734712,0.00701664489810572,-17.8754146518188,3.00122712140772,6.58436435250657e-09,0.167569827902001,0.160434636514256,0.297025970271733,-0.0963216658571144,0.431461321661116,339,0.585568984368162,"Credit_yoy","FCI_BANKING","YoY"
8,-0.519970039839123,0.176363501055796,0.00342255970110944,-17.7689164770608,3.21282686552517,6.48749019743389e-08,0.204396546436324,0.178200421216743,0.252208501227856,-0.0887170627263162,0.497510155598963,338,0.532590060670538,"Credit_yoy","FCI_BANKING","YoY"
9,-0.601010810241984,0.191631990249407,0.00186503251706546,-15.5622606741654,3.4765899677774,1.04727561384266e-05,0.214489191695211,0.196660121027225,0.276218535630443,-0.108987921653135,0.537966305043557,337,0.473058740493144,"Credit_yoy","FCI_BANKING","YoY"
10,-0.666062533143886,0.203528697081183,0.00117888256951076,-15.668478771449,3.40442006767161,5.97231996582192e-06,0.204788882709311,0.222673943969259,0.358413550571562,-0.161477161656114,0.571054927074735,336,0.441421126155499,"Credit_yoy","FCI_BANKING","YoY"
11,-0.749601006310797,0.208938525591562,0.00038450486992527,-14.9149008193274,3.69292359662235,6.69571848467875e-05,0.192387437697119,0.233752513640063,0.411083782906209,-0.192101232172762,0.576876107567001,335,0.401314600974717,"Credit_yoy","FCI_BANKING","YoY"
12,-0.79739151968628,0.21596288765662,0.000260367435462161,-8.3697207121947,3.67437205721018,0.023379635173535,0.164305897857555,0.249719334459229,0.511025301942115,-0.246445855147615,0.575057650862725,334,0.360872975567445,"Credit_yoy","FCI_BANKING","YoY"
13,-0.854896077184528,0.22064195479543,0.000129119313198963,-6.95469256752017,3.59412212211652,0.0538527824034634,0.117891992936097,0.259644023740306,0.650093250031368,-0.30918442122942,0.544968407101614,333,0.360202090062018,"Credit_yoy","FCI_BANKING","YoY"
14,-0.85902975587237,0.225015539645263,0.000161320295206878,-5.0684212167036,3.89436254331693,0.19401722243765,0.0440248805797326,0.266154223386573,0.868723207501113,-0.393759859086125,0.48180962024559,332,0.349681356175012,"Credit_yoy","FCI_BANKING","YoY"
15,-0.872181973106797,0.231549513017202,0.000196426459866133,-6.21301208136905,3.3936124697369,0.0680493139816941,-0.0230943630705794,0.263556542011477,0.930228196590994,-0.456606297104945,0.410417570963786,331,0.34831938840136,"Credit_yoy","FCI_BANKING","YoY"
16,-0.863681460886694,0.239463624406786,0.000359117966415536,-4.28944682762471,3.68313682726,0.245033156479978,-0.0704200627798143,0.256886728455403,0.784160833661696,-0.492961129795382,0.352121004235754,330,0.336157784072338,"Credit_yoy","FCI_BANKING","YoY"
17,-0.845088183513762,0.25188671035552,0.00088837912158412,-3.02127162674471,3.44959400174115,0.381773168096662,-0.123404216183366,0.244961639984484,0.614767801923314,-0.526330258175825,0.279521825809093,329,0.330066976521219,"Credit_yoy","FCI_BANKING","YoY"
18,-0.817124635494797,0.264860138830731,0.00221167105994872,-2.82610484791863,2.85906894973052,0.323666841358535,-0.186017572187544,0.231433655221016,0.422129252696218,-0.566692059376468,0.19465691500138,328,0.32493568841421,"Credit_yoy","FCI_BANKING","YoY"
19,-0.788783500168527,0.287194485740676,0.00636418518728387,-1.47514207961121,2.94870760024264,0.617230712872929,-0.222063056811534,0.233110540891734,0.341507509328733,-0.605495775477922,0.161369661854854,327,0.321862962038029,"Credit_yoy","FCI_BANKING","YoY"
20,-0.747815162434651,0.305105498872521,0.014782102574375,-1.54149299188866,2.70043158868761,0.5685153633925,-0.270430985444629,0.23744366753469,0.255588187103093,-0.660991063185723,0.120129092296464,326,0.319271483553308,"Credit_yoy","FCI_BANKING","YoY"
21,-0.694033702155816,0.325470241715486,0.0337395516162769,-1.25746105047732,2.51451815333299,0.61736439194604,-0.299918857527563,0.254371379070757,0.239256102988378,-0.718322542984745,0.118484827929619,325,0.312019765454423,"Credit_yoy","FCI_BANKING","YoY"
22,-0.646099117359928,0.342323941524428,0.0600211339655771,-1.52530614919553,2.15600379882822,0.479794766439898,-0.325097307282691,0.270487234973612,0.230301230023597,-0.770009216773111,0.119814602207729,324,0.309084513018341,"Credit_yoy","FCI_BANKING","YoY"
23,-0.596070952532116,0.347959400766086,0.0876846525510362,-0.791565106151219,1.95026019783661,0.685107915579347,-0.333720585105936,0.287591923448261,0.246763433541418,-0.806767203471757,0.139326033259885,323,0.303822197172613,"Credit_yoy","FCI_BANKING","YoY"
24,-0.559315843217219,0.34741795032292,0.108416486479459,-1.4566859581211,1.86967096157615,0.436497752960632,-0.338983175587708,0.298148882840958,0.256419405377081,-0.829394446900187,0.151428095724771,322,0.303876218488853,"Credit_yoy","FCI_BANKING","YoY"
