"horizon","coef_tpm","se_tpm","p_tpm","coef_fci","se_fci","p_fci","coef_interact","se_interact","p_interact","ci_interact_lo","ci_interact_hi","n_obs","r_squared","target_var","fci_type","tpm_change"
17,-0.00309815127231403,0.0883320043831714,0.97204251516099,1.15594680800244,1.17923104498355,0.327696312513627,-0.0419889344996193,0.0707619818605747,0.553341640714667,-0.15838203701326,0.0744041680140212,329,0.0230854798757287,"IMAEP_yoy","FCI_BANKING","YoY"
18,0.0333862236028651,0.0930939163912111,0.720108033109362,2.60597637550588,1.51261277944679,0.0858821498429789,-0.0416276652373912,0.0740282734541585,0.574289679842202,-0.163393339325419,0.0801380088506367,328,0.0369817223967821,"IMAEP_yoy","FCI_BANKING","YoY"
19,0.0892201160395692,0.0960926578045755,0.353858420763624,1.26130466352519,1.76651877586074,0.475744050037481,-0.0853579175528834,0.0762468886147064,0.263769119765124,-0.210772888834548,0.0400570537287812,327,0.045476634403847,"IMAEP_yoy","FCI_BANKING","YoY"
20,0.140297816168924,0.102807544381553,0.173320314156175,1.72822788709222,1.6381593710214,0.29223212686189,-0.134988285718918,0.078663341680315,0.087128277524459,-0.264377968589907,-0.00559860284792935,326,0.0717059290743202,"IMAEP_yoy","FCI_BANKING","YoY"
21,0.147108837003774,0.117986917718249,0.213379868375075,3.24934614493801,1.64869029062828,0.0496062617451356,-0.147630674003495,0.0862599660329588,0.0879708770667598,-0.289515691993518,-0.00574565601347202,325,0.0989129364643706,"IMAEP_yoy","FCI_BANKING","YoY"
22,0.157192959947294,0.114196847506379,0.169635650666728,1.97665161915371,2.40100773841414,0.410979527825274,-0.150700150714553,0.0771685196781923,0.0517146063457717,-0.277631070193704,-0.0237692312354028,324,0.106337897999084,"IMAEP_yoy","FCI_BANKING","YoY"
23,0.137141300787166,0.10553416227971,0.194720732930013,0.876111598702451,2.58326072965606,0.734722375520332,-0.122972235979544,0.0674037210192991,0.0690338128851211,-0.233841490968163,-0.0121029809909246,323,0.0952285440518142,"IMAEP_yoy","FCI_BANKING","YoY"
24,0.126437069672447,0.100777564618697,0.210548558476955,0.376203935048865,1.64463668670692,0.819214833497474,-0.0895889504577256,0.068663686833796,0.192930354763668,-0.202530664786155,0.0233527638707038,322,0.0847401126499128,"IMAEP_yoy","FCI_BANKING","YoY"
1,0.0373574110125763,0.0272004979036018,0.17053550413987,-0.439063363751976,0.580404580503012,0.449889527291909,-0.00275988103435402,0.0302467374473128,0.927351511425963,-0.0525113368280154,0.0469915747593074,345,0.776381969241882,"IPC_yoy","FCI_BANKING","YoY"
2,0.0555665796064286,0.0376711402910582,0.141134403934316,-0.706351461869507,0.744202243495241,0.343230003518962,-0.0111347747679561,0.0406810177211455,0.784475672449162,-0.0780490943146594,0.0557795447787472,344,0.643689391587362,"IPC_yoy","FCI_BANKING","YoY"
3,0.068883009283468,0.0485495078711219,0.156878441740846,-1.01943452161696,0.800447857193295,0.203692566648009,-0.0155653594680407,0.0528281985272036,0.768450003508577,-0.102460013420824,0.0713292944847425,343,0.536781654955834,"IPC_yoy","FCI_BANKING","YoY"
4,0.0758429538510738,0.0594628371371128,0.203027350124319,-1.40976022626099,0.781288799215656,0.0720660822436852,-0.0142942236600979,0.0662900715839738,0.82940627206556,-0.12333168833587,0.0947432410156741,342,0.458881654611132,"IPC_yoy","FCI_BANKING","YoY"
5,0.0794004704617665,0.0697778244633848,0.255976135313412,-1.04433578113114,0.82195341128921,0.204771829422883,-0.0140607164292562,0.0779629720112853,0.85698623049658,-0.142298393709935,0.114176960851423,341,0.383390409308245,"IPC_yoy","FCI_BANKING","YoY"
6,0.0793838648890064,0.077489476010338,0.306367780932174,-1.41742319991677,0.881572183550452,0.10881885477428,-0.0121890414032364,0.0871404737677646,0.888840891630121,-0.155522365734414,0.131144282927941,340,0.313554019441791,"IPC_yoy","FCI_BANKING","YoY"
7,0.0801096957834628,0.0820489567307494,0.32959470075642,-2.22218466679575,0.83032261620563,0.00781354955815453,-0.0175602061701512,0.0870652310474732,0.840282424849064,-0.160769767239955,0.125649354899653,339,0.274623523944984,"IPC_yoy","FCI_BANKING","YoY"
