"fecha","FCI_COMP_AVG","crisis_indicator","FCI_high","FCI_low"
2009-08-01,-0.627419939621092,0,0,-0.627419939621092
2009-09-01,-0.67390830022393,0,0,-0.67390830022393
2009-10-01,-0.588156503875447,0,0,-0.588156503875447
2009-11-01,-0.636530079197906,0,0,-0.636530079197906
2009-12-01,-0.651179771552142,0,0,-0.651179771552142
2010-01-01,-0.592478566004683,0,0,-0.592478566004683
2010-02-01,-0.638142474962101,0,0,-0.638142474962101
2010-03-01,-0.795638429887591,0,0,-0.795638429887591
2010-04-01,-0.8884355572256,0,0,-0.8884355572256
2010-05-01,-0.897605362032927,0,0,-0.897605362032927
2010-06-01,-0.780853706225645,0,0,-0.780853706225645
2010-07-01,-0.776214072501043,0,0,-0.776214072501043
2010-08-01,-0.87766605602252,0,0,-0.87766605602252
2010-09-01,-0.9196163317822,0,0,-0.9196163317822
2010-10-01,-0.907580704933125,0,0,-0.907580704933125
2010-11-01,-0.829890509814984,0,0,-0.829890509814984
2010-12-01,-0.826203238963402,0,0,-0.826203238963402
2011-01-01,-0.908837088149953,0,0,-0.908837088149953
2011-02-01,-0.753790358527287,0,0,-0.753790358527287
2011-03-01,-0.628687664489399,0,0,-0.628687664489399
2011-04-01,-0.578553480966665,0,0,-0.578553480966665
2011-05-01,-0.545622472343877,0,0,-0.545622472343877
2011-06-01,-0.42760743415704,0,0,-0.42760743415704
2011-07-01,-0.36832905686718,0,0,-0.36832905686718
2011-08-01,-0.345348655751971,0,0,-0.345348655751971
2011-09-01,-0.290312825291348,0,0,-0.290312825291348
2011-10-01,-0.207373592402008,0,0,-0.207373592402008
2011-11-01,-0.175405729801639,0,0,-0.175405729801639
2011-12-01,-0.231762155163496,0,0,-0.231762155163496
2012-01-01,0.00296075658443227,0,0,0.00296075658443227
2012-02-01,0.287429286513797,0,0,0.287429286513797
2012-03-01,0.234068790295987,0,0,0.234068790295987
2012-04-01,0.326856696210939,0,0,0.326856696210939
2012-05-01,0.527504009050787,0,0,0.527504009050787
2012-06-01,0.578540689474752,0,0,0.578540689474752
2012-07-01,0.664287658651995,0,0,0.664287658651995
2012-08-01,0.696421215280638,0,0,0.696421215280638
2012-09-01,0.603502577941615,0,0,0.603502577941615
2012-10-01,0.604203302839781,0,0,0.604203302839781
2012-11-01,0.58196509523622,0,0,0.58196509523622
2012-12-01,0.397823526506341,0,0,0.397823526506341
2013-01-01,0.619913747231507,0,0,0.619913747231507
2013-02-01,0.680653129594733,0,0,0.680653129594733
2013-03-01,0.600074029288173,0,0,0.600074029288173
2013-04-01,0.515303894745072,0,0,0.515303894745072
2013-05-01,0.529481706234477,0,0,0.529481706234477
2013-06-01,0.379959066312697,0,0,0.379959066312697
2013-07-01,0.425633182242679,0,0,0.425633182242679
2013-08-01,0.302716281919876,0,0,0.302716281919876
2013-09-01,0.168723043442098,0,0,0.168723043442098
2013-10-01,0.093136821669432,0,0,0.093136821669432
2013-11-01,-0.00244288789101993,0,0,-0.00244288789101993
2013-12-01,-0.272737134226812,0,0,-0.272737134226812
2014-01-01,-0.0825670423917542,0,0,-0.0825670423917542
2014-02-01,0.157521421496782,0,0,0.157521421496782
2014-03-01,0.0571864809511999,0,0,0.0571864809511999
2014-04-01,0.112367232264957,0,0,0.112367232264957
2014-05-01,0.233377664082609,0,0,0.233377664082609
2014-06-01,-0.021842615736443,0,0,-0.021842615736443
2014-07-01,0.0414683205662642,0,0,0.0414683205662642
2014-08-01,-0.00915320101899053,0,0,-0.00915320101899053
2014-09-01,-0.15757785095468,0,0,-0.15757785095468
2014-10-01,-0.0988840856548257,0,0,-0.0988840856548257
2014-11-01,-0.222546500585482,0,0,-0.222546500585482
2014-12-01,-0.291969958635309,0,0,-0.291969958635309
2015-01-01,-0.0269959900292282,0,0,-0.0269959900292282
2015-02-01,0.16220783152064,0,0,0.16220783152064
2015-03-01,0.0713024936653617,0,0,0.0713024936653617
2015-04-01,0.143984161667265,0,0,0.143984161667265
2015-05-01,0.316003721655013,0,0,0.316003721655013
2015-06-01,0.538786915686411,0,0,0.538786915686411
2015-07-01,0.671690338255892,0,0,0.671690338255892
2015-08-01,0.842342542175252,0,0,0.842342542175252
2015-09-01,0.745003371369741,0,0,0.745003371369741
2015-10-01,1.04462470692291,1,1.04462470692291,0
2015-11-01,1.13884000143699,1,1.13884000143699,0
2015-12-01,1.09832604534334,1,1.09832604534334,0
2016-01-01,2.28490569697116,1,2.28490569697116,0
2016-02-01,2.40331220094019,1,2.40331220094019,0
2016-03-01,1.98822969351695,1,1.98822969351695,0
2016-04-01,1.93147496923148,1,1.93147496923148,0
2016-05-01,2.0747826080964,1,2.0747826080964,0
2016-06-01,1.95211780139185,1,1.95211780139185,0
2016-07-01,1.97632016603719,1,1.97632016603719,0
2016-08-01,1.96111190771746,1,1.96111190771746,0
2016-09-01,1.89402210919388,1,1.89402210919388,0
2016-10-01,1.94036360556871,1,1.94036360556871,0
2016-11-01,1.8639184955572,1,1.8639184955572,0
2016-12-01,1.40034317014178,1,1.40034317014178,0
2017-01-01,1.82020002609275,1,1.82020002609275,0
2017-02-01,1.97963237039379,1,1.97963237039379,0
2017-03-01,1.55888938167565,1,1.55888938167565,0
2017-04-01,1.61598168103929,1,1.61598168103929,0
2017-05-01,1.57410416594731,1,1.57410416594731,0
2017-06-01,1.18060655959728,1,1.18060655959728,0
2017-07-01,1.30193310570419,1,1.30193310570419,0
2017-08-01,1.3956903268894,1,1.3956903268894,0
2017-09-01,1.14290410196611,1,1.14290410196611,0
2017-10-01,0.965028433948571,1,0.965028433948571,0
2017-11-01,0.855265463435767,0,0,0.855265463435767
2017-12-01,0.354115965210402,0,0,0.354115965210402
2018-01-01,0.608484367266527,0,0,0.608484367266527
2018-02-01,0.82043819274261,0,0,0.82043819274261
2018-03-01,0.598450458369376,0,0,0.598450458369376
2018-04-01,0.756530840125408,0,0,0.756530840125408
2018-05-01,0.813530484614598,0,0,0.813530484614598
2018-06-01,0.439555475649154,0,0,0.439555475649154
2018-07-01,0.603575617491767,0,0,0.603575617491767
2018-08-01,0.401389030696042,0,0,0.401389030696042
2018-09-01,0.333572450152278,0,0,0.333572450152278
2018-10-01,0.252446420764266,0,0,0.252446420764266
2018-11-01,0.341277227800715,0,0,0.341277227800715
2018-12-01,-0.0339468633338917,0,0,-0.0339468633338917
2019-01-01,0.262910567982631,0,0,0.262910567982631
2019-02-01,0.181746337939289,0,0,0.181746337939289
2019-03-01,-0.126607177308341,0,0,-0.126607177308341
2019-04-01,0.134728718717067,0,0,0.134728718717067
2019-05-01,0.346500659340129,0,0,0.346500659340129
2019-06-01,0.351282994713192,0,0,0.351282994713192
2019-07-01,0.480319888769163,0,0,0.480319888769163
2019-08-01,0.328719700912112,0,0,0.328719700912112
2019-09-01,0.00605030208502725,0,0,0.00605030208502725
2019-10-01,-0.123829451806441,0,0,-0.123829451806441
2019-11-01,-0.305530069441354,0,0,-0.305530069441354
2019-12-01,-0.670317425078647,0,0,-0.670317425078647
2020-01-01,-0.32192138335602,0,0,-0.32192138335602
2020-02-01,0.176833165296676,0,0,0.176833165296676
2020-03-01,0.686810588364591,0,0,0.686810588364591
2020-04-01,0.678340709862881,0,0,0.678340709862881
2020-05-01,0.595141251469331,0,0,0.595141251469331
2020-06-01,0.230938036437603,0,0,0.230938036437603
2020-07-01,0.185097309246958,0,0,0.185097309246958
2020-08-01,0.107923028163599,0,0,0.107923028163599
2020-09-01,-0.3519194708712,0,0,-0.3519194708712
2020-10-01,-0.236847659210556,0,0,-0.236847659210556
2020-11-01,-0.254065714698029,0,0,-0.254065714698029
2020-12-01,-0.929071505604048,0,0,-0.929071505604048
2021-01-01,-0.725990486338019,0,0,-0.725990486338019
2021-02-01,-0.403307079473256,0,0,-0.403307079473256
2021-03-01,-0.489135355539974,0,0,-0.489135355539974
2021-04-01,-0.719998544695531,0,0,-0.719998544695531
2021-05-01,-0.354392720683217,0,0,-0.354392720683217
2021-06-01,-0.470672130893447,0,0,-0.470672130893447
2021-07-01,-0.490339441752332,0,0,-0.490339441752332
2021-08-01,-0.668691593811939,0,0,-0.668691593811939
2021-09-01,-0.47309898395011,0,0,-0.47309898395011
2021-10-01,-0.67402532212401,0,0,-0.67402532212401
2021-11-01,-0.732389835523269,0,0,-0.732389835523269
2021-12-01,-1.18775049115006,0,0,-1.18775049115006
2022-01-01,-0.767855234504763,0,0,-0.767855234504763
2022-02-01,-0.798295520309419,0,0,-0.798295520309419
2022-03-01,-0.735825322327908,0,0,-0.735825322327908
2022-04-01,-0.318860621341756,0,0,-0.318860621341756
2022-05-01,-0.0496963576935167,0,0,-0.0496963576935167
2022-06-01,0.116663161295742,0,0,0.116663161295742
2022-07-01,0.363849960241746,0,0,0.363849960241746
2022-08-01,0.516561437903043,0,0,0.516561437903043
2022-09-01,0.447990271454833,0,0,0.447990271454833
