"proxy","response","horizon","irf_point","ci_lower","ci_upper","n_boot_valid"
"VIX","IPC_yoy",13,0.147859183687894,-3.58501957425257,3.35379536227402,500
"VIX","IPC_yoy",14,0.132612085567421,-3.04541621593929,2.91870071138546,500
"VIX","IPC_yoy",15,0.11794020037366,-2.72003811017728,2.52434386938029,500
"VIX","IPC_yoy",16,0.103849269406359,-2.44548413081495,2.19840800133833,500
"VIX","IPC_yoy",17,0.0903442833592868,-2.24805855023395,1.95496364287485,500
"VIX","IPC_yoy",18,0.0774290058295542,-2.11716829319999,1.62647567504063,500
"VIX","IPC_yoy",19,0.0651056817719558,-1.91238855376533,1.3665975175459,500
"VIX","IPC_yoy",20,0.0533748791227677,-1.68505830464688,1.18837675211404,500
"VIX","IPC_yoy",21,0.0422354249005014,-1.48099841985354,1.1901073306534,500
"VIX","IPC_yoy",22,0.0316844074391462,-1.29785826863315,1.15571936915902,500
"VIX","IPC_yoy",23,0.0217172241630662,-1.16808100521366,0.961616626956672,500
"VIX","IPC_yoy",24,0.0123276600084989,-0.983341028062721,0.783410811836638,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",0,0.166828752417395,-0.166832562865212,0.166833509003833,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",1,0.181080961313391,-0.214096958318164,0.256224059578525,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",2,0.190749290188536,-0.272626550231755,0.306738864379232,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",3,0.195559888793735,-0.328110240319058,0.379472568760087,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",4,0.197851984628577,-0.362508716519462,0.432849678981085,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",5,0.198583246818946,-0.381909970102853,0.461662914243489,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",6,0.198086718506991,-0.411912522023731,0.480013282559113,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",7,0.19653619939975,-0.423785266035164,0.560927808358885,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",8,0.194057271283732,-0.451224603980871,0.575444615894338,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",9,0.190756873641792,-0.472765553302907,0.592832011893788,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",10,0.186732187721984,-0.488611154367416,0.607253125797414,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",11,0.182073263449258,-0.496995176342052,0.619124656635977,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",12,0.176863882920054,-0.474221543320647,0.653217465531516,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",13,0.171181951560745,-0.511812261739282,0.66880335141365,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",14,0.165099772126918,-0.546298632227807,0.700130772772955,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",15,0.15868429563287,-0.600796627705571,0.696363158825234,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",16,0.151997370629831,-0.643817435903546,0.692204751340805,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",17,0.145095993027829,-0.66515949700473,0.710999801630897,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",18,0.138032554368961,-0.68548900880059,0.680098470561081,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",19,0.130855086113476,-0.703344569382419,0.69150333162381,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",20,0.123607498031703,-0.718665310064352,0.713381312443915,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",21,0.116329809395515,-0.7326314037756,0.733391494870767,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",22,0.109058372151206,-0.74515852608094,0.745120355802628,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",23,0.101826085616568,-0.757122112078754,0.725857439778072,500
"GFC_PCA","FCI_ENDO_exCredit_AVG",24,0.0946626025010402,-0.765581411477049,0.704463954990629,500
"GFC_PCA","Cred_Real_Total",0,0.897079452972622,-20.8154927619425,21.7060288782237,500
"GFC_PCA","Cred_Real_Total",1,0.0768612598549926,-21.5847539491918,20.8166789901526,500
"GFC_PCA","Cred_Real_Total",2,-0.346080763543262,-22.4584607537768,19.7755557440718,500
"GFC_PCA","Cred_Real_Total",3,-0.666890476511913,-22.2527567597587,19.4629282185533,500
"GFC_PCA","Cred_Real_Total",4,-0.946734514139876,-22.0534419458022,17.9518200025721,500
"GFC_PCA","Cred_Real_Total",5,-1.19342525471717,-23.6532531179827,17.4146357878796,500
"GFC_PCA","Cred_Real_Total",6,-1.41137049401696,-25.0147088991243,16.8451686832881,500
"GFC_PCA","Cred_Real_Total",7,-1.60312745024177,-20.1901143216769,16.276260974451,500
"GFC_PCA","Cred_Real_Total",8,-1.77058668355823,-20.346291067737,15.7554960451893,500
"GFC_PCA","Cred_Real_Total",9,-1.91541223298938,-19.7695282198932,14.9838459885391,500
"GFC_PCA","Cred_Real_Total",10,-2.03915509223595,-19.4826914220433,14.4707525330421,500
"GFC_PCA","Cred_Real_Total",11,-2.14328543897391,-19.2583278619126,13.9839231909862,500
"GFC_PCA","Cred_Real_Total",12,-2.22920273323167,-19.0756425077336,13.3491730996612,500
"GFC_PCA","Cred_Real_Total",13,-2.29823961559991,-19.2718168458251,13.0908341297745,500
"GFC_PCA","Cred_Real_Total",14,-2.3516642355794,-18.6990166236793,12.41227118757,500
"GFC_PCA","Cred_Real_Total",15,-2.39068226087844,-17.8530436172011,11.7260399635367,500
"GFC_PCA","Cred_Real_Total",16,-2.41643886752906,-16.0783817263873,10.5863348009241,500
"GFC_PCA","Cred_Real_Total",17,-2.43002075719963,-15.347462613212,9.74142234467938,500
"GFC_PCA","Cred_Real_Total",18,-2.43245818792689,-14.5475990452509,9.07719589958844,500
"GFC_PCA","Cred_Real_Total",19,-2.42472699624116,-13.3337569376086,8.2708909124247,500
"GFC_PCA","Cred_Real_Total",20,-2.40775059268161,-11.7214793424091,7.47286437256009,500
"GFC_PCA","Cred_Real_Total",21,-2.3824019183256,-10.3924176447597,6.58318583767829,500
"GFC_PCA","Cred_Real_Total",22,-2.34950535466636,-11.3029427476186,5.66157759256417,500
"GFC_PCA","Cred_Real_Total",23,-2.30983858263428,-9.79564199043209,4.76088604822705,500
"GFC_PCA","Cred_Real_Total",24,-2.26413438895902,-9.2977794386351,4.54110024145401,500
"GFC_PCA","IMAEP_yoy",0,-1.89916405958185,-24.341453461743,22.064477987878,500
"GFC_PCA","IMAEP_yoy",1,-1.34036277652452,-15.3926118393993,16.4311730946141,500
"GFC_PCA","IMAEP_yoy",2,-0.957248359485047,-10.6714501540398,11.2365228184868,500
"GFC_PCA","IMAEP_yoy",3,-0.829685931113073,-7.83813896945022,7.72288908067348,500
"GFC_PCA","IMAEP_yoy",4,-0.757822308913685,-5.9857939576484,5.21907950488451,500
"GFC_PCA","IMAEP_yoy",5,-0.701593526105867,-4.38831428533059,3.58747820715958,500
"GFC_PCA","IMAEP_yoy",6,-0.651467181872605,-3.62673299381734,2.96850058872458,500
"GFC_PCA","IMAEP_yoy",7,-0.604578623542384,-3.51646571581785,2.41044026353046,500
"GFC_PCA","IMAEP_yoy",8,-0.560174467008347,-3.25855969177646,1.86494505554087,500
"GFC_PCA","IMAEP_yoy",9,-0.518069319858155,-2.91027092539186,1.67131571126031,500
"GFC_PCA","IMAEP_yoy",10,-0.47820393979019,-2.7224430131587,1.40853850075272,500
"GFC_PCA","IMAEP_yoy",11,-0.440532615712413,-2.57836904443268,1.20316300127972,500
"GFC_PCA","IMAEP_yoy",12,-0.404998613619224,-2.3355761114345,1.04231358123289,500
"GFC_PCA","IMAEP_yoy",13,-0.371532637100752,-2.0941785922392,0.93499973655973,500
"GFC_PCA","IMAEP_yoy",14,-0.340056302761593,-1.85954721886458,0.859432866410485,500
"GFC_PCA","IMAEP_yoy",15,-0.310485874658666,-1.77999370341407,0.788168208543453,500
"GFC_PCA","IMAEP_yoy",16,-0.282735225026712,-1.68950347657444,0.723237599922287,500
"GFC_PCA","IMAEP_yoy",17,-0.256717966063289,-1.41098509247338,0.672606438393373,500
"GFC_PCA","IMAEP_yoy",18,-0.232348911225516,-1.15030433955401,0.617309193029077,500
"GFC_PCA","IMAEP_yoy",19,-0.209545037429229,-0.977267145377233,0.54878733217617,500
"GFC_PCA","IMAEP_yoy",20,-0.188226088103042,-0.899694026632538,0.476845798039123,500
"GFC_PCA","IMAEP_yoy",21,-0.16831492254585,-0.851044194304425,0.47356744104561,500
"GFC_PCA","IMAEP_yoy",22,-0.14973768868539,-0.77089794275734,0.431379579685224,500
"GFC_PCA","IMAEP_yoy",23,-0.132423874854471,-0.74613034201445,0.392445723165511,500
"GFC_PCA","IMAEP_yoy",24,-0.116306280393737,-0.695750771145629,0.356686058557755,500
"GFC_PCA","IPC_yoy",0,1.00265429019785,-7.05757675523586,11.823518879038,500
"GFC_PCA","IPC_yoy",1,1.41453824590608,-6.56706914213076,14.6761982007178,500
"GFC_PCA","IPC_yoy",2,1.42954612173216,-6.41007831445216,14.7309260848829,500
"GFC_PCA","IPC_yoy",3,1.34117986288726,-5.89814596781688,12.9395975787435,500
"GFC_PCA","IPC_yoy",4,1.23225361576611,-5.32457300134494,12.8866836770532,500
"GFC_PCA","IPC_yoy",5,1.12326138360943,-4.75628230988241,11.6183941785161,500
"GFC_PCA","IPC_yoy",6,1.01987667765861,-4.31473697183383,10.4225100137401,500
"GFC_PCA","IPC_yoy",7,0.923391761610869,-3.76107001567766,9.31059188261132,500
"GFC_PCA","IPC_yoy",8,0.833832958584352,-3.24307185847905,7.74441536213521,500
"GFC_PCA","IPC_yoy",9,0.750885615755879,-3.05215248004742,6.96031769628263,500
"GFC_PCA","IPC_yoy",10,0.674156838053448,-2.81866909761205,6.23800254591309,500
"GFC_PCA","IPC_yoy",11,0.603249973961454,-2.57833053765852,5.54109947951362,500
"GFC_PCA","IPC_yoy",12,0.537785123721159,-2.2768448881152,4.95180644363231,500
"GFC_PCA","IPC_yoy",13,0.477404044237658,-2.03257755463276,4.42276770449927,500
"GFC_PCA","IPC_yoy",14,0.421770558775648,-1.79145977845328,3.92906331049363,500
"GFC_PCA","IPC_yoy",15,0.370569691646694,-1.69469026582716,3.47465584565833,500
"GFC_PCA","IPC_yoy",16,0.323506469309368,-1.50436863633775,2.94799893874891,500
"GFC_PCA","IPC_yoy",17,0.28030466842023,-1.29984298144863,2.62534203333929,500
"GFC_PCA","IPC_yoy",18,0.240705597052809,-1.10200954954398,2.32712428105569,500
"GFC_PCA","IPC_yoy",19,0.204466936442566,-1.06634208150227,2.06172853814311,500
"GFC_PCA","IPC_yoy",20,0.171361651651599,-0.899519014941481,1.83727940437968,500
"GFC_PCA","IPC_yoy",21,0.141176972724589,-0.825789083750641,1.61831170042692,500
"GFC_PCA","IPC_yoy",22,0.113713445054335,-0.725101936256717,1.34630914466666,500
"GFC_PCA","IPC_yoy",23,0.0887840463016283,-0.667051040432534,1.15805615223989,500
"GFC_PCA","IPC_yoy",24,0.0662133665043498,-0.636688508162435,1.01627208650171,500
