"proxy","response","horizon","irf_point","ci_lower","ci_upper","n_boot_valid"
"DXY","FCI_ENDO_exCredit_AVG",6,0.156647902158997,-0.45346528297971,0.410468230926925,500
"DXY","FCI_ENDO_exCredit_AVG",7,0.155019557712029,-0.431578482417217,0.425058876471335,500
"DXY","FCI_ENDO_exCredit_AVG",8,0.153156326244077,-0.440393106010459,0.417044423601672,500
"DXY","FCI_ENDO_exCredit_AVG",9,0.151091216308806,-0.460366516085603,0.437206147193709,500
"DXY","FCI_ENDO_exCredit_AVG",10,0.14884907198795,-0.48953519859635,0.448214725708109,500
"DXY","FCI_ENDO_exCredit_AVG",11,0.146448999194661,-0.513730763110257,0.470225080789099,500
"DXY","FCI_ENDO_exCredit_AVG",12,0.143906181663588,-0.507671754666754,0.492335091465849,500
"DXY","FCI_ENDO_exCredit_AVG",13,0.141233185281193,-0.527450795810153,0.50977445412948,500
"DXY","FCI_ENDO_exCredit_AVG",14,0.138440873088598,-0.545708657071063,0.52587925907975,500
"DXY","FCI_ENDO_exCredit_AVG",15,0.135539034943573,-0.552261983324343,0.538419588633443,500
"DXY","FCI_ENDO_exCredit_AVG",16,0.13253681170435,-0.559084389311054,0.547068422699758,500
"DXY","FCI_ENDO_exCredit_AVG",17,0.129442972967208,-0.569587001972768,0.55654432456792,500
"DXY","FCI_ENDO_exCredit_AVG",18,0.126266091346102,-0.579032746357638,0.574720672820678,500
"DXY","FCI_ENDO_exCredit_AVG",19,0.123014644385271,-0.585338066657511,0.590532954693884,500
"DXY","FCI_ENDO_exCredit_AVG",20,0.119697066498048,-0.563643085228097,0.613996768426615,500
"DXY","FCI_ENDO_exCredit_AVG",21,0.116321767003721,-0.550490623379491,0.631141816548793,500
"DXY","FCI_ENDO_exCredit_AVG",22,0.112897125752487,-0.58009865816824,0.618407420654653,500
"DXY","FCI_ENDO_exCredit_AVG",23,0.109431474512846,-0.584626330641457,0.594386840496387,500
"DXY","FCI_ENDO_exCredit_AVG",24,0.105933069899551,-0.587297645786999,0.584114031486855,500
"DXY","Cred_Real_Total",0,0.483902563161313,-17.4624667684454,19.4873795792228,500
"DXY","Cred_Real_Total",1,0.494711385730169,-17.6257953314809,18.5164825183861,500
